"Step","object_C_fine - magic123/loss_total","object_C_fine - magic123/loss_total__MIN","object_C_fine - magic123/loss_total__MAX","object_C_coarse - magic123/loss_total","object_C_coarse - magic123/loss_total__MIN","object_C_coarse - magic123/loss_total__MAX"
"51","0.037952717393636703","0.037952717393636703","0.037952717393636703","0.7463257312774658","0.7463257312774658","0.7463257312774658"
"52","0.03774534538388252","0.03774534538388252","0.03774534538388252","0.7360154986381531","0.7360154986381531","0.7360154986381531"
"53","0.03755704686045647","0.03755704686045647","0.03755704686045647","0.7264979481697083","0.7264979481697083","0.7264979481697083"
"54","0.037368226796388626","0.037368226796388626","0.037368226796388626","0.7264272570610046","0.7264272570610046","0.7264272570610046"
"55","0.037180814892053604","0.037180814892053604","0.037180814892053604","0.7126478552818298","0.7126478552818298","0.7126478552818298"
"56","0.03702159598469734","0.03702159598469734","0.03702159598469734","0.7128629088401794","0.7128629088401794","0.7128629088401794"
"57","0.036880865693092346","0.036880865693092346","0.036880865693092346","0.6997343897819519","0.6997343897819519","0.6997343897819519"
"58","0.03671140596270561","0.03671140596270561","0.03671140596270561","0.6961594820022583","0.6961594820022583","0.6961594820022583"
"59","0.036592818796634674","0.036592818796634674","0.036592818796634674","0.6876347661018372","0.6876347661018372","0.6876347661018372"
"60","0.03643615543842316","0.03643615543842316","0.03643615543842316","0.6811057925224304","0.6811057925224304","0.6811057925224304"
"61","0.03628585487604141","0.03628585487604141","0.03628585487604141","0.6739768981933594","0.6739768981933594","0.6739768981933594"
"62","0.03613113984465599","0.03613113984465599","0.03613113984465599","0.6694390177726746","0.6694390177726746","0.6694390177726746"
"63","0.03597971424460411","0.03597971424460411","0.03597971424460411","0.6719037294387817","0.6719037294387817","0.6719037294387817"
"64","0.03587506711483002","0.03587506711483002","0.03587506711483002","0.6646180748939514","0.6646180748939514","0.6646180748939514"
"65","0.03571321815252304","0.03571321815252304","0.03571321815252304","0.6040002107620239","0.6040002107620239","0.6040002107620239"
"66","0.03558659926056862","0.03558659926056862","0.03558659926056862","0.6059332489967346","0.6059332489967346","0.6059332489967346"
"67","0.035483382642269135","0.035483382642269135","0.035483382642269135","0.6050879955291748","0.6050879955291748","0.6050879955291748"
"68","0.035374559462070465","0.035374559462070465","0.035374559462070465","0.5962483882904053","0.5962483882904053","0.5962483882904053"
"69","0.03524954617023468","0.03524954617023468","0.03524954617023468","0.5940172672271729","0.5940172672271729","0.5940172672271729"
"70","0.03513914719223976","0.03513914719223976","0.03513914719223976","0.5903968214988708","0.5903968214988708","0.5903968214988708"
"71","0.03497595340013504","0.03497595340013504","0.03497595340013504","0.5876299142837524","0.5876299142837524","0.5876299142837524"
"72","0.03482984006404877","0.03482984006404877","0.03482984006404877","0.5747532844543457","0.5747532844543457","0.5747532844543457"
"73","0.0346732996404171","0.0346732996404171","0.0346732996404171","0.5792308449745178","0.5792308449745178","0.5792308449745178"
"74","0.034561917185783386","0.034561917185783386","0.034561917185783386","0.5828589200973511","0.5828589200973511","0.5828589200973511"
"75","0.03443742170929909","0.03443742170929909","0.03443742170929909","0.5753201246261597","0.5753201246261597","0.5753201246261597"
"76","0.034310486167669296","0.034310486167669296","0.034310486167669296","0.5689565539360046","0.5689565539360046","0.5689565539360046"
"77","0.03420621529221535","0.03420621529221535","0.03420621529221535","0.5645896196365356","0.5645896196365356","0.5645896196365356"
"78","0.03408600762486458","0.03408600762486458","0.03408600762486458","0.5621300339698792","0.5621300339698792","0.5621300339698792"
"79","0.03396724909543991","0.03396724909543991","0.03396724909543991","0.5633644461631775","0.5633644461631775","0.5633644461631775"
"80","0.03387819603085518","0.03387819603085518","0.03387819603085518","0.5515639185905457","0.5515639185905457","0.5515639185905457"
"81","0.03378266468644142","0.03378266468644142","0.03378266468644142","0.485951691865921","0.485951691865921","0.485951691865921"
"82","0.033672820776700974","0.033672820776700974","0.033672820776700974","0.4885859787464142","0.4885859787464142","0.4885859787464142"
"83","0.03355830907821655","0.03355830907821655","0.03355830907821655","0.4852779507637024","0.4852779507637024","0.4852779507637024"
"84","0.03346367925405502","0.03346367925405502","0.03346367925405502","0.48191186785697937","0.48191186785697937","0.48191186785697937"
"85","0.03338364511728287","0.03338364511728287","0.03338364511728287","0.48589304089546204","0.48589304089546204","0.48589304089546204"
"86","0.03326389193534851","0.03326389193534851","0.03326389193534851","0.472135066986084","0.472135066986084","0.472135066986084"
"87","0.033163513988256454","0.033163513988256454","0.033163513988256454","0.47631290555000305","0.47631290555000305","0.47631290555000305"
"88","0.033036042004823685","0.033036042004823685","0.033036042004823685","0.47535547614097595","0.47535547614097595","0.47535547614097595"
"89","0.03290112316608429","0.03290112316608429","0.03290112316608429","0.47500157356262207","0.47500157356262207","0.47500157356262207"
"90","0.03278565779328346","0.03278565779328346","0.03278565779328346","0.4656163156032562","0.4656163156032562","0.4656163156032562"
"91","0.03270791843533516","0.03270791843533516","0.03270791843533516","0.4660108983516693","0.4660108983516693","0.4660108983516693"
"92","0.03262129798531532","0.03262129798531532","0.03262129798531532","0.45807355642318726","0.45807355642318726","0.45807355642318726"
"93","0.03253409266471863","0.03253409266471863","0.03253409266471863","0.47221875190734863","0.47221875190734863","0.47221875190734863"
"94","0.03241129219532013","0.03241129219532013","0.03241129219532013","0.458003968000412","0.458003968000412","0.458003968000412"
"95","0.03234291821718216","0.03234291821718216","0.03234291821718216","0.4664747714996338","0.4664747714996338","0.4664747714996338"
"96","0.03225087374448776","0.03225087374448776","0.03225087374448776","0.45596709847450256","0.45596709847450256","0.45596709847450256"
"97","0.03216158598661423","0.03216158598661423","0.03216158598661423","0.38175562024116516","0.38175562024116516","0.38175562024116516"
"98","0.032050810754299164","0.032050810754299164","0.032050810754299164","0.3783077299594879","0.3783077299594879","0.3783077299594879"
"99","0.03193698450922966","0.03193698450922966","0.03193698450922966","0.374053031206131","0.374053031206131","0.374053031206131"
"100","0.031857769936323166","0.031857769936323166","0.031857769936323166","0.3694779574871063","0.3694779574871063","0.3694779574871063"
"101","0.00992001872509718","0.00992001872509718","0.00992001872509718","4.680157661437988","4.680157661437988","4.680157661437988"
"102","0.03169757500290871","0.03169757500290871","0.03169757500290871","2.988568067550659","2.988568067550659","2.988568067550659"
"103","0.009553358890116215","0.009553358890116215","0.009553358890116215","3.022796630859375","3.022796630859375","3.022796630859375"
"104","0.031497400254011154","0.031497400254011154","0.031497400254011154","0.376166969537735","0.376166969537735","0.376166969537735"
"105","0.009065445512533188","0.009065445512533188","0.009065445512533188","3.2064993381500244","3.2064993381500244","3.2064993381500244"
"106","0.031326182186603546","0.031326182186603546","0.031326182186603546","2.719273090362549","2.719273090362549","2.719273090362549"
"107","0.010549996048212051","0.010549996048212051","0.010549996048212051","2.6733953952789307","2.6733953952789307","2.6733953952789307"
"108","0.031187046319246292","0.031187046319246292","0.031187046319246292","0.353768527507782","0.353768527507782","0.353768527507782"
"109","0.009473007172346115","0.009473007172346115","0.009473007172346115","5.184207439422607","5.184207439422607","5.184207439422607"
"110","0.031034395098686218","0.031034395098686218","0.031034395098686218","3.164663314819336","3.164663314819336","3.164663314819336"
"111","0.010089362040162086","0.010089362040162086","0.010089362040162086","3.5388081073760986","3.5388081073760986","3.5388081073760986"
"112","0.0309122446924448","0.0309122446924448","0.0309122446924448","0.35528436303138733","0.35528436303138733","0.35528436303138733"
"113","0.009377926588058472","0.009377926588058472","0.009377926588058472","2.174706220626831","2.174706220626831","2.174706220626831"
"114","0.030772212892770767","0.030772212892770767","0.030772212892770767","3.149010181427002","3.149010181427002","3.149010181427002"
"115","0.009818917140364647","0.009818917140364647","0.009818917140364647","6.391367435455322","6.391367435455322","6.391367435455322"
"116","0.030645959079265594","0.030645959079265594","0.030645959079265594","0.29930952191352844","0.29930952191352844","0.29930952191352844"
"117","0.009898209013044834","0.009898209013044834","0.009898209013044834","6.059350490570068","6.059350490570068","6.059350490570068"
"118","0.03050023317337036","0.03050023317337036","0.03050023317337036","2.0980474948883057","2.0980474948883057","2.0980474948883057"
"119","0.009252756834030151","0.009252756834030151","0.009252756834030151","3.4040420055389404","3.4040420055389404","3.4040420055389404"
"120","0.030328482389450073","0.030328482389450073","0.030328482389450073","0.2958605885505676","0.2958605885505676","0.2958605885505676"
"121","0.00951155461370945","0.00951155461370945","0.00951155461370945","1.4543635845184326","1.4543635845184326","1.4543635845184326"
"122","0.030221980065107346","0.030221980065107346","0.030221980065107346","1.3378286361694336","1.3378286361694336","1.3378286361694336"
"123","0.010104394517838955","0.010104394517838955","0.010104394517838955","4.645951271057129","4.645951271057129","4.645951271057129"
"124","0.030094506219029427","0.030094506219029427","0.030094506219029427","0.3038099408149719","0.3038099408149719","0.3038099408149719"
"125","0.009389594197273254","0.009389594197273254","0.009389594197273254","5.534855365753174","5.534855365753174","5.534855365753174"
"126","0.029961800202727318","0.029961800202727318","0.029961800202727318","5.801859378814697","5.801859378814697","5.801859378814697"
"127","0.008031899109482765","0.008031899109482765","0.008031899109482765","1.119918704032898","1.119918704032898","1.119918704032898"
"128","0.029836080968379974","0.029836080968379974","0.029836080968379974","0.2975848913192749","0.2975848913192749","0.2975848913192749"
"129","0.009553886950016022","0.009553886950016022","0.009553886950016022","6.542991638183594","6.542991638183594","6.542991638183594"
"130","0.029731042683124542","0.029731042683124542","0.029731042683124542","4.957388401031494","4.957388401031494","4.957388401031494"
"131","0.008741641417145729","0.008741641417145729","0.008741641417145729","1.687395691871643","1.687395691871643","1.687395691871643"
"132","0.029575977474451065","0.029575977474451065","0.029575977474451065","0.2506186068058014","0.2506186068058014","0.2506186068058014"
"133","0.008218951523303986","0.008218951523303986","0.008218951523303986","6.155085563659668","6.155085563659668","6.155085563659668"
"134","0.029465578496456146","0.029465578496456146","0.029465578496456146","6.201388835906982","6.201388835906982","6.201388835906982"
"135","0.007866262458264828","0.007866262458264828","0.007866262458264828","2.106353998184204","2.106353998184204","2.106353998184204"
"136","0.029343266040086746","0.029343266040086746","0.029343266040086746","0.25462988018989563","0.25462988018989563","0.25462988018989563"
"137","0.008604861795902252","0.008604861795902252","0.008604861795902252","1.5909441709518433","1.5909441709518433","1.5909441709518433"
"138","0.029217073693871498","0.029217073693871498","0.029217073693871498","2.2507638931274414","2.2507638931274414","2.2507638931274414"
"139","0.008325386792421341","0.008325386792421341","0.008325386792421341","2.224475383758545","2.224475383758545","2.224475383758545"
"140","0.029111716896295547","0.029111716896295547","0.029111716896295547","0.2438439428806305","0.2438439428806305","0.2438439428806305"
"141","0.008739734999835491","0.008739734999835491","0.008739734999835491","1.946044921875","1.946044921875","1.946044921875"
"142","0.029001938179135323","0.029001938179135323","0.029001938179135323","2.002887487411499","2.002887487411499","2.002887487411499"
"143","0.00797736644744873","0.00797736644744873","0.00797736644744873","4.381600856781006","4.381600856781006","4.381600856781006"
"144","0.028851870447397232","0.028851870447397232","0.028851870447397232","0.24514901638031006","0.24514901638031006","0.24514901638031006"
"145","0.007966035977005959","0.007966035977005959","0.007966035977005959","3.617473840713501","3.617473840713501","3.617473840713501"
"146","0.028760064393281937","0.028760064393281937","0.028760064393281937","1.7729593515396118","1.7729593515396118","1.7729593515396118"
"147","0.007831396535038948","0.007831396535038948","0.007831396535038948","2.28688383102417","2.28688383102417","2.28688383102417"
"148","0.02865040861070156","0.02865040861070156","0.02865040861070156","0.2357160896062851","0.2357160896062851","0.2357160896062851"
"149","0.007760989014059305","0.007760989014059305","0.007760989014059305","8.48086929321289","8.48086929321289","8.48086929321289"
"150","0.02854486182332039","0.02854486182332039","0.02854486182332039","2.8906641006469727","2.8906641006469727","2.8906641006469727"
"151","0.007867725566029549","0.007867725566029549","0.007867725566029549","2.7154757976531982","2.7154757976531982","2.7154757976531982"
"152","0.028440728783607483","0.028440728783607483","0.028440728783607483","0.20223699510097504","0.20223699510097504","0.20223699510097504"
"153","0.0076166074723005295","0.0076166074723005295","0.0076166074723005295","2.914480209350586","2.914480209350586","2.914480209350586"
"154","0.02831670641899109","0.02831670641899109","0.02831670641899109","2.340057849884033","2.340057849884033","2.340057849884033"
"155","0.007867170497775078","0.007867170497775078","0.007867170497775078","6.134499549865723","6.134499549865723","6.134499549865723"
"156","0.02822873741388321","0.02822873741388321","0.02822873741388321","0.20175747573375702","0.20175747573375702","0.20175747573375702"
"157","0.008228874765336514","0.008228874765336514","0.008228874765336514","2.381035804748535","2.381035804748535","2.381035804748535"
"158","0.028133107349276543","0.028133107349276543","0.028133107349276543","2.579446315765381","2.579446315765381","2.579446315765381"
"159","0.007407199125736952","0.007407199125736952","0.007407199125736952","2.3958303928375244","2.3958303928375244","2.3958303928375244"
"160","0.027993425726890564","0.027993425726890564","0.027993425726890564","0.19576802849769592","0.19576802849769592","0.19576802849769592"
"161","0.006979786325246096","0.006979786325246096","0.006979786325246096","1.7844254970550537","1.7844254970550537","1.7844254970550537"
"162","0.027895595878362656","0.027895595878362656","0.027895595878362656","2.20346999168396","2.20346999168396","2.20346999168396"
"163","0.006995406933128834","0.006995406933128834","0.006995406933128834","4.057041645050049","4.057041645050049","4.057041645050049"
"164","0.027782093733549118","0.027782093733549118","0.027782093733549118","0.163211852312088","0.163211852312088","0.163211852312088"
"165","0.007514792960137129","0.007514792960137129","0.007514792960137129","6.121039867401123","6.121039867401123","6.121039867401123"
"166","0.027673400938510895","0.027673400938510895","0.027673400938510895","2.9248812198638916","2.9248812198638916","2.9248812198638916"
"167","0.006839809473603964","0.006839809473603964","0.006839809473603964","2.177290201187134","2.177290201187134","2.177290201187134"
"168","0.027550239115953445","0.027550239115953445","0.027550239115953445","0.1695922315120697","0.1695922315120697","0.1695922315120697"
"169","0.007761763408780098","0.007761763408780098","0.007761763408780098","2.2672038078308105","2.2672038078308105","2.2672038078308105"
"170","0.027446143329143524","0.027446143329143524","0.027446143329143524","3.3646152019500732","3.3646152019500732","3.3646152019500732"
"171","0.006733098533004522","0.006733098533004522","0.006733098533004522","2.7678730487823486","2.7678730487823486","2.7678730487823486"
"172","0.027330195531249046","0.027330195531249046","0.027330195531249046","0.15553008019924164","0.15553008019924164","0.15553008019924164"
"173","0.006741515826433897","0.006741515826433897","0.006741515826433897","5.832014560699463","5.832014560699463","5.832014560699463"
"174","0.02719188667833805","0.02719188667833805","0.02719188667833805","3.7396013736724854","3.7396013736724854","3.7396013736724854"
"175","0.006612055003643036","0.006612055003643036","0.006612055003643036","5.371964454650879","5.371964454650879","5.371964454650879"
"176","0.027057843282818794","0.027057843282818794","0.027057843282818794","0.15224024653434753","0.15224024653434753","0.15224024653434753"
"177","0.006701799109578133","0.006701799109578133","0.006701799109578133","6.485781192779541","6.485781192779541","6.485781192779541"
"178","0.026945602148771286","0.026945602148771286","0.026945602148771286","6.172583103179932","6.172583103179932","6.172583103179932"
"179","0.007485739886760712","0.007485739886760712","0.007485739886760712","5.850381851196289","5.850381851196289","5.850381851196289"
"180","0.026810873299837112","0.026810873299837112","0.026810873299837112","0.12053421884775162","0.12053421884775162","0.12053421884775162"
"181","0.006707427091896534","0.006707427091896534","0.006707427091896534","2.2913525104522705","2.2913525104522705","2.2913525104522705"
"182","0.026732778176665306","0.026732778176665306","0.026732778176665306","2.0969319343566895","2.0969319343566895","2.0969319343566895"
"183","0.006345381494611502","0.006345381494611502","0.006345381494611502","4.0881876945495605","4.0881876945495605","4.0881876945495605"
"184","0.026631787419319153","0.026631787419319153","0.026631787419319153","0.12267133593559265","0.12267133593559265","0.12267133593559265"
"185","0.008131159469485283","0.008131159469485283","0.008131159469485283","3.2952468395233154","3.2952468395233154","3.2952468395233154"
"186","0.02654828131198883","0.02654828131198883","0.02654828131198883","5.571238040924072","5.571238040924072","5.571238040924072"
"187","0.006891745608299971","0.006891745608299971","0.006891745608299971","2.761993408203125","2.761993408203125","2.761993408203125"
"188","0.026415204629302025","0.026415204629302025","0.026415204629302025","0.12621666491031647","0.12621666491031647","0.12621666491031647"
"189","0.006340622436255217","0.006340622436255217","0.006340622436255217","3.227142095565796","3.227142095565796","3.227142095565796"
"190","0.02631257474422455","0.02631257474422455","0.02631257474422455","2.845323085784912","2.845323085784912","2.845323085784912"
"191","0.0063474588096141815","0.0063474588096141815","0.0063474588096141815","10.629268646240234","10.629268646240234","10.629268646240234"
"192","0.02620326355099678","0.02620326355099678","0.02620326355099678","0.11810368299484253","0.11810368299484253","0.11810368299484253"
"193","0.0063295261934399605","0.0063295261934399605","0.0063295261934399605","2.8804142475128174","2.8804142475128174","2.8804142475128174"
"194","0.026101302355527878","0.026101302355527878","0.026101302355527878","4.81370735168457","4.81370735168457","4.81370735168457"
"195","0.006508706137537956","0.006508706137537956","0.006508706137537956","3.5852255821228027","3.5852255821228027","3.5852255821228027"
"196","0.025981411337852478","0.025981411337852478","0.025981411337852478","0.10275723785161972","0.10275723785161972","0.10275723785161972"
"197","0.007063631899654865","0.007063631899654865","0.007063631899654865","2.6187729835510254","2.6187729835510254","2.6187729835510254"
"198","0.02588321454823017","0.02588321454823017","0.02588321454823017","2.936828136444092","2.936828136444092","2.936828136444092"
"199","0.007029594853520393","0.007029594853520393","0.007029594853520393","1.8754655122756958","1.8754655122756958","1.8754655122756958"
"200","0.02581394463777542","0.02581394463777542","0.02581394463777542","0.100483238697052","0.100483238697052","0.100483238697052"
"201","0.007294435519725084","0.007294435519725084","0.007294435519725084","3.5923242568969727","3.5923242568969727","3.5923242568969727"
"202","0.02573111653327942","0.02573111653327942","0.02573111653327942","3.612963914871216","3.612963914871216","3.612963914871216"
"203","0.006712688133120537","0.006712688133120537","0.006712688133120537","3.08900785446167","3.08900785446167","3.08900785446167"
"204","0.02562597580254078","0.02562597580254078","0.02562597580254078","0.09825251251459122","0.09825251251459122","0.09825251251459122"
"205","0.006124214734882116","0.006124214734882116","0.006124214734882116","1.711104154586792","1.711104154586792","1.711104154586792"
"206","0.02552572824060917","0.02552572824060917","0.02552572824060917","1.8576462268829346","1.8576462268829346","1.8576462268829346"
"207","0.007326421793550253","0.007326421793550253","0.007326421793550253","2.4950826168060303","2.4950826168060303","2.4950826168060303"
"208","0.025412704795598984","0.025412704795598984","0.025412704795598984","0.09775171428918839","0.09775171428918839","0.09775171428918839"
"209","0.006962551269680262","0.006962551269680262","0.006962551269680262","2.7437899112701416","2.7437899112701416","2.7437899112701416"
"210","0.025333039462566376","0.025333039462566376","0.025333039462566376","2.287200689315796","2.287200689315796","2.287200689315796"
"211","0.005671499762684107","0.005671499762684107","0.005671499762684107","1.8860607147216797","1.8860607147216797","1.8860607147216797"
"212","0.025218568742275238","0.025218568742275238","0.025218568742275238","0.08901442587375641","0.08901442587375641","0.08901442587375641"
"213","0.00701200170442462","0.00701200170442462","0.00701200170442462","9.488879203796387","9.488879203796387","9.488879203796387"
"214","0.025127924978733063","0.025127924978733063","0.025127924978733063","1.7051912546157837","1.7051912546157837","1.7051912546157837"
"215","0.005917323287576437","0.005917323287576437","0.005917323287576437","1.9865272045135498","1.9865272045135498","1.9865272045135498"
"216","0.02502870000898838","0.02502870000898838","0.02502870000898838","0.09208402037620544","0.09208402037620544","0.09208402037620544"
"217","0.006933094933629036","0.006933094933629036","0.006933094933629036","5.175053119659424","5.175053119659424","5.175053119659424"
"218","0.024932850152254105","0.024932850152254105","0.024932850152254105","5.9460015296936035","5.9460015296936035","5.9460015296936035"
"219","0.006151116918772459","0.006151116918772459","0.006151116918772459","2.0004749298095703","2.0004749298095703","2.0004749298095703"
"220","0.02483801171183586","0.02483801171183586","0.02483801171183586","0.08594103902578354","0.08594103902578354","0.08594103902578354"
"221","0.005620497278869152","0.005620497278869152","0.005620497278869152","2.9734621047973633","2.9734621047973633","2.9734621047973633"
"222","0.02474788948893547","0.02474788948893547","0.02474788948893547","3.563490629196167","3.563490629196167","3.563490629196167"
"223","0.005709405057132244","0.005709405057132244","0.005709405057132244","1.9940705299377441","1.9940705299377441","1.9940705299377441"
"224","0.024641089141368866","0.024641089141368866","0.024641089141368866","0.08211339265108109","0.08211339265108109","0.08211339265108109"
"225","0.005951371043920517","0.005951371043920517","0.005951371043920517","2.703306198120117","2.703306198120117","2.703306198120117"
"226","0.024537675082683563","0.024537675082683563","0.024537675082683563","5.751605033874512","5.751605033874512","5.751605033874512"
"227","0.005638329312205315","0.005638329312205315","0.005638329312205315","2.343858242034912","2.343858242034912","2.343858242034912"
"228","0.024468272924423218","0.024468272924423218","0.024468272924423218","0.07240552455186844","0.07240552455186844","0.07240552455186844"
"229","0.005993584170937538","0.005993584170937538","0.005993584170937538","6.886268138885498","6.886268138885498","6.886268138885498"
"230","0.02433745376765728","0.02433745376765728","0.02433745376765728","3.401238203048706","3.401238203048706","3.401238203048706"
"231","0.006083901040256023","0.006083901040256023","0.006083901040256023","6.463832378387451","6.463832378387451","6.463832378387451"
"232","0.024231374263763428","0.024231374263763428","0.024231374263763428","0.06449182331562042","0.06449182331562042","0.06449182331562042"
"233","0.006058125756680965","0.006058125756680965","0.006058125756680965","1.6220428943634033","1.6220428943634033","1.6220428943634033"
"234","0.02414560131728649","0.02414560131728649","0.02414560131728649","1.8387657403945923","1.8387657403945923","1.8387657403945923"
"235","0.005640544928610325","0.005640544928610325","0.005640544928610325","4.849703788757324","4.849703788757324","4.849703788757324"
"236","0.024068359285593033","0.024068359285593033","0.024068359285593033","0.06487374752759933","0.06487374752759933","0.06487374752759933"
"237","0.006380819249898195","0.006380819249898195","0.006380819249898195","5.833926677703857","5.833926677703857","5.833926677703857"
"238","0.023970548063516617","0.023970548063516617","0.023970548063516617","7.160418510437012","7.160418510437012","7.160418510437012"
"239","0.00540479552000761","0.00540479552000761","0.00540479552000761","4.087826728820801","4.087826728820801","4.087826728820801"
"240","0.023874789476394653","0.023874789476394653","0.023874789476394653","0.06075542792677879","0.06075542792677879","0.06075542792677879"
"241","0.006055934354662895","0.006055934354662895","0.006055934354662895","2.881434440612793","2.881434440612793","2.881434440612793"
