"Step","object_B - dreamfusion/loss_sds","object_B - dreamfusion/loss_sds__MIN","object_B - dreamfusion/loss_sds__MAX"
"71","1756.56201171875","1756.56201171875","1756.56201171875"
"72","227.7406005859375","227.7406005859375","227.7406005859375"
"73","33595.3046875","33595.3046875","33595.3046875"
"74","1595.1383056640625","1595.1383056640625","1595.1383056640625"
"75","1507.420166015625","1507.420166015625","1507.420166015625"
"76","90.1190185546875","90.1190185546875","90.1190185546875"
"77","1.3384708166122437","1.3384708166122437","1.3384708166122437"
"78","6296.119140625","6296.119140625","6296.119140625"
"79","5210.92578125","5210.92578125","5210.92578125"
"80","151.80267333984375","151.80267333984375","151.80267333984375"
"81","1300.251953125","1300.251953125","1300.251953125"
"82","483.824951171875","483.824951171875","483.824951171875"
"83","5207.78515625","5207.78515625","5207.78515625"
"84","6206.6162109375","6206.6162109375","6206.6162109375"
"85","2349.7177734375","2349.7177734375","2349.7177734375"
"86","2025.99853515625","2025.99853515625","2025.99853515625"
"87","1286.61669921875","1286.61669921875","1286.61669921875"
"88","10.884275436401367","10.884275436401367","10.884275436401367"
"89","5799.11181640625","5799.11181640625","5799.11181640625"
"90","1894.2625732421875","1894.2625732421875","1894.2625732421875"
"91","4593.50537109375","4593.50537109375","4593.50537109375"
"92","6434.583984375","6434.583984375","6434.583984375"
"93","36.591522216796875","36.591522216796875","36.591522216796875"
"94","25.595678329467773","25.595678329467773","25.595678329467773"
"95","9482.73828125","9482.73828125","9482.73828125"
"96","3199.574462890625","3199.574462890625","3199.574462890625"
"97","103.77468872070312","103.77468872070312","103.77468872070312"
"98","15810.21875","15810.21875","15810.21875"
"99","449.7586669921875","449.7586669921875","449.7586669921875"
"100","4444.25390625","4444.25390625","4444.25390625"
"101","2054.07666015625","2054.07666015625","2054.07666015625"
"102","7479.470703125","7479.470703125","7479.470703125"
"103","9441.921875","9441.921875","9441.921875"
"104","3.5150327682495117","3.5150327682495117","3.5150327682495117"
"105","5260.97216796875","5260.97216796875","5260.97216796875"
"106","1006.2469482421875","1006.2469482421875","1006.2469482421875"
"107","209.00445556640625","209.00445556640625","209.00445556640625"
"108","815.28662109375","815.28662109375","815.28662109375"
"109","2459.08544921875","2459.08544921875","2459.08544921875"
"110","383.3919372558594","383.3919372558594","383.3919372558594"
"111","60.23271179199219","60.23271179199219","60.23271179199219"
"112","1189.8509521484375","1189.8509521484375","1189.8509521484375"
"113","24671.46875","24671.46875","24671.46875"
"114","1854.7041015625","1854.7041015625","1854.7041015625"
"115","11.131549835205078","11.131549835205078","11.131549835205078"
"116","869.6550903320312","869.6550903320312","869.6550903320312"
"117","4242.9677734375","4242.9677734375","4242.9677734375"
"118","3114.195068359375","3114.195068359375","3114.195068359375"
"119","5569.169921875","5569.169921875","5569.169921875"
"120","94.74811553955078","94.74811553955078","94.74811553955078"
"121","74.68016052246094","74.68016052246094","74.68016052246094"
"122","92.35514831542969","92.35514831542969","92.35514831542969"
"123","2332.87548828125","2332.87548828125","2332.87548828125"
"124","13.026756286621094","13.026756286621094","13.026756286621094"
"125","1689.592529296875","1689.592529296875","1689.592529296875"
"126","14918.462890625","14918.462890625","14918.462890625"
"127","7.527910232543945","7.527910232543945","7.527910232543945"
"128","83.07099914550781","83.07099914550781","83.07099914550781"
"129","74.37728881835938","74.37728881835938","74.37728881835938"
"130","268.6227111816406","268.6227111816406","268.6227111816406"
"131","1235.3944091796875","1235.3944091796875","1235.3944091796875"
"132","609.1219482421875","609.1219482421875","609.1219482421875"
"133","7699.18603515625","7699.18603515625","7699.18603515625"
"134","8.065986633300781","8.065986633300781","8.065986633300781"
"135","461.9583740234375","461.9583740234375","461.9583740234375"
"136","298.7191467285156","298.7191467285156","298.7191467285156"
"137","307.56158447265625","307.56158447265625","307.56158447265625"
"138","896.5553588867188","896.5553588867188","896.5553588867188"
"139","47.363616943359375","47.363616943359375","47.363616943359375"
"140","27.732452392578125","27.732452392578125","27.732452392578125"
"141","428.87310791015625","428.87310791015625","428.87310791015625"
"142","2503.23681640625","2503.23681640625","2503.23681640625"
"143","2050.615234375","2050.615234375","2050.615234375"
"144","7453.564453125","7453.564453125","7453.564453125"
"145","1420.1339111328125","1420.1339111328125","1420.1339111328125"
"146","833.56494140625","833.56494140625","833.56494140625"
"147","707.0359497070312","707.0359497070312","707.0359497070312"
"148","145.80198669433594","145.80198669433594","145.80198669433594"
"149","2577.986083984375","2577.986083984375","2577.986083984375"
"150","1893.727783203125","1893.727783203125","1893.727783203125"
"151","8385.359375","8385.359375","8385.359375"
"152","60.34867858886719","60.34867858886719","60.34867858886719"
"153","3721.05419921875","3721.05419921875","3721.05419921875"
"154","4813.2900390625","4813.2900390625","4813.2900390625"
"155","1071.5517578125","1071.5517578125","1071.5517578125"
"156","3259.327392578125","3259.327392578125","3259.327392578125"
"157","2559.47900390625","2559.47900390625","2559.47900390625"
"158","1181.263671875","1181.263671875","1181.263671875"
"159","3252.07275390625","3252.07275390625","3252.07275390625"
"160","465.0751953125","465.0751953125","465.0751953125"
"161","3.027055263519287","3.027055263519287","3.027055263519287"
"162","5731.705078125","5731.705078125","5731.705078125"
"163","1653.683349609375","1653.683349609375","1653.683349609375"
"164","2690.681884765625","2690.681884765625","2690.681884765625"
"165","29030.609375","29030.609375","29030.609375"
"166","51.33211898803711","51.33211898803711","51.33211898803711"
"167","101.35550689697266","101.35550689697266","101.35550689697266"
"168","2722.07568359375","2722.07568359375","2722.07568359375"
"169","1.1075756549835205","1.1075756549835205","1.1075756549835205"
"170","3050.41357421875","3050.41357421875","3050.41357421875"
"171","1084.75830078125","1084.75830078125","1084.75830078125"
"172","26051.05859375","26051.05859375","26051.05859375"
"173","121.52978515625","121.52978515625","121.52978515625"
"174","1042.26806640625","1042.26806640625","1042.26806640625"
"175","1376.594970703125","1376.594970703125","1376.594970703125"
"176","0.7051592469215393","0.7051592469215393","0.7051592469215393"
"177","3106.913330078125","3106.913330078125","3106.913330078125"
"178","2034.8692626953125","2034.8692626953125","2034.8692626953125"
"179","684.1898193359375","684.1898193359375","684.1898193359375"
"180","1221.1787109375","1221.1787109375","1221.1787109375"
"181","659.318359375","659.318359375","659.318359375"
"182","11.480280876159668","11.480280876159668","11.480280876159668"
"183","2978.576171875","2978.576171875","2978.576171875"
"184","11663.5087890625","11663.5087890625","11663.5087890625"
"185","22.446182250976562","22.446182250976562","22.446182250976562"
"186","1130.222900390625","1130.222900390625","1130.222900390625"
"187","209.9441680908203","209.9441680908203","209.9441680908203"
"188","8.108570098876953","8.108570098876953","8.108570098876953"
"189","1171.442626953125","1171.442626953125","1171.442626953125"
"190","2.678196430206299","2.678196430206299","2.678196430206299"
"191","3.1566097736358643","3.1566097736358643","3.1566097736358643"
"192","322.7259521484375","322.7259521484375","322.7259521484375"
"193","2837.41455078125","2837.41455078125","2837.41455078125"
"194","3482.462890625","3482.462890625","3482.462890625"
"195","595.1106567382812","595.1106567382812","595.1106567382812"
"196","561.958984375","561.958984375","561.958984375"
"197","3390.17138671875","3390.17138671875","3390.17138671875"
"198","4742.70947265625","4742.70947265625","4742.70947265625"
"199","4534.578125","4534.578125","4534.578125"
"200","4836.3388671875","4836.3388671875","4836.3388671875"
"201","8458.673828125","8458.673828125","8458.673828125"
"202","907.92529296875","907.92529296875","907.92529296875"
"203","3528.832275390625","3528.832275390625","3528.832275390625"
"204","14983.4765625","14983.4765625","14983.4765625"
"205","8702.193359375","8702.193359375","8702.193359375"
"206","2251.808349609375","2251.808349609375","2251.808349609375"
"207","493.5054626464844","493.5054626464844","493.5054626464844"
"208","8653.3310546875","8653.3310546875","8653.3310546875"
"209","440.85821533203125","440.85821533203125","440.85821533203125"
"210","3129.045654296875","3129.045654296875","3129.045654296875"
"211","2443.747314453125","2443.747314453125","2443.747314453125"
"212","1781.13916015625","1781.13916015625","1781.13916015625"
"213","4.07783317565918","4.07783317565918","4.07783317565918"
"214","243.9396514892578","243.9396514892578","243.9396514892578"
"215","1276.775634765625","1276.775634765625","1276.775634765625"
"216","2699.100341796875","2699.100341796875","2699.100341796875"
"217","1017.9488525390625","1017.9488525390625","1017.9488525390625"
"218","1799.911376953125","1799.911376953125","1799.911376953125"
"219","87.52403259277344","87.52403259277344","87.52403259277344"
"220","8710.3154296875","8710.3154296875","8710.3154296875"
"221","7.164583206176758","7.164583206176758","7.164583206176758"
"222","7895.42578125","7895.42578125","7895.42578125"
"223","1371.05029296875","1371.05029296875","1371.05029296875"
"224","4216.8330078125","4216.8330078125","4216.8330078125"
"225","500.4659423828125","500.4659423828125","500.4659423828125"
"226","137.37782287597656","137.37782287597656","137.37782287597656"
"227","524.95556640625","524.95556640625","524.95556640625"
"228","149.595458984375","149.595458984375","149.595458984375"
"229","11119.21484375","11119.21484375","11119.21484375"
"230","2029.98193359375","2029.98193359375","2029.98193359375"
"231","1709.4686279296875","1709.4686279296875","1709.4686279296875"
"232","2325.2353515625","2325.2353515625","2325.2353515625"
"233","298.1973876953125","298.1973876953125","298.1973876953125"
"234","313.37103271484375","313.37103271484375","313.37103271484375"
"235","5599.9892578125","5599.9892578125","5599.9892578125"
"236","2121.086669921875","2121.086669921875","2121.086669921875"
"237","779.2047119140625","779.2047119140625","779.2047119140625"
"238","114.33021545410156","114.33021545410156","114.33021545410156"
"239","2000.502197265625","2000.502197265625","2000.502197265625"
"240","3.3763513565063477","3.3763513565063477","3.3763513565063477"
"241","3235.308837890625","3235.308837890625","3235.308837890625"
"242","13.57234001159668","13.57234001159668","13.57234001159668"
"243","3.4246268272399902","3.4246268272399902","3.4246268272399902"
"244","1480.9681396484375","1480.9681396484375","1480.9681396484375"
"245","1358.254150390625","1358.254150390625","1358.254150390625"
"246","782.6324462890625","782.6324462890625","782.6324462890625"
"247","878.0089721679688","878.0089721679688","878.0089721679688"
"248","10295.7783203125","10295.7783203125","10295.7783203125"
"249","18382.068359375","18382.068359375","18382.068359375"
"250","35.67646789550781","35.67646789550781","35.67646789550781"
"251","312.4479064941406","312.4479064941406","312.4479064941406"
"252","673.8326416015625","673.8326416015625","673.8326416015625"
"253","3484.1552734375","3484.1552734375","3484.1552734375"
"254","270.10968017578125","270.10968017578125","270.10968017578125"
"255","13299.7109375","13299.7109375","13299.7109375"
"256","2140.30029296875","2140.30029296875","2140.30029296875"
"257","864.3614501953125","864.3614501953125","864.3614501953125"
"258","2311.2646484375","2311.2646484375","2311.2646484375"
"259","685.26953125","685.26953125","685.26953125"
"260","329.0168762207031","329.0168762207031","329.0168762207031"
"261","2004.5517578125","2004.5517578125","2004.5517578125"
"262","3254.5205078125","3254.5205078125","3254.5205078125"
"263","1266.876953125","1266.876953125","1266.876953125"
"264","10460.7265625","10460.7265625","10460.7265625"
"265","2206.48486328125","2206.48486328125","2206.48486328125"
"266","6.37301778793335","6.37301778793335","6.37301778793335"
"267","2221.3232421875","2221.3232421875","2221.3232421875"
"268","4546.037109375","4546.037109375","4546.037109375"
"269","2896.296630859375","2896.296630859375","2896.296630859375"
"270","108.0184326171875","108.0184326171875","108.0184326171875"
"271","1990.9564208984375","1990.9564208984375","1990.9564208984375"
"272","1368.799072265625","1368.799072265625","1368.799072265625"
"273","2830.6318359375","2830.6318359375","2830.6318359375"
"274","706.6563720703125","706.6563720703125","706.6563720703125"
"275","813.8582153320312","813.8582153320312","813.8582153320312"
"276","2214.6630859375","2214.6630859375","2214.6630859375"
"277","1985.870849609375","1985.870849609375","1985.870849609375"
"278","5643.25390625","5643.25390625","5643.25390625"
"279","610.2127685546875","610.2127685546875","610.2127685546875"
"280","27.561595916748047","27.561595916748047","27.561595916748047"
"281","436.11187744140625","436.11187744140625","436.11187744140625"
"282","414.3319091796875","414.3319091796875","414.3319091796875"
"283","1986.99951171875","1986.99951171875","1986.99951171875"
"284","661.1348876953125","661.1348876953125","661.1348876953125"
"285","16.917587280273438","16.917587280273438","16.917587280273438"
"286","1217.3594970703125","1217.3594970703125","1217.3594970703125"
"287","5546.9951171875","5546.9951171875","5546.9951171875"
"288","2436.59765625","2436.59765625","2436.59765625"
"289","3115.19873046875","3115.19873046875","3115.19873046875"
"290","592.1065673828125","592.1065673828125","592.1065673828125"
"291","242.29151916503906","242.29151916503906","242.29151916503906"
"292","4508.98095703125","4508.98095703125","4508.98095703125"
"293","15017.4033203125","15017.4033203125","15017.4033203125"
"294","364.73992919921875","364.73992919921875","364.73992919921875"
"295","3783.228271484375","3783.228271484375","3783.228271484375"
"296","6613.85009765625","6613.85009765625","6613.85009765625"
"297","3927.9814453125","3927.9814453125","3927.9814453125"
"298","239.32339477539062","239.32339477539062","239.32339477539062"
"299","11436.9873046875","11436.9873046875","11436.9873046875"
"300","2363.43115234375","2363.43115234375","2363.43115234375"
"301","70.37185668945312","70.37185668945312","70.37185668945312"
"302","2309.124267578125","2309.124267578125","2309.124267578125"
"303","3949.735595703125","3949.735595703125","3949.735595703125"
"304","1223.13916015625","1223.13916015625","1223.13916015625"
"305","7065.3828125","7065.3828125","7065.3828125"
"306","1124.65087890625","1124.65087890625","1124.65087890625"
"307","36.409603118896484","36.409603118896484","36.409603118896484"
"308","1048.02392578125","1048.02392578125","1048.02392578125"
"309","4700.4208984375","4700.4208984375","4700.4208984375"
"310","237.07611083984375","237.07611083984375","237.07611083984375"
"311","2053.424560546875","2053.424560546875","2053.424560546875"
"312","1239.805908203125","1239.805908203125","1239.805908203125"
"313","3494.49755859375","3494.49755859375","3494.49755859375"
"314","1.623102068901062","1.623102068901062","1.623102068901062"
"315","22.393413543701172","22.393413543701172","22.393413543701172"
"316","300.0191955566406","300.0191955566406","300.0191955566406"
"317","5805.65625","5805.65625","5805.65625"
"318","2407.30029296875","2407.30029296875","2407.30029296875"
"319","2062.9072265625","2062.9072265625","2062.9072265625"
"320","182.60842895507812","182.60842895507812","182.60842895507812"
"321","13.485944747924805","13.485944747924805","13.485944747924805"
"322","3242.912841796875","3242.912841796875","3242.912841796875"
"323","282.3070983886719","282.3070983886719","282.3070983886719"
"324","8170.587890625","8170.587890625","8170.587890625"
"325","19147.68359375","19147.68359375","19147.68359375"
"326","77.44877624511719","77.44877624511719","77.44877624511719"
"327","221.40872192382812","221.40872192382812","221.40872192382812"
"328","6511.87255859375","6511.87255859375","6511.87255859375"
"329","36.00297546386719","36.00297546386719","36.00297546386719"
"330","1469.7890625","1469.7890625","1469.7890625"
"331","4822.0224609375","4822.0224609375","4822.0224609375"
"332","41.765262603759766","41.765262603759766","41.765262603759766"
"333","2446.8447265625","2446.8447265625","2446.8447265625"
"334","1849.6224365234375","1849.6224365234375","1849.6224365234375"
"335","9759.30859375","9759.30859375","9759.30859375"
"336","3590.77490234375","3590.77490234375","3590.77490234375"
"337","145.3773193359375","145.3773193359375","145.3773193359375"
"338","3604.50048828125","3604.50048828125","3604.50048828125"
"339","1570.9036865234375","1570.9036865234375","1570.9036865234375"
"340","18133.65234375","18133.65234375","18133.65234375"
"341","3869.107421875","3869.107421875","3869.107421875"
"342","4596.484375","4596.484375","4596.484375"
"343","22.990131378173828","22.990131378173828","22.990131378173828"
"344","86.17152404785156","86.17152404785156","86.17152404785156"
"345","1891.711181640625","1891.711181640625","1891.711181640625"
"346","1380.2718505859375","1380.2718505859375","1380.2718505859375"
"347","7944.57275390625","7944.57275390625","7944.57275390625"
"348","4859.5615234375","4859.5615234375","4859.5615234375"
"349","99.29035949707031","99.29035949707031","99.29035949707031"
"350","4738.646484375","4738.646484375","4738.646484375"
"351","438.738525390625","438.738525390625","438.738525390625"
"352","2438.1875","2438.1875","2438.1875"
"353","431.04571533203125","431.04571533203125","431.04571533203125"
"354","9217.02734375","9217.02734375","9217.02734375"
"355","292.7167663574219","292.7167663574219","292.7167663574219"
"356","2845.908203125","2845.908203125","2845.908203125"
"357","7155.9033203125","7155.9033203125","7155.9033203125"
"358","305.52899169921875","305.52899169921875","305.52899169921875"
"359","3.9244208335876465","3.9244208335876465","3.9244208335876465"
"360","5029.10546875","5029.10546875","5029.10546875"
"361","1269.6181640625","1269.6181640625","1269.6181640625"
"362","7238.892578125","7238.892578125","7238.892578125"
"363","14941.3115234375","14941.3115234375","14941.3115234375"
"364","6047.16943359375","6047.16943359375","6047.16943359375"
"365","96.08375549316406","96.08375549316406","96.08375549316406"
"366","829.268798828125","829.268798828125","829.268798828125"
"367","497.8099365234375","497.8099365234375","497.8099365234375"
"368","220.93771362304688","220.93771362304688","220.93771362304688"
"369","6805.826171875","6805.826171875","6805.826171875"
"370","1444.727783203125","1444.727783203125","1444.727783203125"
"371","240.8292694091797","240.8292694091797","240.8292694091797"
"372","1245.3642578125","1245.3642578125","1245.3642578125"
"373","100.72157287597656","100.72157287597656","100.72157287597656"
"374","3986.81201171875","3986.81201171875","3986.81201171875"
"375","4304.896484375","4304.896484375","4304.896484375"
"376","5575.9794921875","5575.9794921875","5575.9794921875"
"377","820.88427734375","820.88427734375","820.88427734375"
"378","2541.738525390625","2541.738525390625","2541.738525390625"
"379","473.55389404296875","473.55389404296875","473.55389404296875"
"380","666.8130493164062","666.8130493164062","666.8130493164062"
"381","10171.61328125","10171.61328125","10171.61328125"
"382","5063.498046875","5063.498046875","5063.498046875"
"383","9.69808292388916","9.69808292388916","9.69808292388916"
"384","1112.166259765625","1112.166259765625","1112.166259765625"
"385","3978.6728515625","3978.6728515625","3978.6728515625"
"386","4571.2607421875","4571.2607421875","4571.2607421875"
"387","588.5473022460938","588.5473022460938","588.5473022460938"
"388","2765.98193359375","2765.98193359375","2765.98193359375"
"389","6890.009765625","6890.009765625","6890.009765625"
"390","373.3276672363281","373.3276672363281","373.3276672363281"
"391","193.51950073242188","193.51950073242188","193.51950073242188"
"392","1690.421875","1690.421875","1690.421875"
"393","4964.3837890625","4964.3837890625","4964.3837890625"
"394","2413.154296875","2413.154296875","2413.154296875"
"395","6625.08984375","6625.08984375","6625.08984375"
"396","13022.115234375","13022.115234375","13022.115234375"
"397","3563.56640625","3563.56640625","3563.56640625"
"398","2728.63037109375","2728.63037109375","2728.63037109375"
"399","105.01077270507812","105.01077270507812","105.01077270507812"
"400","188.67889404296875","188.67889404296875","188.67889404296875"
"401","3782.287109375","3782.287109375","3782.287109375"
"402","3206.655517578125","3206.655517578125","3206.655517578125"
"403","47.10803985595703","47.10803985595703","47.10803985595703"
"404","4.281525611877441","4.281525611877441","4.281525611877441"
"405","649.2346801757812","649.2346801757812","649.2346801757812"
"406","5994.14306640625","5994.14306640625","5994.14306640625"
"407","5636.59375","5636.59375","5636.59375"
"408","5769.0830078125","5769.0830078125","5769.0830078125"
"409","227.4801025390625","227.4801025390625","227.4801025390625"
"410","233.58041381835938","233.58041381835938","233.58041381835938"
"411","8643.7578125","8643.7578125","8643.7578125"
"412","23.521690368652344","23.521690368652344","23.521690368652344"
"413","4190.90478515625","4190.90478515625","4190.90478515625"
"414","9407.337890625","9407.337890625","9407.337890625"
"415","189.68667602539062","189.68667602539062","189.68667602539062"
"416","3586.4912109375","3586.4912109375","3586.4912109375"
"417","24.926023483276367","24.926023483276367","24.926023483276367"
"418","10743.7333984375","10743.7333984375","10743.7333984375"
"419","14.018024444580078","14.018024444580078","14.018024444580078"
"420","315.4968566894531","315.4968566894531","315.4968566894531"
"421","6703.9912109375","6703.9912109375","6703.9912109375"
"422","2252.28857421875","2252.28857421875","2252.28857421875"
"423","14162.5771484375","14162.5771484375","14162.5771484375"
"424","13100.630859375","13100.630859375","13100.630859375"
"425","3762.51953125","3762.51953125","3762.51953125"
"426","3046.124755859375","3046.124755859375","3046.124755859375"
"427","125.20289611816406","125.20289611816406","125.20289611816406"
"428","8273.154296875","8273.154296875","8273.154296875"
"429","3412.876953125","3412.876953125","3412.876953125"
"430","67.22653198242188","67.22653198242188","67.22653198242188"
"431","4664.19384765625","4664.19384765625","4664.19384765625"
"432","17.235666275024414","17.235666275024414","17.235666275024414"
"433","954.2914428710938","954.2914428710938","954.2914428710938"
"434","4757.3134765625","4757.3134765625","4757.3134765625"
"435","8622.7919921875","8622.7919921875","8622.7919921875"
"436","6362.76220703125","6362.76220703125","6362.76220703125"
"437","1168.020751953125","1168.020751953125","1168.020751953125"
"438","1541.3050537109375","1541.3050537109375","1541.3050537109375"
"439","1317.749755859375","1317.749755859375","1317.749755859375"
"440","973.31396484375","973.31396484375","973.31396484375"
"441","7043.6181640625","7043.6181640625","7043.6181640625"
"442","6948.43115234375","6948.43115234375","6948.43115234375"
"443","6338.39111328125","6338.39111328125","6338.39111328125"
"444","9864.89453125","9864.89453125","9864.89453125"
"445","173.00979614257812","173.00979614257812","173.00979614257812"
"446","153.73367309570312","153.73367309570312","153.73367309570312"
"447","1503.80859375","1503.80859375","1503.80859375"
"448","14535.5087890625","14535.5087890625","14535.5087890625"
"449","2285.74462890625","2285.74462890625","2285.74462890625"
"450","1194.577392578125","1194.577392578125","1194.577392578125"
"451","2240.03564453125","2240.03564453125","2240.03564453125"
"452","5677.29296875","5677.29296875","5677.29296875"
"453","3662.94921875","3662.94921875","3662.94921875"
"454","5952.3046875","5952.3046875","5952.3046875"
"455","12.437143325805664","12.437143325805664","12.437143325805664"
"456","4575.3017578125","4575.3017578125","4575.3017578125"
"457","2071.3662109375","2071.3662109375","2071.3662109375"
"458","283.39007568359375","283.39007568359375","283.39007568359375"
"459","496.48553466796875","496.48553466796875","496.48553466796875"
"460","436.643310546875","436.643310546875","436.643310546875"
"461","2038.485595703125","2038.485595703125","2038.485595703125"
"462","2023.97607421875","2023.97607421875","2023.97607421875"
"463","8237.09375","8237.09375","8237.09375"
"464","18244.9375","18244.9375","18244.9375"
"465","441.585693359375","441.585693359375","441.585693359375"
"466","121.07974243164062","121.07974243164062","121.07974243164062"
"467","1012.6761474609375","1012.6761474609375","1012.6761474609375"
"468","2518.36865234375","2518.36865234375","2518.36865234375"
"469","93.7075424194336","93.7075424194336","93.7075424194336"
"470","3605.4814453125","3605.4814453125","3605.4814453125"
"471","372.324951171875","372.324951171875","372.324951171875"
"472","54.286476135253906","54.286476135253906","54.286476135253906"
"473","11878.6376953125","11878.6376953125","11878.6376953125"
"474","21.20549964904785","21.20549964904785","21.20549964904785"
"475","1612.443115234375","1612.443115234375","1612.443115234375"
"476","5182.1787109375","5182.1787109375","5182.1787109375"
"477","3388.41455078125","3388.41455078125","3388.41455078125"
"478","1034.7137451171875","1034.7137451171875","1034.7137451171875"
"479","13.423730850219727","13.423730850219727","13.423730850219727"
"480","2997.960205078125","2997.960205078125","2997.960205078125"
"481","1896.41943359375","1896.41943359375","1896.41943359375"
"482","7354.32421875","7354.32421875","7354.32421875"
"483","386.5623779296875","386.5623779296875","386.5623779296875"
"484","16136.69921875","16136.69921875","16136.69921875"
"485","561.0558471679688","561.0558471679688","561.0558471679688"
"486","119.44339752197266","119.44339752197266","119.44339752197266"
"487","11418.068359375","11418.068359375","11418.068359375"
"488","1977.5242919921875","1977.5242919921875","1977.5242919921875"
"489","4325.9658203125","4325.9658203125","4325.9658203125"
"490","21.523427963256836","21.523427963256836","21.523427963256836"
"491","9622.5234375","9622.5234375","9622.5234375"
"492","1303.9814453125","1303.9814453125","1303.9814453125"
"493","12491.515625","12491.515625","12491.515625"
"494","21641.470703125","21641.470703125","21641.470703125"
"495","2279.7861328125","2279.7861328125","2279.7861328125"
"496","5992.09375","5992.09375","5992.09375"
"497","490.67108154296875","490.67108154296875","490.67108154296875"
"498","6253.2900390625","6253.2900390625","6253.2900390625"
"499","2770.8876953125","2770.8876953125","2770.8876953125"
"500","175.69839477539062","175.69839477539062","175.69839477539062"
"501","1472.6619873046875","1472.6619873046875","1472.6619873046875"
"502","2285.89892578125","2285.89892578125","2285.89892578125"
"503","3376.84765625","3376.84765625","3376.84765625"
"504","145.36480712890625","145.36480712890625","145.36480712890625"
"505","3312.90380859375","3312.90380859375","3312.90380859375"
