"Step","object_B - dreamfusion/loss_sparsity","object_B - dreamfusion/loss_sparsity__MIN","object_B - dreamfusion/loss_sparsity__MAX"
"154","0.2322862148284912","0.2322862148284912","0.2322862148284912"
"155","0.33527106046676636","0.33527106046676636","0.33527106046676636"
"156","0.2357596755027771","0.2357596755027771","0.2357596755027771"
"157","0.2494901418685913","0.2494901418685913","0.2494901418685913"
"158","0.30971789360046387","0.30971789360046387","0.30971789360046387"
"159","0.3270001709461212","0.3270001709461212","0.3270001709461212"
"160","0.22944146394729614","0.22944146394729614","0.22944146394729614"
"161","0.2869074046611786","0.2869074046611786","0.2869074046611786"
"162","0.20217007398605347","0.20217007398605347","0.20217007398605347"
"163","0.3285638689994812","0.3285638689994812","0.3285638689994812"
"164","0.37037792801856995","0.37037792801856995","0.37037792801856995"
"165","0.17143650352954865","0.17143650352954865","0.17143650352954865"
"166","0.2954615652561188","0.2954615652561188","0.2954615652561188"
"167","0.25196385383605957","0.25196385383605957","0.25196385383605957"
"168","0.26327693462371826","0.26327693462371826","0.26327693462371826"
"169","0.40286868810653687","0.40286868810653687","0.40286868810653687"
"170","0.1919894963502884","0.1919894963502884","0.1919894963502884"
"171","0.21580404043197632","0.21580404043197632","0.21580404043197632"
"172","0.4139822721481323","0.4139822721481323","0.4139822721481323"
"173","0.17796120047569275","0.17796120047569275","0.17796120047569275"
"174","0.177056685090065","0.177056685090065","0.177056685090065"
"175","0.4432021379470825","0.4432021379470825","0.4432021379470825"
"176","0.18209853768348694","0.18209853768348694","0.18209853768348694"
"177","0.22777687013149261","0.22777687013149261","0.22777687013149261"
"178","0.44223058223724365","0.44223058223724365","0.44223058223724365"
"179","0.24348828196525574","0.24348828196525574","0.24348828196525574"
"180","0.2545628249645233","0.2545628249645233","0.2545628249645233"
"181","0.28015825152397156","0.28015825152397156","0.28015825152397156"
"182","0.27256470918655396","0.27256470918655396","0.27256470918655396"
"183","0.21847321093082428","0.21847321093082428","0.21847321093082428"
"184","0.31122565269470215","0.31122565269470215","0.31122565269470215"
"185","0.3785957098007202","0.3785957098007202","0.3785957098007202"
"186","0.29999011754989624","0.29999011754989624","0.29999011754989624"
"187","0.24061869084835052","0.24061869084835052","0.24061869084835052"
"188","0.23823022842407227","0.23823022842407227","0.23823022842407227"
"189","0.1856144368648529","0.1856144368648529","0.1856144368648529"
"190","0.3270425498485565","0.3270425498485565","0.3270425498485565"
"191","0.2931655943393707","0.2931655943393707","0.2931655943393707"
"192","0.2550405263900757","0.2550405263900757","0.2550405263900757"
"193","0.31035175919532776","0.31035175919532776","0.31035175919532776"
"194","0.20197492837905884","0.20197492837905884","0.20197492837905884"
"195","0.27300870418548584","0.27300870418548584","0.27300870418548584"
"196","0.16893422603607178","0.16893422603607178","0.16893422603607178"
"197","0.3275102376937866","0.3275102376937866","0.3275102376937866"
"198","0.24121969938278198","0.24121969938278198","0.24121969938278198"
"199","0.2795808017253876","0.2795808017253876","0.2795808017253876"
"200","0.2560572028160095","0.2560572028160095","0.2560572028160095"
"201","0.2922772169113159","0.2922772169113159","0.2922772169113159"
"202","0.2656134366989136","0.2656134366989136","0.2656134366989136"
"203","0.18341048061847687","0.18341048061847687","0.18341048061847687"
"204","0.29943495988845825","0.29943495988845825","0.29943495988845825"
"205","0.19342121481895447","0.19342121481895447","0.19342121481895447"
"206","0.3058440685272217","0.3058440685272217","0.3058440685272217"
"207","0.4127539396286011","0.4127539396286011","0.4127539396286011"
"208","0.3175208568572998","0.3175208568572998","0.3175208568572998"
"209","0.22577065229415894","0.22577065229415894","0.22577065229415894"
"210","0.1862817406654358","0.1862817406654358","0.1862817406654358"
"211","0.2983638048171997","0.2983638048171997","0.2983638048171997"
"212","0.3152838945388794","0.3152838945388794","0.3152838945388794"
"213","0.25840312242507935","0.25840312242507935","0.25840312242507935"
"214","0.3223242163658142","0.3223242163658142","0.3223242163658142"
"215","0.1715039312839508","0.1715039312839508","0.1715039312839508"
"216","0.32342222332954407","0.32342222332954407","0.32342222332954407"
"217","0.3153980076313019","0.3153980076313019","0.3153980076313019"
"218","0.27602630853652954","0.27602630853652954","0.27602630853652954"
"219","0.22853097319602966","0.22853097319602966","0.22853097319602966"
"220","0.23530781269073486","0.23530781269073486","0.23530781269073486"
"221","0.1846717894077301","0.1846717894077301","0.1846717894077301"
"222","0.3334416151046753","0.3334416151046753","0.3334416151046753"
"223","0.19363978505134583","0.19363978505134583","0.19363978505134583"
"224","0.39551717042922974","0.39551717042922974","0.39551717042922974"
"225","0.35103482007980347","0.35103482007980347","0.35103482007980347"
"226","0.2636234164237976","0.2636234164237976","0.2636234164237976"
"227","0.30793464183807373","0.30793464183807373","0.30793464183807373"
"228","0.2545475959777832","0.2545475959777832","0.2545475959777832"
"229","0.22933617234230042","0.22933617234230042","0.22933617234230042"
"230","0.3170700669288635","0.3170700669288635","0.3170700669288635"
"231","0.26435381174087524","0.26435381174087524","0.26435381174087524"
"232","0.2390202283859253","0.2390202283859253","0.2390202283859253"
"233","0.45207661390304565","0.45207661390304565","0.45207661390304565"
"234","0.2798023819923401","0.2798023819923401","0.2798023819923401"
"235","0.4015057682991028","0.4015057682991028","0.4015057682991028"
"236","0.42321544885635376","0.42321544885635376","0.42321544885635376"
"237","0.43711137771606445","0.43711137771606445","0.43711137771606445"
"238","0.2665327191352844","0.2665327191352844","0.2665327191352844"
"239","0.3597821593284607","0.3597821593284607","0.3597821593284607"
"240","0.2692950367927551","0.2692950367927551","0.2692950367927551"
"241","0.17947499454021454","0.17947499454021454","0.17947499454021454"
"242","0.29925644397735596","0.29925644397735596","0.29925644397735596"
"243","0.34413668513298035","0.34413668513298035","0.34413668513298035"
"244","0.3632778525352478","0.3632778525352478","0.3632778525352478"
"245","0.21259920299053192","0.21259920299053192","0.21259920299053192"
"246","0.2381734997034073","0.2381734997034073","0.2381734997034073"
"247","0.2252815216779709","0.2252815216779709","0.2252815216779709"
"248","0.2697884738445282","0.2697884738445282","0.2697884738445282"
"249","0.3864308297634125","0.3864308297634125","0.3864308297634125"
"250","0.32169032096862793","0.32169032096862793","0.32169032096862793"
"251","0.303536981344223","0.303536981344223","0.303536981344223"
"252","0.3815964460372925","0.3815964460372925","0.3815964460372925"
"253","0.238846555352211","0.238846555352211","0.238846555352211"
"254","0.30138522386550903","0.30138522386550903","0.30138522386550903"
"255","0.25895214080810547","0.25895214080810547","0.25895214080810547"
"256","0.3060470223426819","0.3060470223426819","0.3060470223426819"
"257","0.37826108932495117","0.37826108932495117","0.37826108932495117"
"258","0.2678433954715729","0.2678433954715729","0.2678433954715729"
"259","0.3424876630306244","0.3424876630306244","0.3424876630306244"
"260","0.3742896318435669","0.3742896318435669","0.3742896318435669"
"261","0.24311256408691406","0.24311256408691406","0.24311256408691406"
"262","0.33854198455810547","0.33854198455810547","0.33854198455810547"
"263","0.22672384977340698","0.22672384977340698","0.22672384977340698"
"264","0.18956385552883148","0.18956385552883148","0.18956385552883148"
"265","0.18533307313919067","0.18533307313919067","0.18533307313919067"
"266","0.23941701650619507","0.23941701650619507","0.23941701650619507"
"267","0.21289023756980896","0.21289023756980896","0.21289023756980896"
"268","0.3520607352256775","0.3520607352256775","0.3520607352256775"
"269","0.3542034327983856","0.3542034327983856","0.3542034327983856"
"270","0.2814198434352875","0.2814198434352875","0.2814198434352875"
"271","0.29879459738731384","0.29879459738731384","0.29879459738731384"
"272","0.19318901002407074","0.19318901002407074","0.19318901002407074"
"273","0.1825212836265564","0.1825212836265564","0.1825212836265564"
"274","0.20942503213882446","0.20942503213882446","0.20942503213882446"
"275","0.1944865882396698","0.1944865882396698","0.1944865882396698"
"276","0.38804587721824646","0.38804587721824646","0.38804587721824646"
"277","0.26026955246925354","0.26026955246925354","0.26026955246925354"
"278","0.27133652567863464","0.27133652567863464","0.27133652567863464"
"279","0.26596513390541077","0.26596513390541077","0.26596513390541077"
"280","0.2472531497478485","0.2472531497478485","0.2472531497478485"
"281","0.39726465940475464","0.39726465940475464","0.39726465940475464"
"282","0.38350728154182434","0.38350728154182434","0.38350728154182434"
"283","0.2537413537502289","0.2537413537502289","0.2537413537502289"
"284","0.2906869947910309","0.2906869947910309","0.2906869947910309"
"285","0.2776646614074707","0.2776646614074707","0.2776646614074707"
"286","0.27099329233169556","0.27099329233169556","0.27099329233169556"
"287","0.32851678133010864","0.32851678133010864","0.32851678133010864"
"288","0.26839756965637207","0.26839756965637207","0.26839756965637207"
"289","0.2254183292388916","0.2254183292388916","0.2254183292388916"
"290","0.21650302410125732","0.21650302410125732","0.21650302410125732"
"291","0.36944884061813354","0.36944884061813354","0.36944884061813354"
"292","0.23801490664482117","0.23801490664482117","0.23801490664482117"
"293","0.3145635724067688","0.3145635724067688","0.3145635724067688"
"294","0.25713232159614563","0.25713232159614563","0.25713232159614563"
"295","0.18749892711639404","0.18749892711639404","0.18749892711639404"
"296","0.2913244366645813","0.2913244366645813","0.2913244366645813"
"297","0.23363253474235535","0.23363253474235535","0.23363253474235535"
"298","0.2726179361343384","0.2726179361343384","0.2726179361343384"
"299","0.21237778663635254","0.21237778663635254","0.21237778663635254"
"300","0.35120001435279846","0.35120001435279846","0.35120001435279846"
"301","0.2656749486923218","0.2656749486923218","0.2656749486923218"
"302","0.2720310091972351","0.2720310091972351","0.2720310091972351"
"303","0.33605778217315674","0.33605778217315674","0.33605778217315674"
"304","0.1764029562473297","0.1764029562473297","0.1764029562473297"
"305","0.23722583055496216","0.23722583055496216","0.23722583055496216"
"306","0.2731308937072754","0.2731308937072754","0.2731308937072754"
"307","0.22529830038547516","0.22529830038547516","0.22529830038547516"
"308","0.35699591040611267","0.35699591040611267","0.35699591040611267"
"309","0.33777135610580444","0.33777135610580444","0.33777135610580444"
"310","0.24988029897212982","0.24988029897212982","0.24988029897212982"
"311","0.3340149521827698","0.3340149521827698","0.3340149521827698"
"312","0.25133419036865234","0.25133419036865234","0.25133419036865234"
"313","0.1838625818490982","0.1838625818490982","0.1838625818490982"
"314","0.20973771810531616","0.20973771810531616","0.20973771810531616"
"315","0.31094348430633545","0.31094348430633545","0.31094348430633545"
"316","0.21058422327041626","0.21058422327041626","0.21058422327041626"
"317","0.24498581886291504","0.24498581886291504","0.24498581886291504"
"318","0.36417269706726074","0.36417269706726074","0.36417269706726074"
"319","0.36449623107910156","0.36449623107910156","0.36449623107910156"
"320","0.23870618641376495","0.23870618641376495","0.23870618641376495"
"321","0.19822947680950165","0.19822947680950165","0.19822947680950165"
"322","0.37345319986343384","0.37345319986343384","0.37345319986343384"
"323","0.21818605065345764","0.21818605065345764","0.21818605065345764"
"324","0.3321399986743927","0.3321399986743927","0.3321399986743927"
"325","0.23208200931549072","0.23208200931549072","0.23208200931549072"
"326","0.2039516270160675","0.2039516270160675","0.2039516270160675"
"327","0.2136244922876358","0.2136244922876358","0.2136244922876358"
"328","0.19111798703670502","0.19111798703670502","0.19111798703670502"
"329","0.2024766504764557","0.2024766504764557","0.2024766504764557"
"330","0.29744571447372437","0.29744571447372437","0.29744571447372437"
"331","0.22453057765960693","0.22453057765960693","0.22453057765960693"
"332","0.21276260912418365","0.21276260912418365","0.21276260912418365"
"333","0.2243531495332718","0.2243531495332718","0.2243531495332718"
"334","0.29420602321624756","0.29420602321624756","0.29420602321624756"
"335","0.25522762537002563","0.25522762537002563","0.25522762537002563"
"336","0.43089234828948975","0.43089234828948975","0.43089234828948975"
"337","0.2757468521595001","0.2757468521595001","0.2757468521595001"
"338","0.2452734410762787","0.2452734410762787","0.2452734410762787"
"339","0.2258814126253128","0.2258814126253128","0.2258814126253128"
"340","0.3455629348754883","0.3455629348754883","0.3455629348754883"
"341","0.2664158344268799","0.2664158344268799","0.2664158344268799"
"342","0.32011178135871887","0.32011178135871887","0.32011178135871887"
"343","0.29665443301200867","0.29665443301200867","0.29665443301200867"
"344","0.23647651076316833","0.23647651076316833","0.23647651076316833"
"345","0.23609548807144165","0.23609548807144165","0.23609548807144165"
"346","0.2652988135814667","0.2652988135814667","0.2652988135814667"
"347","0.2277391254901886","0.2277391254901886","0.2277391254901886"
"348","0.18651291728019714","0.18651291728019714","0.18651291728019714"
"349","0.33123549818992615","0.33123549818992615","0.33123549818992615"
"350","0.34980013966560364","0.34980013966560364","0.34980013966560364"
"351","0.25914186239242554","0.25914186239242554","0.25914186239242554"
"352","0.21075965464115143","0.21075965464115143","0.21075965464115143"
"353","0.32239556312561035","0.32239556312561035","0.32239556312561035"
"354","0.21769003570079803","0.21769003570079803","0.21769003570079803"
"355","0.27404823899269104","0.27404823899269104","0.27404823899269104"
"356","0.2677331566810608","0.2677331566810608","0.2677331566810608"
"357","0.3580041825771332","0.3580041825771332","0.3580041825771332"
"358","0.39778459072113037","0.39778459072113037","0.39778459072113037"
"359","0.2083418071269989","0.2083418071269989","0.2083418071269989"
"360","0.313209593296051","0.313209593296051","0.313209593296051"
"361","0.19415965676307678","0.19415965676307678","0.19415965676307678"
"362","0.2681106925010681","0.2681106925010681","0.2681106925010681"
"363","0.22037680447101593","0.22037680447101593","0.22037680447101593"
"364","0.33104950189590454","0.33104950189590454","0.33104950189590454"
"365","0.311961829662323","0.311961829662323","0.311961829662323"
"366","0.30316656827926636","0.30316656827926636","0.30316656827926636"
"367","0.22875148057937622","0.22875148057937622","0.22875148057937622"
"368","0.2761421799659729","0.2761421799659729","0.2761421799659729"
"369","0.2428419589996338","0.2428419589996338","0.2428419589996338"
"370","0.40046942234039307","0.40046942234039307","0.40046942234039307"
"371","0.2832992970943451","0.2832992970943451","0.2832992970943451"
"372","0.32377395033836365","0.32377395033836365","0.32377395033836365"
"373","0.32039958238601685","0.32039958238601685","0.32039958238601685"
"374","0.44797974824905396","0.44797974824905396","0.44797974824905396"
"375","0.2075059413909912","0.2075059413909912","0.2075059413909912"
"376","0.22229193150997162","0.22229193150997162","0.22229193150997162"
"377","0.2133556455373764","0.2133556455373764","0.2133556455373764"
"378","0.2751423716545105","0.2751423716545105","0.2751423716545105"
"379","0.2439657598733902","0.2439657598733902","0.2439657598733902"
"380","0.23640108108520508","0.23640108108520508","0.23640108108520508"
"381","0.1846832036972046","0.1846832036972046","0.1846832036972046"
"382","0.24425405263900757","0.24425405263900757","0.24425405263900757"
"383","0.38302308320999146","0.38302308320999146","0.38302308320999146"
"384","0.23118887841701508","0.23118887841701508","0.23118887841701508"
"385","0.3466718792915344","0.3466718792915344","0.3466718792915344"
"386","0.2799351215362549","0.2799351215362549","0.2799351215362549"
"387","0.3785153031349182","0.3785153031349182","0.3785153031349182"
"388","0.19071447849273682","0.19071447849273682","0.19071447849273682"
"389","0.28599482774734497","0.28599482774734497","0.28599482774734497"
"390","0.18937912583351135","0.18937912583351135","0.18937912583351135"
"391","0.19783826172351837","0.19783826172351837","0.19783826172351837"
"392","0.2843019366264343","0.2843019366264343","0.2843019366264343"
"393","0.18301209807395935","0.18301209807395935","0.18301209807395935"
"394","0.33498212695121765","0.33498212695121765","0.33498212695121765"
"395","0.23225998878479004","0.23225998878479004","0.23225998878479004"
"396","0.45715904235839844","0.45715904235839844","0.45715904235839844"
"397","0.2157815396785736","0.2157815396785736","0.2157815396785736"
"398","0.38353991508483887","0.38353991508483887","0.38353991508483887"
"399","0.28527572751045227","0.28527572751045227","0.28527572751045227"
"400","0.3441084623336792","0.3441084623336792","0.3441084623336792"
"401","0.24367889761924744","0.24367889761924744","0.24367889761924744"
"402","0.2445189356803894","0.2445189356803894","0.2445189356803894"
"403","0.35887759923934937","0.35887759923934937","0.35887759923934937"
"404","0.4379378855228424","0.4379378855228424","0.4379378855228424"
"405","0.23997539281845093","0.23997539281845093","0.23997539281845093"
"406","0.2879221439361572","0.2879221439361572","0.2879221439361572"
"407","0.34426480531692505","0.34426480531692505","0.34426480531692505"
"408","0.17945048213005066","0.17945048213005066","0.17945048213005066"
"409","0.2500682771205902","0.2500682771205902","0.2500682771205902"
"410","0.24152883887290955","0.24152883887290955","0.24152883887290955"
"411","0.3768237233161926","0.3768237233161926","0.3768237233161926"
"412","0.1769387423992157","0.1769387423992157","0.1769387423992157"
"413","0.1843758225440979","0.1843758225440979","0.1843758225440979"
"414","0.2906634211540222","0.2906634211540222","0.2906634211540222"
"415","0.22367452085018158","0.22367452085018158","0.22367452085018158"
"416","0.3979093134403229","0.3979093134403229","0.3979093134403229"
"417","0.2158685177564621","0.2158685177564621","0.2158685177564621"
"418","0.24383246898651123","0.24383246898651123","0.24383246898651123"
"419","0.42911866307258606","0.42911866307258606","0.42911866307258606"
"420","0.28418922424316406","0.28418922424316406","0.28418922424316406"
"421","0.17969492077827454","0.17969492077827454","0.17969492077827454"
"422","0.3315848112106323","0.3315848112106323","0.3315848112106323"
"423","0.3667273223400116","0.3667273223400116","0.3667273223400116"
"424","0.40866219997406006","0.40866219997406006","0.40866219997406006"
"425","0.19126994907855988","0.19126994907855988","0.19126994907855988"
"426","0.22350765764713287","0.22350765764713287","0.22350765764713287"
"427","0.2338293492794037","0.2338293492794037","0.2338293492794037"
"428","0.20785902440547943","0.20785902440547943","0.20785902440547943"
"429","0.2602996826171875","0.2602996826171875","0.2602996826171875"
"430","0.3983622193336487","0.3983622193336487","0.3983622193336487"
"431","0.2164798527956009","0.2164798527956009","0.2164798527956009"
"432","0.21004386246204376","0.21004386246204376","0.21004386246204376"
"433","0.20596617460250854","0.20596617460250854","0.20596617460250854"
"434","0.26521462202072144","0.26521462202072144","0.26521462202072144"
"435","0.3443671762943268","0.3443671762943268","0.3443671762943268"
"436","0.26540690660476685","0.26540690660476685","0.26540690660476685"
"437","0.28353384137153625","0.28353384137153625","0.28353384137153625"
"438","0.31495705246925354","0.31495705246925354","0.31495705246925354"
"439","0.20357666909694672","0.20357666909694672","0.20357666909694672"
"440","0.21853068470954895","0.21853068470954895","0.21853068470954895"
"441","0.5150656700134277","0.5150656700134277","0.5150656700134277"
"442","0.3139219582080841","0.3139219582080841","0.3139219582080841"
"443","0.23763690888881683","0.23763690888881683","0.23763690888881683"
"444","0.20232915878295898","0.20232915878295898","0.20232915878295898"
"445","0.21897323429584503","0.21897323429584503","0.21897323429584503"
"446","0.3401320278644562","0.3401320278644562","0.3401320278644562"
"447","0.33165472745895386","0.33165472745895386","0.33165472745895386"
