"Step","background_garden - twodgs/loss_total","background_garden - twodgs/loss_total__MIN","background_garden - twodgs/loss_total__MAX","object_A - twodgs/loss_total","object_A - twodgs/loss_total__MIN","object_A - twodgs/loss_total__MAX"
"19","0.24644681811332703","0.24644681811332703","0.24644681811332703","0.07070257514715195","0.07070257514715195","0.07070257514715195"
"20","0.3083191514015198","0.3083191514015198","0.3083191514015198","0.05760277807712555","0.05760277807712555","0.05760277807712555"
"21","0.26311156153678894","0.26311156153678894","0.26311156153678894","0.061500463634729385","0.061500463634729385","0.061500463634729385"
"22","0.2581526041030884","0.2581526041030884","0.2581526041030884","0.048253148794174194","0.048253148794174194","0.048253148794174194"
"23","0.247561514377594","0.247561514377594","0.247561514377594","0.046626411378383636","0.046626411378383636","0.046626411378383636"
"24","0.29900646209716797","0.29900646209716797","0.29900646209716797","0.07003891468048096","0.07003891468048096","0.07003891468048096"
"25","0.22160330414772034","0.22160330414772034","0.22160330414772034","0.04738926514983177","0.04738926514983177","0.04738926514983177"
"26","0.23112300038337708","0.23112300038337708","0.23112300038337708","0.06734409928321838","0.06734409928321838","0.06734409928321838"
"27","0.220635324716568","0.220635324716568","0.220635324716568","0.09939470142126083","0.09939470142126083","0.09939470142126083"
"28","0.2915205955505371","0.2915205955505371","0.2915205955505371","0.05606542527675629","0.05606542527675629","0.05606542527675629"
"29","0.25285691022872925","0.25285691022872925","0.25285691022872925","0.05239251255989075","0.05239251255989075","0.05239251255989075"
"30","0.21313568949699402","0.21313568949699402","0.21313568949699402","0.07274998724460602","0.07274998724460602","0.07274998724460602"
"31","0.2224193513393402","0.2224193513393402","0.2224193513393402","0.04304387420415878","0.04304387420415878","0.04304387420415878"
"32","0.27423444390296936","0.27423444390296936","0.27423444390296936","0.05970300734043121","0.05970300734043121","0.05970300734043121"
"33","0.23948338627815247","0.23948338627815247","0.23948338627815247","0.056485842913389206","0.056485842913389206","0.056485842913389206"
"34","0.26381927728652954","0.26381927728652954","0.26381927728652954","0.07195322960615158","0.07195322960615158","0.07195322960615158"
"35","0.26794761419296265","0.26794761419296265","0.26794761419296265","0.02800378017127514","0.02800378017127514","0.02800378017127514"
"36","0.2568262815475464","0.2568262815475464","0.2568262815475464","0.0464310385286808","0.0464310385286808","0.0464310385286808"
"37","0.21786969900131226","0.21786969900131226","0.21786969900131226","0.058558493852615356","0.058558493852615356","0.058558493852615356"
"38","0.23109138011932373","0.23109138011932373","0.23109138011932373","0.05336393043398857","0.05336393043398857","0.05336393043398857"
"39","0.22352707386016846","0.22352707386016846","0.22352707386016846","0.025473957881331444","0.025473957881331444","0.025473957881331444"
"40","0.24059168994426727","0.24059168994426727","0.24059168994426727","0.03864264115691185","0.03864264115691185","0.03864264115691185"
"41","0.20175468921661377","0.20175468921661377","0.20175468921661377","0.060228824615478516","0.060228824615478516","0.060228824615478516"
"42","0.23120805621147156","0.23120805621147156","0.23120805621147156","0.06541336327791214","0.06541336327791214","0.06541336327791214"
"43","0.23456397652626038","0.23456397652626038","0.23456397652626038","0.08615388721227646","0.08615388721227646","0.08615388721227646"
"44","0.20122608542442322","0.20122608542442322","0.20122608542442322","0.051334116607904434","0.051334116607904434","0.051334116607904434"
"45","0.23019149899482727","0.23019149899482727","0.23019149899482727","0.04215322062373161","0.04215322062373161","0.04215322062373161"
"46","0.19143134355545044","0.19143134355545044","0.19143134355545044","0.04848408326506615","0.04848408326506615","0.04848408326506615"
"47","0.20525306463241577","0.20525306463241577","0.20525306463241577","0.06228379160165787","0.06228379160165787","0.06228379160165787"
"48","0.1905214786529541","0.1905214786529541","0.1905214786529541","0.037588588893413544","0.037588588893413544","0.037588588893413544"
"49","0.22088898718357086","0.22088898718357086","0.22088898718357086","0.04064091295003891","0.04064091295003891","0.04064091295003891"
"50","0.19182851910591125","0.19182851910591125","0.19182851910591125","0.04248731955885887","0.04248731955885887","0.04248731955885887"
"51","0.2681626081466675","0.2681626081466675","0.2681626081466675","0.062491871416568756","0.062491871416568756","0.062491871416568756"
"52","0.1784714162349701","0.1784714162349701","0.1784714162349701","0.0529705248773098","0.0529705248773098","0.0529705248773098"
"53","0.24825727939605713","0.24825727939605713","0.24825727939605713","0.0488479882478714","0.0488479882478714","0.0488479882478714"
"54","0.19861099123954773","0.19861099123954773","0.19861099123954773","0.023606156930327415","0.023606156930327415","0.023606156930327415"
"55","0.24445167183876038","0.24445167183876038","0.24445167183876038","0.033410001546144485","0.033410001546144485","0.033410001546144485"
"56","0.19630926847457886","0.19630926847457886","0.19630926847457886","0.048932142555713654","0.048932142555713654","0.048932142555713654"
"57","0.21595266461372375","0.21595266461372375","0.21595266461372375","0.04120420664548874","0.04120420664548874","0.04120420664548874"
"58","0.1945749819278717","0.1945749819278717","0.1945749819278717","0.03510323166847229","0.03510323166847229","0.03510323166847229"
"59","0.21367192268371582","0.21367192268371582","0.21367192268371582","0.030689561739563942","0.030689561739563942","0.030689561739563942"
"60","0.19891932606697083","0.19891932606697083","0.19891932606697083","0.07004914432764053","0.07004914432764053","0.07004914432764053"
"61","0.1796739250421524","0.1796739250421524","0.1796739250421524","0.05434900522232056","0.05434900522232056","0.05434900522232056"
"62","0.20127461850643158","0.20127461850643158","0.20127461850643158","0.04707464948296547","0.04707464948296547","0.04707464948296547"
"63","0.19952569901943207","0.19952569901943207","0.19952569901943207","0.03167451173067093","0.03167451173067093","0.03167451173067093"
"64","0.1711939126253128","0.1711939126253128","0.1711939126253128","0.03910144418478012","0.03910144418478012","0.03910144418478012"
"65","0.18050774931907654","0.18050774931907654","0.18050774931907654","0.022836720570921898","0.022836720570921898","0.022836720570921898"
"66","0.18487435579299927","0.18487435579299927","0.18487435579299927","0.06722136586904526","0.06722136586904526","0.06722136586904526"
"67","0.1876632273197174","0.1876632273197174","0.1876632273197174","0.04159671068191528","0.04159671068191528","0.04159671068191528"
"68","0.1947399079799652","0.1947399079799652","0.1947399079799652","0.04777390882372856","0.04777390882372856","0.04777390882372856"
"69","0.20532740652561188","0.20532740652561188","0.20532740652561188","0.04983210191130638","0.04983210191130638","0.04983210191130638"
"70","0.18180835247039795","0.18180835247039795","0.18180835247039795","0.04146583005785942","0.04146583005785942","0.04146583005785942"
"71","0.17892658710479736","0.17892658710479736","0.17892658710479736","0.0465092733502388","0.0465092733502388","0.0465092733502388"
"72","0.20834296941757202","0.20834296941757202","0.20834296941757202","0.046334199607372284","0.046334199607372284","0.046334199607372284"
"73","0.19918590784072876","0.19918590784072876","0.19918590784072876","0.05254032090306282","0.05254032090306282","0.05254032090306282"
"74","0.18444056808948517","0.18444056808948517","0.18444056808948517","0.029557451605796814","0.029557451605796814","0.029557451605796814"
"75","0.18111810088157654","0.18111810088157654","0.18111810088157654","0.0633091926574707","0.0633091926574707","0.0633091926574707"
"76","0.1674649715423584","0.1674649715423584","0.1674649715423584","0.026407968252897263","0.026407968252897263","0.026407968252897263"
"77","0.2053591012954712","0.2053591012954712","0.2053591012954712","0.03929611295461655","0.03929611295461655","0.03929611295461655"
"78","0.1941336989402771","0.1941336989402771","0.1941336989402771","0.05560719594359398","0.05560719594359398","0.05560719594359398"
"79","0.1902487576007843","0.1902487576007843","0.1902487576007843","0.06294212490320206","0.06294212490320206","0.06294212490320206"
"80","0.18446528911590576","0.18446528911590576","0.18446528911590576","0.04027663916349411","0.04027663916349411","0.04027663916349411"
"81","0.17022663354873657","0.17022663354873657","0.17022663354873657","0.04092826694250107","0.04092826694250107","0.04092826694250107"
"82","0.17298346757888794","0.17298346757888794","0.17298346757888794","0.019090740010142326","0.019090740010142326","0.019090740010142326"
"83","0.16074210405349731","0.16074210405349731","0.16074210405349731","0.043476589024066925","0.043476589024066925","0.043476589024066925"
"84","0.17396534979343414","0.17396534979343414","0.17396534979343414","0.020837869495153427","0.020837869495153427","0.020837869495153427"
"85","0.21151691675186157","0.21151691675186157","0.21151691675186157","0.03222533315420151","0.03222533315420151","0.03222533315420151"
"86","0.17326530814170837","0.17326530814170837","0.17326530814170837","0.043115824460983276","0.043115824460983276","0.043115824460983276"
"87","0.19092509150505066","0.19092509150505066","0.19092509150505066","0.052019547671079636","0.052019547671079636","0.052019547671079636"
"88","0.20421689748764038","0.20421689748764038","0.20421689748764038","0.039982859045267105","0.039982859045267105","0.039982859045267105"
"89","0.16711865365505219","0.16711865365505219","0.16711865365505219","0.033554576337337494","0.033554576337337494","0.033554576337337494"
"90","0.20791658759117126","0.20791658759117126","0.20791658759117126","0.03347389027476311","0.03347389027476311","0.03347389027476311"
"91","0.22083933651447296","0.22083933651447296","0.22083933651447296","0.04642200842499733","0.04642200842499733","0.04642200842499733"
"92","0.16113661229610443","0.16113661229610443","0.16113661229610443","0.03550150245428085","0.03550150245428085","0.03550150245428085"
"93","0.1684810221195221","0.1684810221195221","0.1684810221195221","0.03554394841194153","0.03554394841194153","0.03554394841194153"
"94","0.18337133526802063","0.18337133526802063","0.18337133526802063","0.018031369894742966","0.018031369894742966","0.018031369894742966"
"95","0.16739583015441895","0.16739583015441895","0.16739583015441895","0.027951795607805252","0.027951795607805252","0.027951795607805252"
"96","0.1717073619365692","0.1717073619365692","0.1717073619365692","0.03635169193148613","0.03635169193148613","0.03635169193148613"
"97","0.18671497702598572","0.18671497702598572","0.18671497702598572","0.03243919089436531","0.03243919089436531","0.03243919089436531"
"98","0.16183505952358246","0.16183505952358246","0.16183505952358246","0.030164631083607674","0.030164631083607674","0.030164631083607674"
"99","0.19012677669525146","0.19012677669525146","0.19012677669525146","0.043444372713565826","0.043444372713565826","0.043444372713565826"
"100","0.20062223076820374","0.20062223076820374","0.20062223076820374","0.03846751153469086","0.03846751153469086","0.03846751153469086"
"101","0.15906691551208496","0.15906691551208496","0.15906691551208496","0.039028868079185486","0.039028868079185486","0.039028868079185486"
"102","0.1749913990497589","0.1749913990497589","0.1749913990497589","0.03834080323576927","0.03834080323576927","0.03834080323576927"
"103","0.18691736459732056","0.18691736459732056","0.18691736459732056","0.06385505199432373","0.06385505199432373","0.06385505199432373"
"104","0.17465698719024658","0.17465698719024658","0.17465698719024658","0.03629596531391144","0.03629596531391144","0.03629596531391144"
"105","0.1648436337709427","0.1648436337709427","0.1648436337709427","0.028177892789244652","0.028177892789244652","0.028177892789244652"
"106","0.20166617631912231","0.20166617631912231","0.20166617631912231","0.025424469262361526","0.025424469262361526","0.025424469262361526"
"107","0.16841423511505127","0.16841423511505127","0.16841423511505127","0.04094909131526947","0.04094909131526947","0.04094909131526947"
"108","0.19168108701705933","0.19168108701705933","0.19168108701705933","0.03269798308610916","0.03269798308610916","0.03269798308610916"
"109","0.19390136003494263","0.19390136003494263","0.19390136003494263","0.03636430203914642","0.03636430203914642","0.03636430203914642"
"110","0.16851791739463806","0.16851791739463806","0.16851791739463806","0.05145843327045441","0.05145843327045441","0.05145843327045441"
"111","0.18521033227443695","0.18521033227443695","0.18521033227443695","0.03266220539808273","0.03266220539808273","0.03266220539808273"
"112","0.16186495125293732","0.16186495125293732","0.16186495125293732","0.031116951256990433","0.031116951256990433","0.031116951256990433"
"113","0.16665807366371155","0.16665807366371155","0.16665807366371155","0.016370538622140884","0.016370538622140884","0.016370538622140884"
"114","0.174963116645813","0.174963116645813","0.174963116645813","0.031274959444999695","0.031274959444999695","0.031274959444999695"
"115","0.2157798409461975","0.2157798409461975","0.2157798409461975","0.029273249208927155","0.029273249208927155","0.029273249208927155"
"116","0.167387455701828","0.167387455701828","0.167387455701828","0.038100771605968475","0.038100771605968475","0.038100771605968475"
"117","0.1636311113834381","0.1636311113834381","0.1636311113834381","0.04819558560848236","0.04819558560848236","0.04819558560848236"
"118","0.1619364619255066","0.1619364619255066","0.1619364619255066","0.037416595965623856","0.037416595965623856","0.037416595965623856"
"119","0.16796620190143585","0.16796620190143585","0.16796620190143585","0.030689507722854614","0.030689507722854614","0.030689507722854614"
"120","0.1672833263874054","0.1672833263874054","0.1672833263874054","0.03489945828914642","0.03489945828914642","0.03489945828914642"
"121","0.1651238203048706","0.1651238203048706","0.1651238203048706","0.03097645752131939","0.03097645752131939","0.03097645752131939"
"122","0.1807514727115631","0.1807514727115631","0.1807514727115631","0.03713586926460266","0.03713586926460266","0.03713586926460266"
"123","0.22761139273643494","0.22761139273643494","0.22761139273643494","0.025935962796211243","0.025935962796211243","0.025935962796211243"
"124","0.2046135812997818","0.2046135812997818","0.2046135812997818","0.03074011206626892","0.03074011206626892","0.03074011206626892"
"125","0.1670391857624054","0.1670391857624054","0.1670391857624054","0.02218308486044407","0.02218308486044407","0.02218308486044407"
"126","0.18227437138557434","0.18227437138557434","0.18227437138557434","0.027474716305732727","0.027474716305732727","0.027474716305732727"
"127","0.16481643915176392","0.16481643915176392","0.16481643915176392","0.034866396337747574","0.034866396337747574","0.034866396337747574"
"128","0.17769965529441833","0.17769965529441833","0.17769965529441833","0.03816487640142441","0.03816487640142441","0.03816487640142441"
"129","0.21851316094398499","0.21851316094398499","0.21851316094398499","0.015870388597249985","0.015870388597249985","0.015870388597249985"
"130","0.16038712859153748","0.16038712859153748","0.16038712859153748","0.026026537641882896","0.026026537641882896","0.026026537641882896"
"131","0.17031949758529663","0.17031949758529663","0.17031949758529663","0.044521987438201904","0.044521987438201904","0.044521987438201904"
"132","0.17084437608718872","0.17084437608718872","0.17084437608718872","0.041736382991075516","0.041736382991075516","0.041736382991075516"
"133","0.19005745649337769","0.19005745649337769","0.19005745649337769","0.024567408487200737","0.024567408487200737","0.024567408487200737"
"134","0.20245732367038727","0.20245732367038727","0.20245732367038727","0.05932899937033653","0.05932899937033653","0.05932899937033653"
"135","0.21737903356552124","0.21737903356552124","0.21737903356552124","0.028833938762545586","0.028833938762545586","0.028833938762545586"
"136","0.17329271137714386","0.17329271137714386","0.17329271137714386","0.034032098948955536","0.034032098948955536","0.034032098948955536"
"137","0.1681911051273346","0.1681911051273346","0.1681911051273346","0.02389669418334961","0.02389669418334961","0.02389669418334961"
"138","0.15584880113601685","0.15584880113601685","0.15584880113601685","0.05474512651562691","0.05474512651562691","0.05474512651562691"
"139","0.18656383454799652","0.18656383454799652","0.18656383454799652","0.016189929097890854","0.016189929097890854","0.016189929097890854"
"140","0.2243778258562088","0.2243778258562088","0.2243778258562088","0.028498195111751556","0.028498195111751556","0.028498195111751556"
"141","0.16139720380306244","0.16139720380306244","0.16139720380306244","0.05194259062409401","0.05194259062409401","0.05194259062409401"
"142","0.18716880679130554","0.18716880679130554","0.18716880679130554","0.023521337658166885","0.023521337658166885","0.023521337658166885"
"143","0.1704605668783188","0.1704605668783188","0.1704605668783188","0.03378165513277054","0.03378165513277054","0.03378165513277054"
"144","0.18988819420337677","0.18988819420337677","0.18988819420337677","0.032525498420000076","0.032525498420000076","0.032525498420000076"
"145","0.1944287121295929","0.1944287121295929","0.1944287121295929","0.05045711621642113","0.05045711621642113","0.05045711621642113"
"146","0.22253373265266418","0.22253373265266418","0.22253373265266418","0.04424512758851051","0.04424512758851051","0.04424512758851051"
"147","0.17051838338375092","0.17051838338375092","0.17051838338375092","0.014563281089067459","0.014563281089067459","0.014563281089067459"
"148","0.18091772496700287","0.18091772496700287","0.18091772496700287","0.03167488053441048","0.03167488053441048","0.03167488053441048"
"149","0.18104837834835052","0.18104837834835052","0.18104837834835052","0.027842139825224876","0.027842139825224876","0.027842139825224876"
"150","0.1513405740261078","0.1513405740261078","0.1513405740261078","0.03418630361557007","0.03418630361557007","0.03418630361557007"
"151","0.16642826795578003","0.16642826795578003","0.16642826795578003","0.024610653519630432","0.024610653519630432","0.024610653519630432"
"152","0.15584620833396912","0.15584620833396912","0.15584620833396912","0.02850901521742344","0.02850901521742344","0.02850901521742344"
"153","0.1606912463903427","0.1606912463903427","0.1606912463903427","0.03148387745022774","0.03148387745022774","0.03148387745022774"
"154","0.1671907603740692","0.1671907603740692","0.1671907603740692","0.05155298858880997","0.05155298858880997","0.05155298858880997"
"155","0.16787312924861908","0.16787312924861908","0.16787312924861908","0.032903656363487244","0.032903656363487244","0.032903656363487244"
"156","0.1680367887020111","0.1680367887020111","0.1680367887020111","0.024812769144773483","0.024812769144773483","0.024812769144773483"
"157","0.17202159762382507","0.17202159762382507","0.17202159762382507","0.028236132115125656","0.028236132115125656","0.028236132115125656"
"158","0.1803816854953766","0.1803816854953766","0.1803816854953766","0.02092411182820797","0.02092411182820797","0.02092411182820797"
"159","0.16189226508140564","0.16189226508140564","0.16189226508140564","0.03377680480480194","0.03377680480480194","0.03377680480480194"
"160","0.1612725704908371","0.1612725704908371","0.1612725704908371","0.034383658319711685","0.034383658319711685","0.034383658319711685"
"161","0.17018358409404755","0.17018358409404755","0.17018358409404755","0.027006397023797035","0.027006397023797035","0.027006397023797035"
"162","0.1698032170534134","0.1698032170534134","0.1698032170534134","0.03213942423462868","0.03213942423462868","0.03213942423462868"
"163","0.16967493295669556","0.16967493295669556","0.16967493295669556","0.022096242755651474","0.022096242755651474","0.022096242755651474"
"164","0.16580083966255188","0.16580083966255188","0.16580083966255188","0.014661135151982307","0.014661135151982307","0.014661135151982307"
"165","0.20044279098510742","0.20044279098510742","0.20044279098510742","0.05303889885544777","0.05303889885544777","0.05303889885544777"
"166","0.17173169553279877","0.17173169553279877","0.17173169553279877","0.0370052233338356","0.0370052233338356","0.0370052233338356"
"167","0.17704439163208008","0.17704439163208008","0.17704439163208008","0.027627134695649147","0.027627134695649147","0.027627134695649147"
"168","0.19702070951461792","0.19702070951461792","0.19702070951461792","0.04015893489122391","0.04015893489122391","0.04015893489122391"
"169","0.17805276811122894","0.17805276811122894","0.17805276811122894","0.024756787344813347","0.024756787344813347","0.024756787344813347"
"170","0.17205539345741272","0.17205539345741272","0.17205539345741272","0.024094335734844208","0.024094335734844208","0.024094335734844208"
"171","0.1903925985097885","0.1903925985097885","0.1903925985097885","0.014887388795614243","0.014887388795614243","0.014887388795614243"
"172","0.15286332368850708","0.15286332368850708","0.15286332368850708","0.02771042473614216","0.02771042473614216","0.02771042473614216"
"173","0.17201533913612366","0.17201533913612366","0.17201533913612366","0.027723213657736778","0.027723213657736778","0.027723213657736778"
"174","0.18241660296916962","0.18241660296916962","0.18241660296916962","0.02207871340215206","0.02207871340215206","0.02207871340215206"
"175","0.1695614755153656","0.1695614755153656","0.1695614755153656","0.04767557606101036","0.04767557606101036","0.04767557606101036"
"176","0.17061248421669006","0.17061248421669006","0.17061248421669006","0.021916640922427177","0.021916640922427177","0.021916640922427177"
"177","0.16931286454200745","0.16931286454200745","0.16931286454200745","0.029789572581648827","0.029789572581648827","0.029789572581648827"
"178","0.16559571027755737","0.16559571027755737","0.16559571027755737","0.03202470764517784","0.03202470764517784","0.03202470764517784"
"179","0.16298440098762512","0.16298440098762512","0.16298440098762512","0.03141588717699051","0.03141588717699051","0.03141588717699051"
"180","0.16980566084384918","0.16980566084384918","0.16980566084384918","0.026333924382925034","0.026333924382925034","0.026333924382925034"
"181","0.16668258607387543","0.16668258607387543","0.16668258607387543","0.026745351031422615","0.026745351031422615","0.026745351031422615"
"182","0.16954819858074188","0.16954819858074188","0.16954819858074188","0.026213152334094048","0.026213152334094048","0.026213152334094048"
"183","0.15888649225234985","0.15888649225234985","0.15888649225234985","0.02634609118103981","0.02634609118103981","0.02634609118103981"
"184","0.15588194131851196","0.15588194131851196","0.15588194131851196","0.014118160121142864","0.014118160121142864","0.014118160121142864"
"185","0.18651774525642395","0.18651774525642395","0.18651774525642395","0.02991538681089878","0.02991538681089878","0.02991538681089878"
"186","0.16334140300750732","0.16334140300750732","0.16334140300750732","0.020830519497394562","0.020830519497394562","0.020830519497394562"
"187","0.16203537583351135","0.16203537583351135","0.16203537583351135","0.019893132150173187","0.019893132150173187","0.019893132150173187"
"188","0.15244874358177185","0.15244874358177185","0.15244874358177185","0.05086829140782356","0.05086829140782356","0.05086829140782356"
"189","0.15348504483699799","0.15348504483699799","0.15348504483699799","0.026937752962112427","0.026937752962112427","0.026937752962112427"
"190","0.1498696208000183","0.1498696208000183","0.1498696208000183","0.02952386811375618","0.02952386811375618","0.02952386811375618"
"191","0.16300977766513824","0.16300977766513824","0.16300977766513824","0.031577084213495255","0.031577084213495255","0.031577084213495255"
"192","0.1643328070640564","0.1643328070640564","0.1643328070640564","0.04554254189133644","0.04554254189133644","0.04554254189133644"
"193","0.16898027062416077","0.16898027062416077","0.16898027062416077","0.0411742739379406","0.0411742739379406","0.0411742739379406"
"194","0.15491518378257751","0.15491518378257751","0.15491518378257751","0.013045698404312134","0.013045698404312134","0.013045698404312134"
"195","0.14917965233325958","0.14917965233325958","0.14917965233325958","0.020565859973430634","0.020565859973430634","0.020565859973430634"
"196","0.1621517539024353","0.1621517539024353","0.1621517539024353","0.020182814449071884","0.020182814449071884","0.020182814449071884"
"197","0.19980388879776","0.19980388879776","0.19980388879776","0.04611673206090927","0.04611673206090927","0.04611673206090927"
"198","0.16597332060337067","0.16597332060337067","0.16597332060337067","0.03245977312326431","0.03245977312326431","0.03245977312326431"
"199","0.15796086192131042","0.15796086192131042","0.15796086192131042","0.022944720461964607","0.022944720461964607","0.022944720461964607"
"200","0.15099549293518066","0.15099549293518066","0.15099549293518066","0.030462201684713364","0.030462201684713364","0.030462201684713364"
"201","0.19222459197044373","0.19222459197044373","0.19222459197044373","0.03138698637485504","0.03138698637485504","0.03138698637485504"
"202","0.1713038682937622","0.1713038682937622","0.1713038682937622","0.022081680595874786","0.022081680595874786","0.022081680595874786"
"203","0.16142265498638153","0.16142265498638153","0.16142265498638153","0.02762974239885807","0.02762974239885807","0.02762974239885807"
"204","0.1616932451725006","0.1616932451725006","0.1616932451725006","0.02302137017250061","0.02302137017250061","0.02302137017250061"
"205","0.16049343347549438","0.16049343347549438","0.16049343347549438","0.02972474880516529","0.02972474880516529","0.02972474880516529"
"206","0.15474465489387512","0.15474465489387512","0.15474465489387512","0.03471124544739723","0.03471124544739723","0.03471124544739723"
"207","0.15603598952293396","0.15603598952293396","0.15603598952293396","0.029817262664437294","0.029817262664437294","0.029817262664437294"
"208","0.19786950945854187","0.19786950945854187","0.19786950945854187","0.03777552396059036","0.03777552396059036","0.03777552396059036"
"209","0.1567438244819641","0.1567438244819641","0.1567438244819641","0.026302242651581764","0.026302242651581764","0.026302242651581764"
"210","0.15559867024421692","0.15559867024421692","0.15559867024421692","0.02539072558283806","0.02539072558283806","0.02539072558283806"
"211","0.19993260502815247","0.19993260502815247","0.19993260502815247","0.013575316406786442","0.013575316406786442","0.013575316406786442"
"212","0.15315423905849457","0.15315423905849457","0.15315423905849457","0.02504102885723114","0.02504102885723114","0.02504102885723114"
"213","0.16499751806259155","0.16499751806259155","0.16499751806259155","0.024942969903349876","0.024942969903349876","0.024942969903349876"
"214","0.1527366042137146","0.1527366042137146","0.1527366042137146","0.0483722984790802","0.0483722984790802","0.0483722984790802"
"215","0.15549516677856445","0.15549516677856445","0.15549516677856445","0.02862769179046154","0.02862769179046154","0.02862769179046154"
"216","0.16225509345531464","0.16225509345531464","0.16225509345531464","0.022253047674894333","0.022253047674894333","0.022253047674894333"
"217","0.1660001575946808","0.1660001575946808","0.1660001575946808","0.022666867822408676","0.022666867822408676","0.022666867822408676"
"218","0.1671818345785141","0.1671818345785141","0.1671818345785141","0.03069363534450531","0.03069363534450531","0.03069363534450531"
"219","0.15271100401878357","0.15271100401878357","0.15271100401878357","0.019841860979795456","0.019841860979795456","0.019841860979795456"
"220","0.16212254762649536","0.16212254762649536","0.16212254762649536","0.04725874960422516","0.04725874960422516","0.04725874960422516"
"221","0.16590791940689087","0.16590791940689087","0.16590791940689087","0.029007257893681526","0.029007257893681526","0.029007257893681526"
"222","0.15084435045719147","0.15084435045719147","0.15084435045719147","0.013447532430291176","0.013447532430291176","0.013447532430291176"
"223","0.16020342707633972","0.16020342707633972","0.16020342707633972","0.018991606310009956","0.018991606310009956","0.018991606310009956"
"224","0.15914243459701538","0.15914243459701538","0.15914243459701538","0.028761329129338264","0.028761329129338264","0.028761329129338264"
"225","0.1780504286289215","0.1780504286289215","0.1780504286289215","0.028313832357525826","0.028313832357525826","0.028313832357525826"
"226","0.16884002089500427","0.16884002089500427","0.16884002089500427","0.028398888185620308","0.028398888185620308","0.028398888185620308"
"227","0.1587764024734497","0.1587764024734497","0.1587764024734497","0.019396809861063957","0.019396809861063957","0.019396809861063957"
"228","0.16451451182365417","0.16451451182365417","0.16451451182365417","0.031481336802244186","0.031481336802244186","0.031481336802244186"
"229","0.16509835422039032","0.16509835422039032","0.16509835422039032","0.04352061077952385","0.04352061077952385","0.04352061077952385"
"230","0.16231445968151093","0.16231445968151093","0.16231445968151093","0.02494567446410656","0.02494567446410656","0.02494567446410656"
"231","0.14569386839866638","0.14569386839866638","0.14569386839866638","0.012336808256804943","0.012336808256804943","0.012336808256804943"
"232","0.16236963868141174","0.16236963868141174","0.16236963868141174","0.024208374321460724","0.024208374321460724","0.024208374321460724"
"233","0.15401041507720947","0.15401041507720947","0.15401041507720947","0.03682833909988403","0.03682833909988403","0.03682833909988403"
"234","0.18924373388290405","0.18924373388290405","0.18924373388290405","0.02694961614906788","0.02694961614906788","0.02694961614906788"
"235","0.17221301794052124","0.17221301794052124","0.17221301794052124","0.023604173213243484","0.023604173213243484","0.023604173213243484"
"236","0.1810588836669922","0.1810588836669922","0.1810588836669922","0.039020124822854996","0.039020124822854996","0.039020124822854996"
"237","0.19921192526817322","0.19921192526817322","0.19921192526817322","0.020578667521476746","0.020578667521476746","0.020578667521476746"
