"Step","object_B - dreamfusion/loss_orient","object_B - dreamfusion/loss_orient__MIN","object_B - dreamfusion/loss_orient__MAX"
"59","0.02397426776587963","0.02397426776587963","0.02397426776587963"
"60","0.018177039921283722","0.018177039921283722","0.018177039921283722"
"61","0.01947321742773056","0.01947321742773056","0.01947321742773056"
"62","0.02104932628571987","0.02104932628571987","0.02104932628571987"
"63","0.017602214589715004","0.017602214589715004","0.017602214589715004"
"64","0.018505938351154327","0.018505938351154327","0.018505938351154327"
"65","0.018962237983942032","0.018962237983942032","0.018962237983942032"
"66","0.018397727981209755","0.018397727981209755","0.018397727981209755"
"67","0.024022651836276054","0.024022651836276054","0.024022651836276054"
"68","0.018656352534890175","0.018656352534890175","0.018656352534890175"
"69","0.018505478277802467","0.018505478277802467","0.018505478277802467"
"70","0.019336100667715073","0.019336100667715073","0.019336100667715073"
"71","0.018588431179523468","0.018588431179523468","0.018588431179523468"
"72","0.019104165956377983","0.019104165956377983","0.019104165956377983"
"73","0.022142663598060608","0.022142663598060608","0.022142663598060608"
"74","0.020119842141866684","0.020119842141866684","0.020119842141866684"
"75","0.020387211814522743","0.020387211814522743","0.020387211814522743"
"76","0.019991444423794746","0.019991444423794746","0.019991444423794746"
"77","0.018673954531550407","0.018673954531550407","0.018673954531550407"
"78","0.018709661439061165","0.018709661439061165","0.018709661439061165"
"79","0.02021082676947117","0.02021082676947117","0.02021082676947117"
"80","0.019859477877616882","0.019859477877616882","0.019859477877616882"
"81","0.023700151592493057","0.023700151592493057","0.023700151592493057"
"82","0.021040553227066994","0.021040553227066994","0.021040553227066994"
"83","0.02124619483947754","0.02124619483947754","0.02124619483947754"
"84","0.021163787692785263","0.021163787692785263","0.021163787692785263"
"85","0.021166110411286354","0.021166110411286354","0.021166110411286354"
"86","0.021122019737958908","0.021122019737958908","0.021122019737958908"
"87","0.023082781583070755","0.023082781583070755","0.023082781583070755"
"88","0.022617129608988762","0.022617129608988762","0.022617129608988762"
"89","0.021873176097869873","0.021873176097869873","0.021873176097869873"
"90","0.0200381837785244","0.0200381837785244","0.0200381837785244"
"91","0.02373630553483963","0.02373630553483963","0.02373630553483963"
"92","0.022688178345561028","0.022688178345561028","0.022688178345561028"
"93","0.02230878919363022","0.02230878919363022","0.02230878919363022"
"94","0.02219109795987606","0.02219109795987606","0.02219109795987606"
"95","0.019590264186263084","0.019590264186263084","0.019590264186263084"
"96","0.02315639518201351","0.02315639518201351","0.02315639518201351"
"97","0.023708878085017204","0.023708878085017204","0.023708878085017204"
"98","0.02545791119337082","0.02545791119337082","0.02545791119337082"
"99","0.025708502158522606","0.025708502158522606","0.025708502158522606"
"100","0.02250388078391552","0.02250388078391552","0.02250388078391552"
"101","0.03075379692018032","0.03075379692018032","0.03075379692018032"
"102","0.023439213633537292","0.023439213633537292","0.023439213633537292"
"103","0.03008583001792431","0.03008583001792431","0.03008583001792431"
"104","0.02314555086195469","0.02314555086195469","0.02314555086195469"
"105","0.02715480513870716","0.02715480513870716","0.02715480513870716"
"106","0.02647295780479908","0.02647295780479908","0.02647295780479908"
"107","0.02394559234380722","0.02394559234380722","0.02394559234380722"
"108","0.03344598785042763","0.03344598785042763","0.03344598785042763"
"109","0.030122635886073112","0.030122635886073112","0.030122635886073112"
"110","0.027518562972545624","0.027518562972545624","0.027518562972545624"
"111","0.026048971340060234","0.026048971340060234","0.026048971340060234"
"112","0.03182566910982132","0.03182566910982132","0.03182566910982132"
"113","0.0243992879986763","0.0243992879986763","0.0243992879986763"
"114","0.031177937984466553","0.031177937984466553","0.031177937984466553"
"115","0.02613881416618824","0.02613881416618824","0.02613881416618824"
"116","0.026259126141667366","0.026259126141667366","0.026259126141667366"
"117","0.02318977378308773","0.02318977378308773","0.02318977378308773"
"118","0.026705993339419365","0.026705993339419365","0.026705993339419365"
"119","0.026806747540831566","0.026806747540831566","0.026806747540831566"
"120","0.023308245465159416","0.023308245465159416","0.023308245465159416"
"121","0.02429114282131195","0.02429114282131195","0.02429114282131195"
"122","0.024021411314606667","0.024021411314606667","0.024021411314606667"
"123","0.03237165883183479","0.03237165883183479","0.03237165883183479"
"124","0.02513461746275425","0.02513461746275425","0.02513461746275425"
"125","0.023117670789361","0.023117670789361","0.023117670789361"
"126","0.026264671236276627","0.026264671236276627","0.026264671236276627"
"127","0.024813851341605186","0.024813851341605186","0.024813851341605186"
"128","0.02412191592156887","0.02412191592156887","0.02412191592156887"
"129","0.024805180728435516","0.024805180728435516","0.024805180728435516"
"130","0.027643101289868355","0.027643101289868355","0.027643101289868355"
"131","0.02705538459122181","0.02705538459122181","0.02705538459122181"
"132","0.03147190064191818","0.03147190064191818","0.03147190064191818"
"133","0.02907668612897396","0.02907668612897396","0.02907668612897396"
"134","0.02874995395541191","0.02874995395541191","0.02874995395541191"
"135","0.02570299245417118","0.02570299245417118","0.02570299245417118"
"136","0.02665197104215622","0.02665197104215622","0.02665197104215622"
"137","0.029126493260264397","0.029126493260264397","0.029126493260264397"
"138","0.031601786613464355","0.031601786613464355","0.031601786613464355"
"139","0.021364726126194","0.021364726126194","0.021364726126194"
"140","0.025611326098442078","0.025611326098442078","0.025611326098442078"
"141","0.025282610207796097","0.025282610207796097","0.025282610207796097"
"142","0.023198319599032402","0.023198319599032402","0.023198319599032402"
"143","0.03078562021255493","0.03078562021255493","0.03078562021255493"
"144","0.02547200582921505","0.02547200582921505","0.02547200582921505"
"145","0.0323215126991272","0.0323215126991272","0.0323215126991272"
"146","0.029796341434121132","0.029796341434121132","0.029796341434121132"
"147","0.023278286680579185","0.023278286680579185","0.023278286680579185"
"148","0.024747787043452263","0.024747787043452263","0.024747787043452263"
"149","0.031628549098968506","0.031628549098968506","0.031628549098968506"
"150","0.030474470928311348","0.030474470928311348","0.030474470928311348"
"151","0.030586907640099525","0.030586907640099525","0.030586907640099525"
"152","0.026347996667027473","0.026347996667027473","0.026347996667027473"
"153","0.025910023599863052","0.025910023599863052","0.025910023599863052"
"154","0.028070371598005295","0.028070371598005295","0.028070371598005295"
"155","0.03032299503684044","0.03032299503684044","0.03032299503684044"
"156","0.023077918216586113","0.023077918216586113","0.023077918216586113"
"157","0.027578001841902733","0.027578001841902733","0.027578001841902733"
"158","0.029253682121634483","0.029253682121634483","0.029253682121634483"
"159","0.02934674546122551","0.02934674546122551","0.02934674546122551"
"160","0.02535232901573181","0.02535232901573181","0.02535232901573181"
"161","0.030467139557003975","0.030467139557003975","0.030467139557003975"
"162","0.027119306847453117","0.027119306847453117","0.027119306847453117"
"163","0.030569396913051605","0.030569396913051605","0.030569396913051605"
"164","0.03404010087251663","0.03404010087251663","0.03404010087251663"
"165","0.02343638427555561","0.02343638427555561","0.02343638427555561"
"166","0.026209691539406776","0.026209691539406776","0.026209691539406776"
"167","0.03132257238030434","0.03132257238030434","0.03132257238030434"
"168","0.02748296409845352","0.02748296409845352","0.02748296409845352"
"169","0.028934113681316376","0.028934113681316376","0.028934113681316376"
"170","0.026914825662970543","0.026914825662970543","0.026914825662970543"
"171","0.02655516378581524","0.02655516378581524","0.02655516378581524"
"172","0.029083438217639923","0.029083438217639923","0.029083438217639923"
"173","0.023950502276420593","0.023950502276420593","0.023950502276420593"
"174","0.025149047374725342","0.025149047374725342","0.025149047374725342"
"175","0.03169065713882446","0.03169065713882446","0.03169065713882446"
"176","0.02496051974594593","0.02496051974594593","0.02496051974594593"
"177","0.02275138720870018","0.02275138720870018","0.02275138720870018"
"178","0.029397936537861824","0.029397936537861824","0.029397936537861824"
"179","0.02213066816329956","0.02213066816329956","0.02213066816329956"
"180","0.021682536229491234","0.021682536229491234","0.021682536229491234"
"181","0.027820339426398277","0.027820339426398277","0.027820339426398277"
"182","0.022276170551776886","0.022276170551776886","0.022276170551776886"
"183","0.022017285227775574","0.022017285227775574","0.022017285227775574"
"184","0.025231629610061646","0.025231629610061646","0.025231629610061646"
"185","0.023630408570170403","0.023630408570170403","0.023630408570170403"
"186","0.02446199208498001","0.02446199208498001","0.02446199208498001"
"187","0.020405681803822517","0.020405681803822517","0.020405681803822517"
"188","0.02207472361624241","0.02207472361624241","0.02207472361624241"
"189","0.022129375487565994","0.022129375487565994","0.022129375487565994"
"190","0.02045999839901924","0.02045999839901924","0.02045999839901924"
"191","0.025209328159689903","0.025209328159689903","0.025209328159689903"
"192","0.02164810709655285","0.02164810709655285","0.02164810709655285"
"193","0.02038809470832348","0.02038809470832348","0.02038809470832348"
"194","0.01988883875310421","0.01988883875310421","0.01988883875310421"
"195","0.020696299150586128","0.020696299150586128","0.020696299150586128"
"196","0.02026955783367157","0.02026955783367157","0.02026955783367157"
"197","0.024592824280261993","0.024592824280261993","0.024592824280261993"
"198","0.020957397297024727","0.020957397297024727","0.020957397297024727"
"199","0.02202911302447319","0.02202911302447319","0.02202911302447319"
"200","0.020645007491111755","0.020645007491111755","0.020645007491111755"
"201","0.020793423056602478","0.020793423056602478","0.020793423056602478"
"202","0.022517915815114975","0.022517915815114975","0.022517915815114975"
"203","0.021108580753207207","0.021108580753207207","0.021108580753207207"
"204","0.02076605148613453","0.02076605148613453","0.02076605148613453"
"205","0.022093571722507477","0.022093571722507477","0.022093571722507477"
"206","0.02165248990058899","0.02165248990058899","0.02165248990058899"
"207","0.025661548599600792","0.025661548599600792","0.025661548599600792"
"208","0.02810228429734707","0.02810228429734707","0.02810228429734707"
"209","0.021102791652083397","0.021102791652083397","0.021102791652083397"
"210","0.022448934614658356","0.022448934614658356","0.022448934614658356"
"211","0.023795535787940025","0.023795535787940025","0.023795535787940025"
"212","0.02444184012711048","0.02444184012711048","0.02444184012711048"
"213","0.02081669121980667","0.02081669121980667","0.02081669121980667"
"214","0.02671842835843563","0.02671842835843563","0.02671842835843563"
"215","0.022279510274529457","0.022279510274529457","0.022279510274529457"
"216","0.02363467589020729","0.02363467589020729","0.02363467589020729"
"217","0.021240435540676117","0.021240435540676117","0.021240435540676117"
"218","0.026519525796175003","0.026519525796175003","0.026519525796175003"
"219","0.0221191868185997","0.0221191868185997","0.0221191868185997"
"220","0.020743969827890396","0.020743969827890396","0.020743969827890396"
"221","0.022054608911275864","0.022054608911275864","0.022054608911275864"
"222","0.02416214346885681","0.02416214346885681","0.02416214346885681"
"223","0.02207517810165882","0.02207517810165882","0.02207517810165882"
"224","0.024906648322939873","0.024906648322939873","0.024906648322939873"
"225","0.022304903715848923","0.022304903715848923","0.022304903715848923"
"226","0.02132764644920826","0.02132764644920826","0.02132764644920826"
"227","0.0218659620732069","0.0218659620732069","0.0218659620732069"
"228","0.02185456082224846","0.02185456082224846","0.02185456082224846"
"229","0.021027369424700737","0.021027369424700737","0.021027369424700737"
"230","0.026427919045090675","0.026427919045090675","0.026427919045090675"
"231","0.022610211744904518","0.022610211744904518","0.022610211744904518"
"232","0.021564504131674767","0.021564504131674767","0.021564504131674767"
"233","0.027754278853535652","0.027754278853535652","0.027754278853535652"
"234","0.024931861087679863","0.024931861087679863","0.024931861087679863"
"235","0.02797088958323002","0.02797088958323002","0.02797088958323002"
"236","0.027987292036414146","0.027987292036414146","0.027987292036414146"
"237","0.024444354698061943","0.024444354698061943","0.024444354698061943"
"238","0.022572055459022522","0.022572055459022522","0.022572055459022522"
"239","0.02396189421415329","0.02396189421415329","0.02396189421415329"
"240","0.023490259423851967","0.023490259423851967","0.023490259423851967"
"241","0.021264102309942245","0.021264102309942245","0.021264102309942245"
"242","0.026149651035666466","0.026149651035666466","0.026149651035666466"
"243","0.027939047664403915","0.027939047664403915","0.027939047664403915"
"244","0.02686311863362789","0.02686311863362789","0.02686311863362789"
"245","0.022258087992668152","0.022258087992668152","0.022258087992668152"
"246","0.02223336324095726","0.02223336324095726","0.02223336324095726"
"247","0.022606007754802704","0.022606007754802704","0.022606007754802704"
"248","0.022144099697470665","0.022144099697470665","0.022144099697470665"
"249","0.028076309710741043","0.028076309710741043","0.028076309710741043"
"250","0.027928516268730164","0.027928516268730164","0.027928516268730164"
"251","0.024873191490769386","0.024873191490769386","0.024873191490769386"
"252","0.027785135433077812","0.027785135433077812","0.027785135433077812"
"253","0.02298681065440178","0.02298681065440178","0.02298681065440178"
"254","0.02398739941418171","0.02398739941418171","0.02398739941418171"
"255","0.02214709483087063","0.02214709483087063","0.02214709483087063"
"256","0.022743452340364456","0.022743452340364456","0.022743452340364456"
"257","0.028865108266472816","0.028865108266472816","0.028865108266472816"
"258","0.02254309691488743","0.02254309691488743","0.02254309691488743"
"259","0.030431656166911125","0.030431656166911125","0.030431656166911125"
"260","0.03004748933017254","0.03004748933017254","0.03004748933017254"
"261","0.022053508087992668","0.022053508087992668","0.022053508087992668"
"262","0.022883696481585503","0.022883696481585503","0.022883696481585503"
"263","0.023526610806584358","0.023526610806584358","0.023526610806584358"
"264","0.02440984733402729","0.02440984733402729","0.02440984733402729"
"265","0.025200963020324707","0.025200963020324707","0.025200963020324707"
"266","0.023003598675131798","0.023003598675131798","0.023003598675131798"
"267","0.024373866617679596","0.024373866617679596","0.024373866617679596"
"268","0.026089057326316833","0.026089057326316833","0.026089057326316833"
"269","0.02988346293568611","0.02988346293568611","0.02988346293568611"
"270","0.024402214214205742","0.024402214214205742","0.024402214214205742"
"271","0.024269450455904007","0.024269450455904007","0.024269450455904007"
"272","0.023964855819940567","0.023964855819940567","0.023964855819940567"
"273","0.02420787513256073","0.02420787513256073","0.02420787513256073"
"274","0.02293688803911209","0.02293688803911209","0.02293688803911209"
"275","0.02323884889483452","0.02323884889483452","0.02323884889483452"
"276","0.02900288626551628","0.02900288626551628","0.02900288626551628"
"277","0.023197097703814507","0.023197097703814507","0.023197097703814507"
"278","0.02628443017601967","0.02628443017601967","0.02628443017601967"
"279","0.02360244281589985","0.02360244281589985","0.02360244281589985"
"280","0.02310134470462799","0.02310134470462799","0.02310134470462799"
"281","0.02570716105401516","0.02570716105401516","0.02570716105401516"
"282","0.029070822522044182","0.029070822522044182","0.029070822522044182"
"283","0.02261187881231308","0.02261187881231308","0.02261187881231308"
"284","0.02431599050760269","0.02431599050760269","0.02431599050760269"
"285","0.025871269404888153","0.025871269404888153","0.025871269404888153"
"286","0.024247275665402412","0.024247275665402412","0.024247275665402412"
"287","0.029090115800499916","0.029090115800499916","0.029090115800499916"
"288","0.02660466730594635","0.02660466730594635","0.02660466730594635"
"289","0.02458973601460457","0.02458973601460457","0.02458973601460457"
"290","0.02382742427289486","0.02382742427289486","0.02382742427289486"
"291","0.02838338352739811","0.02838338352739811","0.02838338352739811"
"292","0.024651871994137764","0.024651871994137764","0.024651871994137764"
"293","0.03049367479979992","0.03049367479979992","0.03049367479979992"
"294","0.02429339475929737","0.02429339475929737","0.02429339475929737"
"295","0.023256195709109306","0.023256195709109306","0.023256195709109306"
"296","0.028860243037343025","0.028860243037343025","0.028860243037343025"
"297","0.024182872846722603","0.024182872846722603","0.024182872846722603"
"298","0.0246052797883749","0.0246052797883749","0.0246052797883749"
"299","0.024249877780675888","0.024249877780675888","0.024249877780675888"
"300","0.026155458763241768","0.026155458763241768","0.026155458763241768"
"301","0.02634126879274845","0.02634126879274845","0.02634126879274845"
"302","0.02456372044980526","0.02456372044980526","0.02456372044980526"
"303","0.023469114676117897","0.023469114676117897","0.023469114676117897"
"304","0.022568056359887123","0.022568056359887123","0.022568056359887123"
"305","0.02233150228857994","0.02233150228857994","0.02233150228857994"
"306","0.02176596410572529","0.02176596410572529","0.02176596410572529"
"307","0.022420816123485565","0.022420816123485565","0.022420816123485565"
"308","0.02818591147661209","0.02818591147661209","0.02818591147661209"
"309","0.022639118134975433","0.022639118134975433","0.022639118134975433"
"310","0.021065760403871536","0.021065760403871536","0.021065760403871536"
"311","0.02160593494772911","0.02160593494772911","0.02160593494772911"
"312","0.02106284722685814","0.02106284722685814","0.02106284722685814"
"313","0.021965304389595985","0.021965304389595985","0.021965304389595985"
"314","0.019771160557866096","0.019771160557866096","0.019771160557866096"
"315","0.019070014357566833","0.019070014357566833","0.019070014357566833"
"316","0.020686691626906395","0.020686691626906395","0.020686691626906395"
"317","0.019662773236632347","0.019662773236632347","0.019662773236632347"
"318","0.024172641336917877","0.024172641336917877","0.024172641336917877"
"319","0.022437691688537598","0.022437691688537598","0.022437691688537598"
"320","0.021298864856362343","0.021298864856362343","0.021298864856362343"
"321","0.01920448988676071","0.01920448988676071","0.01920448988676071"
"322","0.02271156571805477","0.02271156571805477","0.02271156571805477"
"323","0.018559442833065987","0.018559442833065987","0.018559442833065987"
"324","0.017954763025045395","0.017954763025045395","0.017954763025045395"
"325","0.017887137830257416","0.017887137830257416","0.017887137830257416"
"326","0.01848587393760681","0.01848587393760681","0.01848587393760681"
"327","0.017895661294460297","0.017895661294460297","0.017895661294460297"
"328","0.018587807193398476","0.018587807193398476","0.018587807193398476"
"329","0.017822273075580597","0.017822273075580597","0.017822273075580597"
"330","0.020007947459816933","0.020007947459816933","0.020007947459816933"
"331","0.017981434240937233","0.017981434240937233","0.017981434240937233"
"332","0.018357817083597183","0.018357817083597183","0.018357817083597183"
"333","0.017968740314245224","0.017968740314245224","0.017968740314245224"
"334","0.018336443230509758","0.018336443230509758","0.018336443230509758"
"335","0.01807818002998829","0.01807818002998829","0.01807818002998829"
"336","0.023373398929834366","0.023373398929834366","0.023373398929834366"
"337","0.01691446825861931","0.01691446825861931","0.01691446825861931"
"338","0.01736614853143692","0.01736614853143692","0.01736614853143692"
"339","0.017675938084721565","0.017675938084721565","0.017675938084721565"
"340","0.023652072995901108","0.023652072995901108","0.023652072995901108"
"341","0.018473492935299873","0.018473492935299873","0.018473492935299873"
"342","0.018361689522862434","0.018361689522862434","0.018361689522862434"
"343","0.01960858143866062","0.01960858143866062","0.01960858143866062"
"344","0.01969173364341259","0.01969173364341259","0.01969173364341259"
"345","0.022168640047311783","0.022168640047311783","0.022168640047311783"
"346","0.01828027330338955","0.01828027330338955","0.01828027330338955"
"347","0.019598761573433876","0.019598761573433876","0.019598761573433876"
"348","0.019501755014061928","0.019501755014061928","0.019501755014061928"
"349","0.02242308482527733","0.02242308482527733","0.02242308482527733"
"350","0.023523028939962387","0.023523028939962387","0.023523028939962387"
"351","0.020887132734060287","0.020887132734060287","0.020887132734060287"
"352","0.019256724044680595","0.019256724044680595","0.019256724044680595"
"353","0.02351493574678898","0.02351493574678898","0.02351493574678898"
"354","0.02020442672073841","0.02020442672073841","0.02020442672073841"
"355","0.01837613433599472","0.01837613433599472","0.01837613433599472"
"356","0.02174868993461132","0.02174868993461132","0.02174868993461132"
"357","0.024818943813443184","0.024818943813443184","0.024818943813443184"
"358","0.02589307352900505","0.02589307352900505","0.02589307352900505"
"359","0.020334098488092422","0.020334098488092422","0.020334098488092422"
"360","0.025139018893241882","0.025139018893241882","0.025139018893241882"
"361","0.020486198365688324","0.020486198365688324","0.020486198365688324"
"362","0.02234855480492115","0.02234855480492115","0.02234855480492115"
"363","0.02117648907005787","0.02117648907005787","0.02117648907005787"
"364","0.02285468578338623","0.02285468578338623","0.02285468578338623"
"365","0.024578994140028954","0.024578994140028954","0.024578994140028954"
"366","0.0248546339571476","0.0248546339571476","0.0248546339571476"
"367","0.024384215474128723","0.024384215474128723","0.024384215474128723"
"368","0.02802998200058937","0.02802998200058937","0.02802998200058937"
"369","0.022328360006213188","0.022328360006213188","0.022328360006213188"
"370","0.02579146809875965","0.02579146809875965","0.02579146809875965"
"371","0.02443530783057213","0.02443530783057213","0.02443530783057213"
"372","0.023817742243409157","0.023817742243409157","0.023817742243409157"
"373","0.02648262307047844","0.02648262307047844","0.02648262307047844"
"374","0.028910305351018906","0.028910305351018906","0.028910305351018906"
"375","0.02726263925433159","0.02726263925433159","0.02726263925433159"
"376","0.026850784197449684","0.026850784197449684","0.026850784197449684"
"377","0.027959130704402924","0.027959130704402924","0.027959130704402924"
"378","0.029947403818368912","0.029947403818368912","0.029947403818368912"
"379","0.0316862054169178","0.0316862054169178","0.0316862054169178"
"380","0.030962049961090088","0.030962049961090088","0.030962049961090088"
"381","0.029042765498161316","0.029042765498161316","0.029042765498161316"
"382","0.02738533355295658","0.02738533355295658","0.02738533355295658"
"383","0.03575699403882027","0.03575699403882027","0.03575699403882027"
"384","0.027248285710811615","0.027248285710811615","0.027248285710811615"
"385","0.03137431666254997","0.03137431666254997","0.03137431666254997"
"386","0.030804136767983437","0.030804136767983437","0.030804136767983437"
"387","0.030894575640559196","0.030894575640559196","0.030894575640559196"
"388","0.02798503451049328","0.02798503451049328","0.02798503451049328"
"389","0.028491463512182236","0.028491463512182236","0.028491463512182236"
"390","0.028710102662444115","0.028710102662444115","0.028710102662444115"
"391","0.030850615352392197","0.030850615352392197","0.030850615352392197"
"392","0.028163373470306396","0.028163373470306396","0.028163373470306396"
"393","0.031480833888053894","0.031480833888053894","0.031480833888053894"
"394","0.04006827250123024","0.04006827250123024","0.04006827250123024"
"395","0.03523515909910202","0.03523515909910202","0.03523515909910202"
"396","0.03701024875044823","0.03701024875044823","0.03701024875044823"
"397","0.03126795217394829","0.03126795217394829","0.03126795217394829"
"398","0.034765712916851044","0.034765712916851044","0.034765712916851044"
"399","0.040801845490932465","0.040801845490932465","0.040801845490932465"
"400","0.031158888712525368","0.031158888712525368","0.031158888712525368"
"401","0.03290211781859398","0.03290211781859398","0.03290211781859398"
"402","0.030450323596596718","0.030450323596596718","0.030450323596596718"
"403","0.03864063322544098","0.03864063322544098","0.03864063322544098"
"404","0.04224998503923416","0.04224998503923416","0.04224998503923416"
"405","0.031193532049655914","0.031193532049655914","0.031193532049655914"
"406","0.034635432064533234","0.034635432064533234","0.034635432064533234"
"407","0.038445375859737396","0.038445375859737396","0.038445375859737396"
"408","0.031940363347530365","0.031940363347530365","0.031940363347530365"
"409","0.0323089174926281","0.0323089174926281","0.0323089174926281"
"410","0.03909870982170105","0.03909870982170105","0.03909870982170105"
"411","0.03933849185705185","0.03933849185705185","0.03933849185705185"
"412","0.03314506262540817","0.03314506262540817","0.03314506262540817"
"413","0.032357361167669296","0.032357361167669296","0.032357361167669296"
"414","0.04480218142271042","0.04480218142271042","0.04480218142271042"
"415","0.035671234130859375","0.035671234130859375","0.035671234130859375"
"416","0.03936557471752167","0.03936557471752167","0.03936557471752167"
"417","0.031163904815912247","0.031163904815912247","0.031163904815912247"
"418","0.03162921965122223","0.03162921965122223","0.03162921965122223"
"419","0.03820014372467995","0.03820014372467995","0.03820014372467995"
"420","0.03035316988825798","0.03035316988825798","0.03035316988825798"
"421","0.028507990762591362","0.028507990762591362","0.028507990762591362"
"422","0.03723624348640442","0.03723624348640442","0.03723624348640442"
"423","0.04042796045541763","0.04042796045541763","0.04042796045541763"
"424","0.032135993242263794","0.032135993242263794","0.032135993242263794"
"425","0.028197648003697395","0.028197648003697395","0.028197648003697395"
"426","0.028605371713638306","0.028605371713638306","0.028605371713638306"
"427","0.027944618836045265","0.027944618836045265","0.027944618836045265"
"428","0.028777536004781723","0.028777536004781723","0.028777536004781723"
"429","0.03128182515501976","0.03128182515501976","0.03128182515501976"
"430","0.03705960884690285","0.03705960884690285","0.03705960884690285"
"431","0.03313944488763809","0.03313944488763809","0.03313944488763809"
"432","0.031118255108594894","0.031118255108594894","0.031118255108594894"
"433","0.029213685542345047","0.029213685542345047","0.029213685542345047"
"434","0.028180450201034546","0.028180450201034546","0.028180450201034546"
"435","0.029741540551185608","0.029741540551185608","0.029741540551185608"
"436","0.030863652005791664","0.030863652005791664","0.030863652005791664"
"437","0.032379359006881714","0.032379359006881714","0.032379359006881714"
"438","0.027974039316177368","0.027974039316177368","0.027974039316177368"
"439","0.029114602133631706","0.029114602133631706","0.029114602133631706"
"440","0.03000686876475811","0.03000686876475811","0.03000686876475811"
"441","0.03479522839188576","0.03479522839188576","0.03479522839188576"
"442","0.030769987031817436","0.030769987031817436","0.030769987031817436"
"443","0.02840864285826683","0.02840864285826683","0.02840864285826683"
"444","0.029314301908016205","0.029314301908016205","0.029314301908016205"
"445","0.032713502645492554","0.032713502645492554","0.032713502645492554"
"446","0.03994368389248848","0.03994368389248848","0.03994368389248848"
