"Step","object_B - dreamfusion/loss_opaque","object_B - dreamfusion/loss_opaque__MIN","object_B - dreamfusion/loss_opaque__MAX"
"34","0.16490578651428223","0.16490578651428223","0.16490578651428223"
"35","0.21046477556228638","0.21046477556228638","0.21046477556228638"
"36","0.3079005777835846","0.3079005777835846","0.3079005777835846"
"37","0.1250026971101761","0.1250026971101761","0.1250026971101761"
"38","0.14659744501113892","0.14659744501113892","0.14659744501113892"
"39","0.09258000552654266","0.09258000552654266","0.09258000552654266"
"40","0.20221608877182007","0.20221608877182007","0.20221608877182007"
"41","0.34151995182037354","0.34151995182037354","0.34151995182037354"
"42","0.09323528409004211","0.09323528409004211","0.09323528409004211"
"43","0.19485224783420563","0.19485224783420563","0.19485224783420563"
"44","0.21854491531848907","0.21854491531848907","0.21854491531848907"
"45","0.2401137351989746","0.2401137351989746","0.2401137351989746"
"46","0.2056410312652588","0.2056410312652588","0.2056410312652588"
"47","0.20634709298610687","0.20634709298610687","0.20634709298610687"
"48","0.1046263724565506","0.1046263724565506","0.1046263724565506"
"49","0.14101046323776245","0.14101046323776245","0.14101046323776245"
"50","0.1667645275592804","0.1667645275592804","0.1667645275592804"
"51","0.08026123046875","0.08026123046875","0.08026123046875"
"52","0.2414751946926117","0.2414751946926117","0.2414751946926117"
"53","0.11343428492546082","0.11343428492546082","0.11343428492546082"
"54","0.16600468754768372","0.16600468754768372","0.16600468754768372"
"55","0.14775577187538147","0.14775577187538147","0.14775577187538147"
"56","0.11959235370159149","0.11959235370159149","0.11959235370159149"
"57","0.17043009400367737","0.17043009400367737","0.17043009400367737"
"58","0.29273009300231934","0.29273009300231934","0.29273009300231934"
"59","0.2736564874649048","0.2736564874649048","0.2736564874649048"
"60","0.197940394282341","0.197940394282341","0.197940394282341"
"61","0.20918422937393188","0.20918422937393188","0.20918422937393188"
"62","0.15773260593414307","0.15773260593414307","0.15773260593414307"
"63","0.1316382735967636","0.1316382735967636","0.1316382735967636"
"64","0.1453496515750885","0.1453496515750885","0.1453496515750885"
"65","0.08261089771986008","0.08261089771986008","0.08261089771986008"
"66","0.13987340033054352","0.13987340033054352","0.13987340033054352"
"67","0.24550849199295044","0.24550849199295044","0.24550849199295044"
"68","0.1219877079129219","0.1219877079129219","0.1219877079129219"
"69","0.08697204291820526","0.08697204291820526","0.08697204291820526"
"70","0.15475769340991974","0.15475769340991974","0.15475769340991974"
"71","0.22611777484416962","0.22611777484416962","0.22611777484416962"
"72","0.15507709980010986","0.15507709980010986","0.15507709980010986"
"73","0.33937153220176697","0.33937153220176697","0.33937153220176697"
"74","0.25461262464523315","0.25461262464523315","0.25461262464523315"
"75","0.26096007227897644","0.26096007227897644","0.26096007227897644"
"76","0.16621601581573486","0.16621601581573486","0.16621601581573486"
"77","0.18870097398757935","0.18870097398757935","0.18870097398757935"
"78","0.18253079056739807","0.18253079056739807","0.18253079056739807"
"79","0.18665583431720734","0.18665583431720734","0.18665583431720734"
"80","0.19683146476745605","0.19683146476745605","0.19683146476745605"
"81","0.14037466049194336","0.14037466049194336","0.14037466049194336"
"82","0.1131729930639267","0.1131729930639267","0.1131729930639267"
"83","0.14309319853782654","0.14309319853782654","0.14309319853782654"
"84","0.11678121238946915","0.11678121238946915","0.11678121238946915"
"85","0.21450084447860718","0.21450084447860718","0.21450084447860718"
"86","0.18700766563415527","0.18700766563415527","0.18700766563415527"
"87","0.18896496295928955","0.18896496295928955","0.18896496295928955"
"88","0.20920215547084808","0.20920215547084808","0.20920215547084808"
"89","0.07698021084070206","0.07698021084070206","0.07698021084070206"
"90","0.10484637320041656","0.10484637320041656","0.10484637320041656"
"91","0.20751619338989258","0.20751619338989258","0.20751619338989258"
"92","0.23863697052001953","0.23863697052001953","0.23863697052001953"
"93","0.1972183883190155","0.1972183883190155","0.1972183883190155"
"94","0.2015770673751831","0.2015770673751831","0.2015770673751831"
"95","0.2066500037908554","0.2066500037908554","0.2066500037908554"
"96","0.12893715500831604","0.12893715500831604","0.12893715500831604"
"97","0.14521867036819458","0.14521867036819458","0.14521867036819458"
"98","0.09643436968326569","0.09643436968326569","0.09643436968326569"
"99","0.24935641884803772","0.24935641884803772","0.24935641884803772"
"100","0.22116617858409882","0.22116617858409882","0.22116617858409882"
"101","0.18213316798210144","0.18213316798210144","0.18213316798210144"
"102","0.20835086703300476","0.20835086703300476","0.20835086703300476"
"103","0.21163244545459747","0.21163244545459747","0.21163244545459747"
"104","0.10254530608654022","0.10254530608654022","0.10254530608654022"
"105","0.166181743144989","0.166181743144989","0.166181743144989"
"106","0.10154896974563599","0.10154896974563599","0.10154896974563599"
"107","0.18336167931556702","0.18336167931556702","0.18336167931556702"
"108","0.30778640508651733","0.30778640508651733","0.30778640508651733"
"109","0.30659788846969604","0.30659788846969604","0.30659788846969604"
"110","0.16218708455562592","0.16218708455562592","0.16218708455562592"
"111","0.1456134170293808","0.1456134170293808","0.1456134170293808"
"112","0.3063012361526489","0.3063012361526489","0.3063012361526489"
"113","0.10725551843643188","0.10725551843643188","0.10725551843643188"
"114","0.2874453663825989","0.2874453663825989","0.2874453663825989"
"115","0.10691171884536743","0.10691171884536743","0.10691171884536743"
"116","0.19945445656776428","0.19945445656776428","0.19945445656776428"
"117","0.1166895255446434","0.1166895255446434","0.1166895255446434"
"118","0.1912601739168167","0.1912601739168167","0.1912601739168167"
"119","0.23739804327487946","0.23739804327487946","0.23739804327487946"
"120","0.12355321645736694","0.12355321645736694","0.12355321645736694"
"121","0.2168843150138855","0.2168843150138855","0.2168843150138855"
"122","0.09428643435239792","0.09428643435239792","0.09428643435239792"
"123","0.22979894280433655","0.22979894280433655","0.22979894280433655"
"124","0.10946337878704071","0.10946337878704071","0.10946337878704071"
"125","0.10202793776988983","0.10202793776988983","0.10202793776988983"
"126","0.12560191750526428","0.12560191750526428","0.12560191750526428"
"127","0.13838154077529907","0.13838154077529907","0.13838154077529907"
"128","0.16590066254138947","0.16590066254138947","0.16590066254138947"
"129","0.2686305046081543","0.2686305046081543","0.2686305046081543"
"130","0.20116624236106873","0.20116624236106873","0.20116624236106873"
"131","0.18357619643211365","0.18357619643211365","0.18357619643211365"
"132","0.39677369594573975","0.39677369594573975","0.39677369594573975"
"133","0.3210809826850891","0.3210809826850891","0.3210809826850891"
"134","0.2898958921432495","0.2898958921432495","0.2898958921432495"
"135","0.15496307611465454","0.15496307611465454","0.15496307611465454"
"136","0.2517559230327606","0.2517559230327606","0.2517559230327606"
"137","0.18350642919540405","0.18350642919540405","0.18350642919540405"
"138","0.1659151315689087","0.1659151315689087","0.1659151315689087"
"139","0.1499592661857605","0.1499592661857605","0.1499592661857605"
"140","0.10787145048379898","0.10787145048379898","0.10787145048379898"
"141","0.1742435097694397","0.1742435097694397","0.1742435097694397"
"142","0.19447147846221924","0.19447147846221924","0.19447147846221924"
"143","0.31090909242630005","0.31090909242630005","0.31090909242630005"
"144","0.08285106718540192","0.08285106718540192","0.08285106718540192"
"145","0.1576118916273117","0.1576118916273117","0.1576118916273117"
"146","0.22205489873886108","0.22205489873886108","0.22205489873886108"
"147","0.14657247066497803","0.14657247066497803","0.14657247066497803"
"148","0.142135888338089","0.142135888338089","0.142135888338089"
"149","0.2318345457315445","0.2318345457315445","0.2318345457315445"
"150","0.13458354771137238","0.13458354771137238","0.13458354771137238"
"151","0.1784452199935913","0.1784452199935913","0.1784452199935913"
"152","0.20586159825325012","0.20586159825325012","0.20586159825325012"
"153","0.12559767067432404","0.12559767067432404","0.12559767067432404"
"154","0.14379337430000305","0.14379337430000305","0.14379337430000305"
"155","0.23636195063591003","0.23636195063591003","0.23636195063591003"
"156","0.1509806215763092","0.1509806215763092","0.1509806215763092"
"157","0.16370335221290588","0.16370335221290588","0.16370335221290588"
"158","0.20370671153068542","0.20370671153068542","0.20370671153068542"
"159","0.22967606782913208","0.22967606782913208","0.22967606782913208"
"160","0.1503046452999115","0.1503046452999115","0.1503046452999115"
"161","0.1787903606891632","0.1787903606891632","0.1787903606891632"
"162","0.11753156036138535","0.11753156036138535","0.11753156036138535"
"163","0.23783688247203827","0.23783688247203827","0.23783688247203827"
"164","0.19950903952121735","0.19950903952121735","0.19950903952121735"
"165","0.08244970440864563","0.08244970440864563","0.08244970440864563"
"166","0.21548877656459808","0.21548877656459808","0.21548877656459808"
"167","0.15435940027236938","0.15435940027236938","0.15435940027236938"
"168","0.18256598711013794","0.18256598711013794","0.18256598711013794"
"169","0.30571556091308594","0.30571556091308594","0.30571556091308594"
"170","0.10587147623300552","0.10587147623300552","0.10587147623300552"
"171","0.13024772703647614","0.13024772703647614","0.13024772703647614"
"172","0.3337796628475189","0.3337796628475189","0.3337796628475189"
"173","0.09018206596374512","0.09018206596374512","0.09018206596374512"
"174","0.08825854957103729","0.08825854957103729","0.08825854957103729"
"175","0.2588294744491577","0.2588294744491577","0.2588294744491577"
"176","0.09401191771030426","0.09401191771030426","0.09401191771030426"
"177","0.14810965955257416","0.14810965955257416","0.14810965955257416"
"178","0.26172107458114624","0.26172107458114624","0.26172107458114624"
"179","0.15805880725383759","0.15805880725383759","0.15805880725383759"
"180","0.1723768711090088","0.1723768711090088","0.1723768711090088"
"181","0.181058868765831","0.181058868765831","0.181058868765831"
"182","0.1859472692012787","0.1859472692012787","0.1859472692012787"
"183","0.13176345825195312","0.13176345825195312","0.13176345825195312"
"184","0.21422329545021057","0.21422329545021057","0.21422329545021057"
"185","0.2938593626022339","0.2938593626022339","0.2938593626022339"
"186","0.18144625425338745","0.18144625425338745","0.18144625425338745"
"187","0.15487566590309143","0.15487566590309143","0.15487566590309143"
"188","0.14864122867584229","0.14864122867584229","0.14864122867584229"
"189","0.09490568935871124","0.09490568935871124","0.09490568935871124"
"190","0.24194827675819397","0.24194827675819397","0.24194827675819397"
"191","0.17821753025054932","0.17821753025054932","0.17821753025054932"
"192","0.16651113331317902","0.16651113331317902","0.16651113331317902"
"193","0.22692033648490906","0.22692033648490906","0.22692033648490906"
"194","0.11052963137626648","0.11052963137626648","0.11052963137626648"
"195","0.18060258030891418","0.18060258030891418","0.18060258030891418"
"196","0.07745963335037231","0.07745963335037231","0.07745963335037231"
"197","0.19444262981414795","0.19444262981414795","0.19444262981414795"
"198","0.1501481533050537","0.1501481533050537","0.1501481533050537"
"199","0.1894945204257965","0.1894945204257965","0.1894945204257965"
"200","0.16838783025741577","0.16838783025741577","0.16838783025741577"
"201","0.20274901390075684","0.20274901390075684","0.20274901390075684"
"202","0.17629721760749817","0.17629721760749817","0.17629721760749817"
"203","0.09419861435890198","0.09419861435890198","0.09419861435890198"
"204","0.21747878193855286","0.21747878193855286","0.21747878193855286"
"205","0.10414384305477142","0.10414384305477142","0.10414384305477142"
"206","0.2266790121793747","0.2266790121793747","0.2266790121793747"
"207","0.3127318024635315","0.3127318024635315","0.3127318024635315"
"208","0.2035820037126541","0.2035820037126541","0.2035820037126541"
"209","0.1433994174003601","0.1433994174003601","0.1433994174003601"
"210","0.09647771716117859","0.09647771716117859","0.09647771716117859"
"211","0.1984148472547531","0.1984148472547531","0.1984148472547531"
"212","0.22218844294548035","0.22218844294548035","0.22218844294548035"
"213","0.17772546410560608","0.17772546410560608","0.17772546410560608"
"214","0.21666425466537476","0.21666425466537476","0.21666425466537476"
"215","0.08033250272274017","0.08033250272274017","0.08033250272274017"
"216","0.23249973356723785","0.23249973356723785","0.23249973356723785"
"217","0.22897423803806305","0.22897423803806305","0.22897423803806305"
"218","0.12893247604370117","0.12893247604370117","0.12893247604370117"
"219","0.13958871364593506","0.13958871364593506","0.13958871364593506"
"220","0.14996784925460815","0.14996784925460815","0.14996784925460815"
"221","0.09475523233413696","0.09475523233413696","0.09475523233413696"
"222","0.22973620891571045","0.22973620891571045","0.22973620891571045"
"223","0.104769267141819","0.104769267141819","0.104769267141819"
"224","0.2974061071872711","0.2974061071872711","0.2974061071872711"
"225","0.2663915157318115","0.2663915157318115","0.2663915157318115"
"226","0.17774248123168945","0.17774248123168945","0.17774248123168945"
"227","0.22306585311889648","0.22306585311889648","0.22306585311889648"
"228","0.1667669713497162","0.1667669713497162","0.1667669713497162"
"229","0.14474286139011383","0.14474286139011383","0.14474286139011383"
"230","0.2129993587732315","0.2129993587732315","0.2129993587732315"
"231","0.17417296767234802","0.17417296767234802","0.17417296767234802"
"232","0.15270158648490906","0.15270158648490906","0.15270158648490906"
"233","0.2633346617221832","0.2633346617221832","0.2633346617221832"
"234","0.18576468527317047","0.18576468527317047","0.18576468527317047"
"235","0.26540470123291016","0.26540470123291016","0.26540470123291016"
"236","0.2763422727584839","0.2763422727584839","0.2763422727584839"
"237","0.35303232073783875","0.35303232073783875","0.35303232073783875"
"238","0.18233323097229004","0.18233323097229004","0.18233323097229004"
"239","0.26427751779556274","0.26427751779556274","0.26427751779556274"
"240","0.17972391843795776","0.17972391843795776","0.17972391843795776"
"241","0.08976870775222778","0.08976870775222778","0.08976870775222778"
"242","0.17274537682533264","0.17274537682533264","0.17274537682533264"
"243","0.20320111513137817","0.20320111513137817","0.20320111513137817"
"244","0.2273787260055542","0.2273787260055542","0.2273787260055542"
"245","0.12148073315620422","0.12148073315620422","0.12148073315620422"
"246","0.15064463019371033","0.15064463019371033","0.15064463019371033"
"247","0.1348913311958313","0.1348913311958313","0.1348913311958313"
"248","0.18217863142490387","0.18217863142490387","0.18217863142490387"
"249","0.26659148931503296","0.26659148931503296","0.26659148931503296"
"250","0.20042547583580017","0.20042547583580017","0.20042547583580017"
"251","0.19990898668766022","0.19990898668766022","0.19990898668766022"
"252","0.2616336941719055","0.2616336941719055","0.2616336941719055"
"253","0.1480216085910797","0.1480216085910797","0.1480216085910797"
"254","0.21733835339546204","0.21733835339546204","0.21733835339546204"
"255","0.17311027646064758","0.17311027646064758","0.17311027646064758"
"256","0.22265572845935822","0.22265572845935822","0.22265572845935822"
"257","0.2396647185087204","0.2396647185087204","0.2396647185087204"
"258","0.1798611730337143","0.1798611730337143","0.1798611730337143"
"259","0.18061140179634094","0.18061140179634094","0.18061140179634094"
"260","0.24100041389465332","0.24100041389465332","0.24100041389465332"
"261","0.15935198962688446","0.15935198962688446","0.15935198962688446"
"262","0.2599906921386719","0.2599906921386719","0.2599906921386719"
"263","0.14064590632915497","0.14064590632915497","0.14064590632915497"
"264","0.09983451664447784","0.09983451664447784","0.09983451664447784"
"265","0.09549891948699951","0.09549891948699951","0.09549891948699951"
"266","0.15119990706443787","0.15119990706443787","0.15119990706443787"
"267","0.12499745190143585","0.12499745190143585","0.12499745190143585"
"268","0.2761678695678711","0.2761678695678711","0.2761678695678711"
"269","0.19145403802394867","0.19145403802394867","0.19145403802394867"
"270","0.1921902596950531","0.1921902596950531","0.1921902596950531"
"271","0.21063736081123352","0.21063736081123352","0.21063736081123352"
"272","0.1039457768201828","0.1039457768201828","0.1039457768201828"
"273","0.09314730763435364","0.09314730763435364","0.09314730763435364"
"274","0.12486496567726135","0.12486496567726135","0.12486496567726135"
"275","0.10791128873825073","0.10791128873825073","0.10791128873825073"
"276","0.23018085956573486","0.23018085956573486","0.23018085956573486"
"277","0.18031752109527588","0.18031752109527588","0.18031752109527588"
"278","0.17973503470420837","0.17973503470420837","0.17973503470420837"
"279","0.18159359693527222","0.18159359693527222","0.18159359693527222"
"280","0.16585975885391235","0.16585975885391235","0.16585975885391235"
"281","0.31800371408462524","0.31800371408462524","0.31800371408462524"
"282","0.2528849244117737","0.2528849244117737","0.2528849244117737"
"283","0.17526379227638245","0.17526379227638245","0.17526379227638245"
"284","0.21070243418216705","0.21070243418216705","0.21070243418216705"
"285","0.18834099173545837","0.18834099173545837","0.18834099173545837"
"286","0.18909496068954468","0.18909496068954468","0.18909496068954468"
"287","0.2287720888853073","0.2287720888853073","0.2287720888853073"
"288","0.17682430148124695","0.17682430148124695","0.17682430148124695"
"289","0.1414562463760376","0.1414562463760376","0.1414562463760376"
"290","0.13173620402812958","0.13173620402812958","0.13173620402812958"
"291","0.27761781215667725","0.27761781215667725","0.27761781215667725"
"292","0.15571025013923645","0.15571025013923645","0.15571025013923645"
"293","0.19876717031002045","0.19876717031002045","0.19876717031002045"
"294","0.17631036043167114","0.17631036043167114","0.17631036043167114"
"295","0.10100045800209045","0.10100045800209045","0.10100045800209045"
"296","0.19359377026557922","0.19359377026557922","0.19359377026557922"
"297","0.15003690123558044","0.15003690123558044","0.15003690123558044"
"298","0.19105644524097443","0.19105644524097443","0.19105644524097443"
"299","0.1263955682516098","0.1263955682516098","0.1263955682516098"
"300","0.26710832118988037","0.26710832118988037","0.26710832118988037"
"301","0.1708258092403412","0.1708258092403412","0.1708258092403412"
"302","0.18479733169078827","0.18479733169078827","0.18479733169078827"
"303","0.256503701210022","0.256503701210022","0.256503701210022"
"304","0.08664823323488235","0.08664823323488235","0.08664823323488235"
"305","0.15257906913757324","0.15257906913757324","0.15257906913757324"
"306","0.192062646150589","0.192062646150589","0.192062646150589"
"307","0.14155957102775574","0.14155957102775574","0.14155957102775574"
"308","0.2234944850206375","0.2234944850206375","0.2234944850206375"
"309","0.2568518817424774","0.2568518817424774","0.2568518817424774"
"310","0.16713187098503113","0.16713187098503113","0.16713187098503113"
"311","0.2570721507072449","0.2570721507072449","0.2570721507072449"
"312","0.1668401062488556","0.1668401062488556","0.1668401062488556"
"313","0.09327660501003265","0.09327660501003265","0.09327660501003265"
"314","0.12128084152936935","0.12128084152936935","0.12128084152936935"
"315","0.22975406050682068","0.22975406050682068","0.22975406050682068"
"316","0.12096917629241943","0.12096917629241943","0.12096917629241943"
"317","0.15819406509399414","0.15819406509399414","0.15819406509399414"
"318","0.24172735214233398","0.24172735214233398","0.24172735214233398"
"319","0.25481677055358887","0.25481677055358887","0.25481677055358887"
"320","0.14546629786491394","0.14546629786491394","0.14546629786491394"
"321","0.1074356660246849","0.1074356660246849","0.1074356660246849"
"322","0.2572327256202698","0.2572327256202698","0.2572327256202698"
"323","0.1269962191581726","0.1269962191581726","0.1269962191581726"
"324","0.2467862367630005","0.2467862367630005","0.2467862367630005"
"325","0.14529788494110107","0.14529788494110107","0.14529788494110107"
"326","0.11250763386487961","0.11250763386487961","0.11250763386487961"
"327","0.12298062443733215","0.12298062443733215","0.12298062443733215"
"328","0.09952643513679504","0.09952643513679504","0.09952643513679504"
"329","0.11133496463298798","0.11133496463298798","0.11133496463298798"
"330","0.20458203554153442","0.20458203554153442","0.20458203554153442"
"331","0.13472741842269897","0.13472741842269897","0.13472741842269897"
"332","0.12196891009807587","0.12196891009807587","0.12196891009807587"
"333","0.13409408926963806","0.13409408926963806","0.13409408926963806"
"334","0.2030927836894989","0.2030927836894989","0.2030927836894989"
"335","0.16636130213737488","0.16636130213737488","0.16636130213737488"
"336","0.291888952255249","0.291888952255249","0.291888952255249"
"337","0.19336070120334625","0.19336070120334625","0.19336070120334625"
"338","0.15857453644275665","0.15857453644275665","0.15857453644275665"
"339","0.13511963188648224","0.13511963188648224","0.13511963188648224"
"340","0.20020344853401184","0.20020344853401184","0.20020344853401184"
"341","0.17768630385398865","0.17768630385398865","0.17768630385398865"
"342","0.22950400412082672","0.22950400412082672","0.22950400412082672"
"343","0.20566177368164062","0.20566177368164062","0.20566177368164062"
"344","0.1462499052286148","0.1462499052286148","0.1462499052286148"
"345","0.13152769207954407","0.13152769207954407","0.13152769207954407"
"346","0.18142840266227722","0.18142840266227722","0.18142840266227722"
"347","0.14080733060836792","0.14080733060836792","0.14080733060836792"
"348","0.09725024551153183","0.09725024551153183","0.09725024551153183"
"349","0.2327611744403839","0.2327611744403839","0.2327611744403839"
"350","0.23719921708106995","0.23719921708106995","0.23719921708106995"
"351","0.17032140493392944","0.17032140493392944","0.17032140493392944"
"352","0.12389104068279266","0.12389104068279266","0.12389104068279266"
"353","0.21100552380084991","0.21100552380084991","0.21100552380084991"
"354","0.1312529444694519","0.1312529444694519","0.1312529444694519"
"355","0.1969606876373291","0.1969606876373291","0.1969606876373291"
"356","0.17735710740089417","0.17735710740089417","0.17735710740089417"
"357","0.23421651124954224","0.23421651124954224","0.23421651124954224"
"358","0.2617662250995636","0.2617662250995636","0.2617662250995636"
"359","0.12214108556509018","0.12214108556509018","0.12214108556509018"
"360","0.18761451542377472","0.18761451542377472","0.18761451542377472"
"361","0.10710544884204865","0.10710544884204865","0.10710544884204865"
"362","0.1797274798154831","0.1797274798154831","0.1797274798154831"
"363","0.13672170042991638","0.13672170042991638","0.13672170042991638"
"364","0.25278475880622864","0.25278475880622864","0.25278475880622864"
"365","0.22531244158744812","0.22531244158744812","0.22531244158744812"
"366","0.20818503201007843","0.20818503201007843","0.20818503201007843"
"367","0.14162003993988037","0.14162003993988037","0.14162003993988037"
"368","0.15847927331924438","0.15847927331924438","0.15847927331924438"
"369","0.16019219160079956","0.16019219160079956","0.16019219160079956"
"370","0.3317674398422241","0.3317674398422241","0.3317674398422241"
"371","0.20658528804779053","0.20658528804779053","0.20658528804779053"
"372","0.2572380304336548","0.2572380304336548","0.2572380304336548"
"373","0.23148924112319946","0.23148924112319946","0.23148924112319946"
"374","0.36621612310409546","0.36621612310409546","0.36621612310409546"
"375","0.12607824802398682","0.12607824802398682","0.12607824802398682"
"376","0.14387473464012146","0.14387473464012146","0.14387473464012146"
"377","0.1323091983795166","0.1323091983795166","0.1323091983795166"
"378","0.2057582288980484","0.2057582288980484","0.2057582288980484"
"379","0.17413969337940216","0.17413969337940216","0.17413969337940216"
"380","0.16383378207683563","0.16383378207683563","0.16383378207683563"
"381","0.1026507318019867","0.1026507318019867","0.1026507318019867"
"382","0.17963820695877075","0.17963820695877075","0.17963820695877075"
"383","0.25907599925994873","0.25907599925994873","0.25907599925994873"
"384","0.15535128116607666","0.15535128116607666","0.15535128116607666"
"385","0.26845550537109375","0.26845550537109375","0.26845550537109375"
"386","0.20564007759094238","0.20564007759094238","0.20564007759094238"
"387","0.3143325746059418","0.3143325746059418","0.3143325746059418"
"388","0.10895564407110214","0.10895564407110214","0.10895564407110214"
"389","0.2203717976808548","0.2203717976808548","0.2203717976808548"
"390","0.1046299859881401","0.1046299859881401","0.1046299859881401"
"391","0.11434738337993622","0.11434738337993622","0.11434738337993622"
"392","0.21529731154441833","0.21529731154441833","0.21529731154441833"
"393","0.09739265590906143","0.09739265590906143","0.09739265590906143"
"394","0.2152141034603119","0.2152141034603119","0.2152141034603119"
"395","0.14247968792915344","0.14247968792915344","0.14247968792915344"
"396","0.3258187472820282","0.3258187472820282","0.3258187472820282"
"397","0.13273152709007263","0.13273152709007263","0.13273152709007263"
"398","0.27955925464630127","0.27955925464630127","0.27955925464630127"
"399","0.17217087745666504","0.17217087745666504","0.17217087745666504"
"400","0.27082115411758423","0.27082115411758423","0.27082115411758423"
"401","0.16147659718990326","0.16147659718990326","0.16147659718990326"
"402","0.16372092068195343","0.16372092068195343","0.16372092068195343"
"403","0.23416084051132202","0.23416084051132202","0.23416084051132202"
"404","0.3223472833633423","0.3223472833633423","0.3223472833633423"
"405","0.15504026412963867","0.15504026412963867","0.15504026412963867"
"406","0.20763163268566132","0.20763163268566132","0.20763163268566132"
"407","0.23603327572345734","0.23603327572345734","0.23603327572345734"
"408","0.0907219797372818","0.0907219797372818","0.0907219797372818"
"409","0.16967464983463287","0.16967464983463287","0.16967464983463287"
"410","0.131452739238739","0.131452739238739","0.131452739238739"
"411","0.25579172372817993","0.25579172372817993","0.25579172372817993"
"412","0.08870896697044373","0.08870896697044373","0.08870896697044373"
"413","0.09469850361347198","0.09469850361347198","0.09469850361347198"
"414","0.1690848469734192","0.1690848469734192","0.1690848469734192"
"415","0.1346684992313385","0.1346684992313385","0.1346684992313385"
"416","0.26259177923202515","0.26259177923202515","0.26259177923202515"
"417","0.12855006754398346","0.12855006754398346","0.12855006754398346"
"418","0.15670612454414368","0.15670612454414368","0.15670612454414368"
"419","0.3415055274963379","0.3415055274963379","0.3415055274963379"
"420","0.19127310812473297","0.19127310812473297","0.19127310812473297"
"421","0.08879081904888153","0.08879081904888153","0.08879081904888153"
"422","0.21336138248443604","0.21336138248443604","0.21336138248443604"
"423","0.2330133616924286","0.2330133616924286","0.2330133616924286"
"424","0.3245471119880676","0.3245471119880676","0.3245471119880676"
"425","0.10135884582996368","0.10135884582996368","0.10135884582996368"
"426","0.1343494951725006","0.1343494951725006","0.1343494951725006"
"427","0.14686113595962524","0.14686113595962524","0.14686113595962524"
"428","0.11976543068885803","0.11976543068885803","0.11976543068885803"
"429","0.16768671572208405","0.16768671572208405","0.16768671572208405"
"430","0.23704108595848083","0.23704108595848083","0.23704108595848083"
"431","0.1182003915309906","0.1182003915309906","0.1182003915309906"
"432","0.11659503728151321","0.11659503728151321","0.11659503728151321"
"433","0.11440100520849228","0.11440100520849228","0.11440100520849228"
"434","0.17278888821601868","0.17278888821601868","0.17278888821601868"
"435","0.25559818744659424","0.25559818744659424","0.25559818744659424"
"436","0.17125022411346436","0.17125022411346436","0.17125022411346436"
"437","0.1717435121536255","0.1717435121536255","0.1717435121536255"
"438","0.22068504989147186","0.22068504989147186","0.22068504989147186"
"439","0.1106732189655304","0.1106732189655304","0.1106732189655304"
"440","0.12788669764995575","0.12788669764995575","0.12788669764995575"
"441","0.36658740043640137","0.36658740043640137","0.36658740043640137"
"442","0.21767380833625793","0.21767380833625793","0.21767380833625793"
"443","0.1510716676712036","0.1510716676712036","0.1510716676712036"
"444","0.1101071909070015","0.1101071909070015","0.1101071909070015"
"445","0.12537992000579834","0.12537992000579834","0.12537992000579834"
"446","0.20151424407958984","0.20151424407958984","0.20151424407958984"
"447","0.21373508870601654","0.21373508870601654","0.21373508870601654"
