"Step","object_C_fine - magic123/loss_mask","object_C_fine - magic123/loss_mask__MIN","object_C_fine - magic123/loss_mask__MAX","object_C_coarse - magic123/loss_mask","object_C_coarse - magic123/loss_mask__MIN","object_C_coarse - magic123/loss_mask__MAX"
"37","0.026094166561961174","0.026094166561961174","0.026094166561961174","0.6275990009307861","0.6275990009307861","0.6275990009307861"
"38","0.026043852791190147","0.026043852791190147","0.026043852791190147","0.6224563121795654","0.6224563121795654","0.6224563121795654"
"39","0.025926068425178528","0.025926068425178528","0.025926068425178528","0.6195875406265259","0.6195875406265259","0.6195875406265259"
"40","0.025847211480140686","0.025847211480140686","0.025847211480140686","0.6090693473815918","0.6090693473815918","0.6090693473815918"
"41","0.025773271918296814","0.025773271918296814","0.025773271918296814","0.6008756160736084","0.6008756160736084","0.6008756160736084"
"42","0.02572506293654442","0.02572506293654442","0.02572506293654442","0.5885857939720154","0.5885857939720154","0.5885857939720154"
"43","0.025665108114480972","0.025665108114480972","0.025665108114480972","0.5783401727676392","0.5783401727676392","0.5783401727676392"
"44","0.02561168372631073","0.02561168372631073","0.02561168372631073","0.5725724697113037","0.5725724697113037","0.5725724697113037"
"45","0.02553977631032467","0.02553977631032467","0.02553977631032467","0.5599861741065979","0.5599861741065979","0.5599861741065979"
"46","0.025499049574136734","0.025499049574136734","0.025499049574136734","0.5487502813339233","0.5487502813339233","0.5487502813339233"
"47","0.025431370362639427","0.025431370362639427","0.025431370362639427","0.5345708727836609","0.5345708727836609","0.5345708727836609"
"48","0.025396935641765594","0.025396935641765594","0.025396935641765594","0.5218709111213684","0.5218709111213684","0.5218709111213684"
"49","0.025327222421765327","0.025327222421765327","0.025327222421765327","0.49784648418426514","0.49784648418426514","0.49784648418426514"
"50","0.025274764746427536","0.025274764746427536","0.025274764746427536","0.4883817136287689","0.4883817136287689","0.4883817136287689"
"51","0.02520313858985901","0.02520313858985901","0.02520313858985901","0.4804704189300537","0.4804704189300537","0.4804704189300537"
"52","0.025131817907094955","0.025131817907094955","0.025131817907094955","0.47166794538497925","0.47166794538497925","0.47166794538497925"
"53","0.025079431012272835","0.025079431012272835","0.025079431012272835","0.4629742205142975","0.4629742205142975","0.4629742205142975"
"54","0.025016354396939278","0.025016354396939278","0.025016354396939278","0.46003788709640503","0.46003788709640503","0.46003788709640503"
"55","0.0249455776065588","0.0249455776065588","0.0249455776065588","0.4486948549747467","0.4486948549747467","0.4486948549747467"
"56","0.02489967830479145","0.02489967830479145","0.02489967830479145","0.44660472869873047","0.44660472869873047","0.44660472869873047"
"57","0.024866899475455284","0.024866899475455284","0.024866899475455284","0.4365996718406677","0.4365996718406677","0.4365996718406677"
"58","0.024800945073366165","0.024800945073366165","0.024800945073366165","0.4318085312843323","0.4318085312843323","0.4318085312843323"
"59","0.02478114888072014","0.02478114888072014","0.02478114888072014","0.42446374893188477","0.42446374893188477","0.42446374893188477"
"60","0.024717938154935837","0.024717938154935837","0.024717938154935837","0.419790655374527","0.419790655374527","0.419790655374527"
"61","0.02465217188000679","0.02465217188000679","0.02465217188000679","0.41342198848724365","0.41342198848724365","0.41342198848724365"
"62","0.02458787150681019","0.02458787150681019","0.02458787150681019","0.4098590016365051","0.4098590016365051","0.4098590016365051"
"63","0.02451932802796364","0.02451932802796364","0.02451932802796364","0.41048187017440796","0.41048187017440796","0.41048187017440796"
"64","0.024497341364622116","0.024497341364622116","0.024497341364622116","0.40482035279273987","0.40482035279273987","0.40482035279273987"
"65","0.0244147852063179","0.0244147852063179","0.0244147852063179","0.3681144714355469","0.3681144714355469","0.3681144714355469"
"66","0.024364477023482323","0.024364477023482323","0.024364477023482323","0.36904340982437134","0.36904340982437134","0.36904340982437134"
"67","0.024332357570528984","0.024332357570528984","0.024332357570528984","0.36631011962890625","0.36631011962890625","0.36631011962890625"
"68","0.024287421256303787","0.024287421256303787","0.024287421256303787","0.3619117736816406","0.3619117736816406","0.3619117736816406"
"69","0.02424042485654354","0.02424042485654354","0.02424042485654354","0.36059918999671936","0.36059918999671936","0.36059918999671936"
"70","0.02419840171933174","0.02419840171933174","0.02419840171933174","0.3576197028160095","0.3576197028160095","0.3576197028160095"
"71","0.02410544827580452","0.02410544827580452","0.02410544827580452","0.355693519115448","0.355693519115448","0.355693519115448"
"72","0.024022439494729042","0.024022439494729042","0.024022439494729042","0.34604525566101074","0.34604525566101074","0.34604525566101074"
"73","0.02393268421292305","0.02393268421292305","0.02393268421292305","0.3494088053703308","0.3494088053703308","0.3494088053703308"
"74","0.02388438954949379","0.02388438954949379","0.02388438954949379","0.3517846465110779","0.3517846465110779","0.3517846465110779"
"75","0.023821037262678146","0.023821037262678146","0.023821037262678146","0.34725499153137207","0.34725499153137207","0.34725499153137207"
"76","0.023755371570587158","0.023755371570587158","0.023755371570587158","0.34270283579826355","0.34270283579826355","0.34270283579826355"
"77","0.023704979568719864","0.023704979568719864","0.023704979568719864","0.33961036801338196","0.33961036801338196","0.33961036801338196"
"78","0.023643452674150467","0.023643452674150467","0.023643452674150467","0.33824092149734497","0.33824092149734497","0.33824092149734497"
"79","0.02358638122677803","0.02358638122677803","0.02358638122677803","0.33904147148132324","0.33904147148132324","0.33904147148132324"
"80","0.023552007973194122","0.023552007973194122","0.023552007973194122","0.3303683400154114","0.3303683400154114","0.3303683400154114"
"81","0.023502323776483536","0.023502323776483536","0.023502323776483536","0.28487735986709595","0.28487735986709595","0.28487735986709595"
"82","0.023448022082448006","0.023448022082448006","0.023448022082448006","0.2866000235080719","0.2866000235080719","0.2866000235080719"
"83","0.023390401154756546","0.023390401154756546","0.023390401154756546","0.2861424684524536","0.2861424684524536","0.2861424684524536"
"84","0.023345116525888443","0.023345116525888443","0.023345116525888443","0.28400397300720215","0.28400397300720215","0.28400397300720215"
"85","0.023318186402320862","0.023318186402320862","0.023318186402320862","0.2866821587085724","0.2866821587085724","0.2866821587085724"
"86","0.0232502743601799","0.0232502743601799","0.0232502743601799","0.2770387530326843","0.2770387530326843","0.2770387530326843"
"87","0.023203004151582718","0.023203004151582718","0.023203004151582718","0.2805144190788269","0.2805144190788269","0.2805144190788269"
"88","0.023127174004912376","0.023127174004912376","0.023127174004912376","0.2802855372428894","0.2802855372428894","0.2802855372428894"
"89","0.0230422280728817","0.0230422280728817","0.0230422280728817","0.2782825231552124","0.2782825231552124","0.2782825231552124"
"90","0.022975629195570946","0.022975629195570946","0.022975629195570946","0.2737903594970703","0.2737903594970703","0.2737903594970703"
"91","0.02294532209634781","0.02294532209634781","0.02294532209634781","0.27406519651412964","0.27406519651412964","0.27406519651412964"
"92","0.02290787361562252","0.02290787361562252","0.02290787361562252","0.2670247256755829","0.2670247256755829","0.2670247256755829"
"93","0.022861983627080917","0.022861983627080917","0.022861983627080917","0.27780672907829285","0.27780672907829285","0.27780672907829285"
"94","0.022794576361775398","0.022794576361775398","0.022794576361775398","0.2689720094203949","0.2689720094203949","0.2689720094203949"
"95","0.02277335710823536","0.02277335710823536","0.02277335710823536","0.27367085218429565","0.27367085218429565","0.27367085218429565"
"96","0.022724280133843422","0.022724280133843422","0.022724280133843422","0.2650608420372009","0.2650608420372009","0.2650608420372009"
"97","0.02268291264772415","0.02268291264772415","0.02268291264772415","0.21821419894695282","0.21821419894695282","0.21821419894695282"
"98","0.022615263238549232","0.022615263238549232","0.022615263238549232","0.215803861618042","0.215803861618042","0.215803861618042"
"99","0.022550921887159348","0.022550921887159348","0.022550921887159348","0.21322554349899292","0.21322554349899292","0.21322554349899292"
"100","0.022516189143061638","0.022516189143061638","0.022516189143061638","0.20881645381450653","0.20881645381450653","0.20881645381450653"
"101","0","0","0","0","0","0"
"102","0.022437386214733124","0.022437386214733124","0.022437386214733124","0","0","0"
"103","0","0","0","0","0","0"
"104","0.022315504029393196","0.022315504029393196","0.022315504029393196","0.213172048330307","0.213172048330307","0.213172048330307"
"105","0","0","0","0","0","0"
"106","0.022225726395845413","0.022225726395845413","0.022225726395845413","0","0","0"
"107","0","0","0","0","0","0"
"108","0.02216813713312149","0.02216813713312149","0.02216813713312149","0.19988775253295898","0.19988775253295898","0.19988775253295898"
"109","0","0","0","0","0","0"
"110","0.022097239270806313","0.022097239270806313","0.022097239270806313","0","0","0"
"111","0","0","0","0","0","0"
"112","0.022051140666007996","0.022051140666007996","0.022051140666007996","0.20066189765930176","0.20066189765930176","0.20066189765930176"
"113","0","0","0","0","0","0"
"114","0.021989241242408752","0.021989241242408752","0.021989241242408752","0","0","0"
"115","0","0","0","0","0","0"
"116","0.021930430084466934","0.021930430084466934","0.021930430084466934","0.1622374951839447","0.1622374951839447","0.1622374951839447"
"117","0","0","0","0","0","0"
"118","0.02186613902449608","0.02186613902449608","0.02186613902449608","0","0","0"
"119","0","0","0","0","0","0"
"120","0.02176671475172043","0.02176671475172043","0.02176671475172043","0.16025082767009735","0.16025082767009735","0.16025082767009735"
"121","0","0","0","0","0","0"
"122","0.021730735898017883","0.021730735898017883","0.021730735898017883","0","0","0"
"123","0","0","0","0","0","0"
"124","0.02168392390012741","0.02168392390012741","0.02168392390012741","0.1626776158809662","0.1626776158809662","0.1626776158809662"
"125","0","0","0","0","0","0"
"126","0.02162960171699524","0.02162960171699524","0.02162960171699524","0","0","0"
"127","0","0","0","0","0","0"
"128","0.021576672792434692","0.021576672792434692","0.021576672792434692","0.16044476628303528","0.16044476628303528","0.16044476628303528"
"129","0","0","0","0","0","0"
"130","0.02153916098177433","0.02153916098177433","0.02153916098177433","0","0","0"
"131","0","0","0","0","0","0"
"132","0.021457821130752563","0.021457821130752563","0.021457821130752563","0.12970447540283203","0.12970447540283203","0.12970447540283203"
"133","0","0","0","0","0","0"
"134","0.021416597068309784","0.021416597068309784","0.021416597068309784","0","0","0"
"135","0","0","0","0","0","0"
"136","0.02136194333434105","0.02136194333434105","0.02136194333434105","0.13103023171424866","0.13103023171424866","0.13103023171424866"
"137","0","0","0","0","0","0"
"138","0.021300803869962692","0.021300803869962692","0.021300803869962692","0","0","0"
"139","0","0","0","0","0","0"
"140","0.021264608949422836","0.021264608949422836","0.021264608949422836","0.125832200050354","0.125832200050354","0.125832200050354"
"141","0","0","0","0","0","0"
"142","0.0212204921990633","0.0212204921990633","0.0212204921990633","0","0","0"
"143","0","0","0","0","0","0"
"144","0.0211419016122818","0.0211419016122818","0.0211419016122818","0.12728813290596008","0.12728813290596008","0.12728813290596008"
"145","0","0","0","0","0","0"
"146","0.021103087812662125","0.021103087812662125","0.021103087812662125","0","0","0"
"147","0","0","0","0","0","0"
"148","0.02106446586549282","0.02106446586549282","0.02106446586549282","0.11751023679971695","0.11751023679971695","0.11751023679971695"
"149","0","0","0","0","0","0"
"150","0.021022692322731018","0.021022692322731018","0.021022692322731018","0","0","0"
"151","0","0","0","0","0","0"
"152","0.020981017500162125","0.020981017500162125","0.020981017500162125","0.09951037913560867","0.09951037913560867","0.09951037913560867"
"153","0","0","0","0","0","0"
"154","0.020923711359500885","0.020923711359500885","0.020923711359500885","0","0","0"
"155","0","0","0","0","0","0"
"156","0.020890960469841957","0.020890960469841957","0.020890960469841957","0.09908488392829895","0.09908488392829895","0.09908488392829895"
"157","0","0","0","0","0","0"
"158","0.02085305191576481","0.02085305191576481","0.02085305191576481","0","0","0"
"159","0","0","0","0","0","0"
"160","0.020771004259586334","0.020771004259586334","0.020771004259586334","0.09528294950723648","0.09528294950723648","0.09528294950723648"
"161","0","0","0","0","0","0"
"162","0.020737970247864723","0.020737970247864723","0.020737970247864723","0","0","0"
"163","0","0","0","0","0","0"
"164","0.020687002688646317","0.020687002688646317","0.020687002688646317","0.0734921544790268","0.0734921544790268","0.0734921544790268"
"165","0","0","0","0","0","0"
"166","0.02063807100057602","0.02063807100057602","0.02063807100057602","0","0","0"
"167","0","0","0","0","0","0"
"168","0.020571354776620865","0.020571354776620865","0.020571354776620865","0.0749242901802063","0.0749242901802063","0.0749242901802063"
"169","0","0","0","0","0","0"
"170","0.02053353190422058","0.02053353190422058","0.02053353190422058","0","0","0"
"171","0","0","0","0","0","0"
"172","0.020477604120969772","0.020477604120969772","0.020477604120969772","0.06828758120536804","0.06828758120536804","0.06828758120536804"
"173","0","0","0","0","0","0"
"174","0.020398415625095367","0.020398415625095367","0.020398415625095367","0","0","0"
"175","0","0","0","0","0","0"
"176","0.02032124623656273","0.02032124623656273","0.02032124623656273","0.06617950648069382","0.06617950648069382","0.06617950648069382"
"177","0","0","0","0","0","0"
"178","0.020268715918064117","0.020268715918064117","0.020268715918064117","0","0","0"
"179","0","0","0","0","0","0"
"180","0.020186323672533035","0.020186323672533035","0.020186323672533035","0.047451213002204895","0.047451213002204895","0.047451213002204895"
"181","0","0","0","0","0","0"
"182","0.020165186375379562","0.020165186375379562","0.020165186375379562","0","0","0"
"183","0","0","0","0","0","0"
"184","0.02011515386402607","0.02011515386402607","0.02011515386402607","0.04864819720387459","0.04864819720387459","0.04864819720387459"
"185","0","0","0","0","0","0"
"186","0.020074989646673203","0.020074989646673203","0.020074989646673203","0","0","0"
"187","0","0","0","0","0","0"
"188","0.020010024309158325","0.020010024309158325","0.020010024309158325","0.04962293803691864","0.04962293803691864","0.04962293803691864"
"189","0","0","0","0","0","0"
"190","0.019962739199399948","0.019962739199399948","0.019962739199399948","0","0","0"
"191","0","0","0","0","0","0"
"192","0.01991140842437744","0.01991140842437744","0.01991140842437744","0.04565716162323952","0.04565716162323952","0.04565716162323952"
"193","0","0","0","0","0","0"
"194","0.01986103504896164","0.01986103504896164","0.01986103504896164","0","0","0"
"195","0","0","0","0","0","0"
"196","0.019799891859292984","0.019799891859292984","0.019799891859292984","0.039207421243190765","0.039207421243190765","0.039207421243190765"
"197","0","0","0","0","0","0"
"198","0.019754335284233093","0.019754335284233093","0.019754335284233093","0","0","0"
"199","0","0","0","0","0","0"
"200","0.01973363384604454","0.01973363384604454","0.01973363384604454","0.03883913904428482","0.03883913904428482","0.03883913904428482"
"201","0","0","0","0","0","0"
"202","0.019703209400177002","0.019703209400177002","0.019703209400177002","0","0","0"
"203","0","0","0","0","0","0"
"204","0.019647452980279922","0.019647452980279922","0.019647452980279922","0.03704378008842468","0.03704378008842468","0.03704378008842468"
"205","0","0","0","0","0","0"
"206","0.019590726122260094","0.019590726122260094","0.019590726122260094","0","0","0"
"207","0","0","0","0","0","0"
"208","0.019527874886989594","0.019527874886989594","0.019527874886989594","0.036864496767520905","0.036864496767520905","0.036864496767520905"
"209","0","0","0","0","0","0"
"210","0.01949154958128929","0.01949154958128929","0.01949154958128929","0","0","0"
"211","0","0","0","0","0","0"
"212","0.019421041011810303","0.019421041011810303","0.019421041011810303","0.03288720175623894","0.03288720175623894","0.03288720175623894"
"213","0","0","0","0","0","0"
"214","0.01938008703291416","0.01938008703291416","0.01938008703291416","0","0","0"
"215","0","0","0","0","0","0"
"216","0.019327480345964432","0.019327480345964432","0.019327480345964432","0.036231618374586105","0.036231618374586105","0.036231618374586105"
"217","0","0","0","0","0","0"
"218","0.019267620518803596","0.019267620518803596","0.019267620518803596","0","0","0"
"219","0","0","0","0","0","0"
"220","0.019214848056435585","0.019214848056435585","0.019214848056435585","0.0315132699906826","0.0315132699906826","0.0315132699906826"
"221","0","0","0","0","0","0"
"222","0.019159838557243347","0.019159838557243347","0.019159838557243347","0","0","0"
"223","0","0","0","0","0","0"
"224","0.019097501412034035","0.019097501412034035","0.019097501412034035","0.029912058264017105","0.029912058264017105","0.029912058264017105"
"225","0","0","0","0","0","0"
"226","0.019037652760744095","0.019037652760744095","0.019037652760744095","0","0","0"
"227","0","0","0","0","0","0"
"228","0.019007893279194832","0.019007893279194832","0.019007893279194832","0.02738961949944496","0.02738961949944496","0.02738961949944496"
"229","0","0","0","0","0","0"
"230","0.018923331052064896","0.018923331052064896","0.018923331052064896","0","0","0"
"231","0","0","0","0","0","0"
"232","0.01885921321809292","0.01885921321809292","0.01885921321809292","0.02257734164595604","0.02257734164595604","0.02257734164595604"
"233","0","0","0","0","0","0"
"234","0.018808698281645775","0.018808698281645775","0.018808698281645775","0","0","0"
"235","0","0","0","0","0","0"
"236","0.01876932382583618","0.01876932382583618","0.01876932382583618","0.023066354915499687","0.023066354915499687","0.023066354915499687"
"237","0","0","0","0","0","0"
"238","0.018712125718593597","0.018712125718593597","0.018712125718593597","0","0","0"
"239","0","0","0","0","0","0"
"240","0.018650352954864502","0.018650352954864502","0.018650352954864502","0.02202381193637848","0.02202381193637848","0.02202381193637848"
"241","0","0","0","0","0","0"
"242","0.018579550087451935","0.018579550087451935","0.018579550087451935","0","0","0"
"243","0","0","0","0","0","0"
"244","0.01854882761836052","0.01854882761836052","0.01854882761836052","0.021535471081733704","0.021535471081733704","0.021535471081733704"
"245","0","0","0","0","0","0"
"246","0.01849241927266121","0.01849241927266121","0.01849241927266121","0","0","0"
"247","0","0","0","0","0","0"
"248","0.01844530738890171","0.01844530738890171","0.01844530738890171","0.01611855998635292","0.01611855998635292","0.01611855998635292"
"249","0","0","0","0","0","0"
"250","0.018384449183940887","0.018384449183940887","0.018384449183940887","0","0","0"
"251","0","0","0","0","0","0"
"252","0.018329840153455734","0.018329840153455734","0.018329840153455734","0.014547908678650856","0.014547908678650856","0.014547908678650856"
"253","0","0","0","0","0","0"
"254","0.018274769186973572","0.018274769186973572","0.018274769186973572","0","0","0"
"255","0","0","0","0","0","0"
"256","0.018245792016386986","0.018245792016386986","0.018245792016386986","0.020785436034202576","0.020785436034202576","0.020785436034202576"
"257","0","0","0","0","0","0"
"258","0.018205085769295692","0.018205085769295692","0.018205085769295692","0","0","0"
"259","0","0","0","0","0","0"
"260","0.018150964751839638","0.018150964751839638","0.018150964751839638","0.014007065445184708","0.014007065445184708","0.014007065445184708"
"261","0","0","0","0","0","0"
"262","0.018067026510834694","0.018067026510834694","0.018067026510834694","0","0","0"
"263","0","0","0","0","0","0"
"264","0.0180116668343544","0.0180116668343544","0.0180116668343544","0.016162313520908356","0.016162313520908356","0.016162313520908356"
"265","0","0","0","0","0","0"
"266","0.017991794273257256","0.017991794273257256","0.017991794273257256","0","0","0"
"267","0","0","0","0","0","0"
"268","0.017933644354343414","0.017933644354343414","0.017933644354343414","0.014878334477543831","0.014878334477543831","0.014878334477543831"
"269","0","0","0","0","0","0"
"270","0.01786508597433567","0.01786508597433567","0.01786508597433567","0","0","0"
"271","0","0","0","0","0","0"
"272","0.017827965319156647","0.017827965319156647","0.017827965319156647","0.01795283704996109","0.01795283704996109","0.01795283704996109"
"273","0","0","0","0","0","0"
"274","0.017794428393244743","0.017794428393244743","0.017794428393244743","0","0","0"
"275","0","0","0","0","0","0"
"276","0.017762109637260437","0.017762109637260437","0.017762109637260437","0.01823554001748562","0.01823554001748562","0.01823554001748562"
"277","0","0","0","0","0","0"
"278","0.017714260146021843","0.017714260146021843","0.017714260146021843","0","0","0"
"279","0","0","0","0","0","0"
"280","0.0176781564950943","0.0176781564950943","0.0176781564950943","0.023089760914444923","0.023089760914444923","0.023089760914444923"
"281","0","0","0","0","0","0"
"282","0.017654571682214737","0.017654571682214737","0.017654571682214737","0","0","0"
"283","0","0","0","0","0","0"
"284","0.01761423796415329","0.01761423796415329","0.01761423796415329","0.016234027221798897","0.016234027221798897","0.016234027221798897"
"285","0","0","0","0","0","0"
"286","0.017556214705109596","0.017556214705109596","0.017556214705109596","0","0","0"
"287","0","0","0","0","0","0"
"288","0.01752069778740406","0.01752069778740406","0.01752069778740406","0.0189162977039814","0.0189162977039814","0.0189162977039814"
"289","0","0","0","0","0","0"
"290","0.017457420006394386","0.017457420006394386","0.017457420006394386","0","0","0"
"291","0","0","0","0","0","0"
"292","0.017407631501555443","0.017407631501555443","0.017407631501555443","0.01765964925289154","0.01765964925289154","0.01765964925289154"
"293","0","0","0","0","0","0"
"294","0.017344262450933456","0.017344262450933456","0.017344262450933456","0","0","0"
"295","0","0","0","0","0","0"
"296","0.017280902713537216","0.017280902713537216","0.017280902713537216","0.021198011934757233","0.021198011934757233","0.021198011934757233"
"297","0","0","0","0","0","0"
"298","0.017224397510290146","0.017224397510290146","0.017224397510290146","0","0","0"
"299","0","0","0","0","0","0"
"300","0.017175810411572456","0.017175810411572456","0.017175810411572456","0.01678309589624405","0.01678309589624405","0.01678309589624405"
"301","0","0","0","0","0","0"
"302","0.01710677519440651","0.01710677519440651","0.01710677519440651","0","0","0"
"303","0","0","0","0","0","0"
"304","0.017061572521924973","0.017061572521924973","0.017061572521924973","0.01597652956843376","0.01597652956843376","0.01597652956843376"
"305","0","0","0","0","0","0"
"306","0.017024550586938858","0.017024550586938858","0.017024550586938858","0","0","0"
"307","0","0","0","0","0","0"
"308","0.016978103667497635","0.016978103667497635","0.016978103667497635","0.022892188280820847","0.022892188280820847","0.022892188280820847"
"309","0","0","0","0","0","0"
"310","0.01690749078989029","0.01690749078989029","0.01690749078989029","0","0","0"
"311","0","0","0","0","0","0"
"312","0.016867104917764664","0.016867104917764664","0.016867104917764664","0.01771918684244156","0.01771918684244156","0.01771918684244156"
"313","0","0","0","0","0","0"
"314","0.016848424449563026","0.016848424449563026","0.016848424449563026","0","0","0"
"315","0","0","0","0","0","0"
"316","0.01681256853044033","0.01681256853044033","0.01681256853044033","0.016997739672660828","0.016997739672660828","0.016997739672660828"
"317","0","0","0","0","0","0"
"318","0.016777168959379196","0.016777168959379196","0.016777168959379196","0","0","0"
"319","0","0","0","0","0","0"
"320","0.01672222651541233","0.01672222651541233","0.01672222651541233","0.017606096342206","0.017606096342206","0.017606096342206"
"321","0","0","0","0","0","0"
"322","0.01666625589132309","0.01666625589132309","0.01666625589132309","0","0","0"
"323","0","0","0","0","0","0"
"324","0.016623590141534805","0.016623590141534805","0.016623590141534805","0.018597695976495743","0.018597695976495743","0.018597695976495743"
"325","0","0","0","0","0","0"
"326","0.01654956303536892","0.01654956303536892","0.01654956303536892","0","0","0"
"327","0","0","0","0","0","0"
"328","0.016506090760231018","0.016506090760231018","0.016506090760231018","0.01780051551759243","0.01780051551759243","0.01780051551759243"
"329","0","0","0","0","0","0"
"330","0.016444558277726173","0.016444558277726173","0.016444558277726173","0","0","0"
"331","0","0","0","0","0","0"
"332","0.01641511172056198","0.01641511172056198","0.01641511172056198","0.01678081601858139","0.01678081601858139","0.01678081601858139"
"333","0","0","0","0","0","0"
"334","0.016367586329579353","0.016367586329579353","0.016367586329579353","0","0","0"
"335","0","0","0","0","0","0"
"336","0.016335973516106606","0.016335973516106606","0.016335973516106606","0.018867122009396553","0.018867122009396553","0.018867122009396553"
"337","0","0","0","0","0","0"
"338","0.01626344583928585","0.01626344583928585","0.01626344583928585","0","0","0"
"339","0","0","0","0","0","0"
"340","0.01622769422829151","0.01622769422829151","0.01622769422829151","0.019461102783679962","0.019461102783679962","0.019461102783679962"
"341","0","0","0","0","0","0"
"342","0.01616070792078972","0.01616070792078972","0.01616070792078972","0","0","0"
"343","0","0","0","0","0","0"
"344","0.016120383515954018","0.016120383515954018","0.016120383515954018","0.015105674043297768","0.015105674043297768","0.015105674043297768"
"345","0","0","0","0","0","0"
"346","0.016061700880527496","0.016061700880527496","0.016061700880527496","0","0","0"
"347","0","0","0","0","0","0"
"348","0.0159988421946764","0.0159988421946764","0.0159988421946764","0.017015796154737473","0.017015796154737473","0.017015796154737473"
"349","0","0","0","0","0","0"
"350","0.015984639525413513","0.015984639525413513","0.015984639525413513","0","0","0"
"351","0","0","0","0","0","0"
