"Step","object_C_fine - magic123/loss_rgb","object_C_fine - magic123/loss_rgb__MIN","object_C_fine - magic123/loss_rgb__MAX","object_C_coarse - magic123/loss_rgb","object_C_coarse - magic123/loss_rgb__MIN","object_C_coarse - magic123/loss_rgb__MAX"
"53","0.0016272205393761396","0.0016272205393761396","0.0016272205393761396","0.25777631998062134","0.25777631998062134","0.25777631998062134"
"54","0.0015471202787011862","0.0015471202787011862","0.0015471202787011862","0.2606222629547119","0.2606222629547119","0.2606222629547119"
"55","0.0014752054121345282","0.0014752054121345282","0.0014752054121345282","0.2580978274345398","0.2580978274345398","0.2580978274345398"
"56","0.0014064698480069637","0.0014064698480069637","0.0014064698480069637","0.2603954076766968","0.2603954076766968","0.2603954076766968"
"57","0.001342975301668048","0.001342975301668048","0.001342975301668048","0.257206529378891","0.257206529378891","0.257206529378891"
"58","0.001283802092075348","0.001283802092075348","0.001283802092075348","0.25834527611732483","0.25834527611732483","0.25834527611732483"
"59","0.0012292059836909175","0.0012292059836909175","0.0012292059836909175","0.2570987939834595","0.2570987939834595","0.2570987939834595"
"60","0.0011798226041719317","0.0011798226041719317","0.0011798226041719317","0.25520989298820496","0.25520989298820496","0.25520989298820496"
"61","0.0011347418185323477","0.0011347418185323477","0.0011347418185323477","0.2543705999851227","0.2543705999851227","0.2543705999851227"
"62","0.0010926229879260063","0.0010926229879260063","0.0010926229879260063","0.25335603952407837","0.25335603952407837","0.25335603952407837"
"63","0.0010534212924540043","0.0010534212924540043","0.0010534212924540043","0.2551821172237396","0.2551821172237396","0.2551821172237396"
"64","0.001014314009808004","0.001014314009808004","0.001014314009808004","0.2534864842891693","0.2534864842891693","0.2534864842891693"
"65","0.000978452735580504","0.000978452735580504","0.000978452735580504","0.2294774204492569","0.2294774204492569","0.2294774204492569"
"66","0.0009454513783566654","0.0009454513783566654","0.0009454513783566654","0.23046469688415527","0.23046469688415527","0.23046469688415527"
"67","0.0009175324812531471","0.0009175324812531471","0.0009175324812531471","0.23228910565376282","0.23228910565376282","0.23228910565376282"
"68","0.0008859128574840724","0.0008859128574840724","0.0008859128574840724","0.22784264385700226","0.22784264385700226","0.22784264385700226"
"69","0.0008563054725527763","0.0008563054725527763","0.0008563054725527763","0.22689084708690643","0.22689084708690643","0.22689084708690643"
"70","0.0008359976927749813","0.0008359976927749813","0.0008359976927749813","0.22619815170764923","0.22619815170764923","0.22619815170764923"
"71","0.0008084130240604281","0.0008084130240604281","0.0008084130240604281","0.22533299028873444","0.22533299028873444","0.22533299028873444"
"72","0.0007878351025283337","0.0007878351025283337","0.0007878351025283337","0.22199518978595734","0.22199518978595734","0.22199518978595734"
"73","0.0007634498178958893","0.0007634498178958893","0.0007634498178958893","0.2231547236442566","0.2231547236442566","0.2231547236442566"
"74","0.0007426209631375968","0.0007426209631375968","0.0007426209631375968","0.22441184520721436","0.22441184520721436","0.22441184520721436"
"75","0.0007235779194161296","0.0007235779194161296","0.0007235779194161296","0.2213323563337326","0.2213323563337326","0.2213323563337326"
"76","0.0007043509976938367","0.0007043509976938367","0.0007043509976938367","0.21942690014839172","0.21942690014839172","0.21942690014839172"
"77","0.0006840997375547886","0.0006840997375547886","0.0006840997375547886","0.21808111667633057","0.21808111667633057","0.21808111667633057"
"78","0.0006690241862088442","0.0006690241862088442","0.0006690241862088442","0.2170037031173706","0.2170037031173706","0.2170037031173706"
"79","0.0006553623243235052","0.0006553623243235052","0.0006553623243235052","0.2174072414636612","0.2174072414636612","0.2174072414636612"
"80","0.0006421918515115976","0.0006421918515115976","0.0006421918515115976","0.21414104104042053","0.21414104104042053","0.21414104104042053"
"81","0.0006321566179394722","0.0006321566179394722","0.0006321566179394722","0.19402939081192017","0.19402939081192017","0.19402939081192017"
"82","0.0006230956059880555","0.0006230956059880555","0.0006230956059880555","0.19493095576763153","0.19493095576763153","0.19493095576763153"
"83","0.0006076868739910424","0.0006076868739910424","0.0006076868739910424","0.19208502769470215","0.19208502769470215","0.19208502769470215"
"84","0.0005993523518554866","0.0005993523518554866","0.0005993523518554866","0.1907873898744583","0.1907873898744583","0.1907873898744583"
"85","0.0005871286848559976","0.0005871286848559976","0.0005871286848559976","0.19210807979106903","0.19210807979106903","0.19210807979106903"
"86","0.00057604891480878","0.00057604891480878","0.00057604891480878","0.1878187358379364","0.1878187358379364","0.1878187358379364"
"87","0.0005635694833472371","0.0005635694833472371","0.0005635694833472371","0.18849383294582367","0.18849383294582367","0.18849383294582367"
"88","0.0005512022762559354","0.0005512022762559354","0.0005512022762559354","0.18776509165763855","0.18776509165763855","0.18776509165763855"
"89","0.0005428254371508956","0.0005428254371508956","0.0005428254371508956","0.1892424374818802","0.1892424374818802","0.1892424374818802"
"90","0.0005341882933862507","0.0005341882933862507","0.0005341882933862507","0.18434591591358185","0.18434591591358185","0.18434591591358185"
"91","0.000526856048963964","0.000526856048963964","0.000526856048963964","0.1843755543231964","0.1843755543231964","0.1843755543231964"
"92","0.0005176546983420849","0.0005176546983420849","0.0005176546983420849","0.1832408607006073","0.1832408607006073","0.1832408607006073"
"93","0.0005105434684082866","0.0005105434684082866","0.0005105434684082866","0.18673813343048096","0.18673813343048096","0.18673813343048096"
"94","0.0005004550330340862","0.0005004550330340862","0.0005004550330340862","0.18118464946746826","0.18118464946746826","0.18118464946746826"
"95","0.0004928463022224605","0.0004928463022224605","0.0004928463022224605","0.18481796979904175","0.18481796979904175","0.18481796979904175"
"96","0.0004892738070338964","0.0004892738070338964","0.0004892738070338964","0.18268567323684692","0.18268567323684692","0.18268567323684692"
"97","0.0004806141369044781","0.0004806141369044781","0.0004806141369044781","0.15573278069496155","0.15573278069496155","0.15573278069496155"
"98","0.0004766125639434904","0.0004766125639434904","0.0004766125639434904","0.15463058650493622","0.15463058650493622","0.15463058650493622"
"99","0.00046609420678578317","0.00046609420678578317","0.00046609420678578317","0.15289540588855743","0.15289540588855743","0.15289540588855743"
"100","0.00046044611372053623","0.00046044611372053623","0.00046044611372053623","0.1525348722934723","0.1525348722934723","0.1525348722934723"
"101","0","0","0","0","0","0"
"102","0.0004563615075312555","0.0004563615075312555","0.0004563615075312555","0","0","0"
"103","0","0","0","0","0","0"
"104","0.00045493943616747856","0.00045493943616747856","0.00045493943616747856","0.1546347588300705","0.1546347588300705","0.1546347588300705"
"105","0","0","0","0","0","0"
"106","0.00044985878048464656","0.00044985878048464656","0.00044985878048464656","0","0","0"
"107","0","0","0","0","0","0"
"108","0.0004441124328877777","0.0004441124328877777","0.0004441124328877777","0.145490363240242","0.145490363240242","0.145490363240242"
"109","0","0","0","0","0","0"
"110","0.0004375681164674461","0.0004375681164674461","0.0004375681164674461","0","0","0"
"111","0","0","0","0","0","0"
"112","0.0004361220053397119","0.0004361220053397119","0.0004361220053397119","0.14607112109661102","0.14607112109661102","0.14607112109661102"
"113","0","0","0","0","0","0"
"114","0.0004319635918363929","0.0004319635918363929","0.0004319635918363929","0","0","0"
"115","0","0","0","0","0","0"
"116","0.00043762600398622453","0.00043762600398622453","0.00043762600398622453","0.12845593690872192","0.12845593690872192","0.12845593690872192"
"117","0","0","0","0","0","0"
"118","0.0004291085933800787","0.0004291085933800787","0.0004291085933800787","0","0","0"
"119","0","0","0","0","0","0"
"120","0.000428805680712685","0.000428805680712685","0.000428805680712685","0.12694187462329865","0.12694187462329865","0.12694187462329865"
"121","0","0","0","0","0","0"
"122","0.00042964681051671505","0.00042964681051671505","0.00042964681051671505","0","0","0"
"123","0","0","0","0","0","0"
"124","0.00041967228753492236","0.00041967228753492236","0.00041967228753492236","0.13249234855175018","0.13249234855175018","0.13249234855175018"
"125","0","0","0","0","0","0"
"126","0.0004113011236768216","0.0004113011236768216","0.0004113011236768216","0","0","0"
"127","0","0","0","0","0","0"
"128","0.0004078924539498985","0.0004078924539498985","0.0004078924539498985","0.12859022617340088","0.12859022617340088","0.12859022617340088"
"129","0","0","0","0","0","0"
"130","0.00040915649151429534","0.00040915649151429534","0.00040915649151429534","0","0","0"
"131","0","0","0","0","0","0"
"132","0.00040361983701586723","0.00040361983701586723","0.00040361983701586723","0.11194711178541183","0.11194711178541183","0.11194711178541183"
"133","0","0","0","0","0","0"
"134","0.00040204962715506554","0.00040204962715506554","0.00040204962715506554","0","0","0"
"135","0","0","0","0","0","0"
"136","0.00040140977944247425","0.00040140977944247425","0.00040140977944247425","0.11465486139059067","0.11465486139059067","0.11465486139059067"
"137","0","0","0","0","0","0"
"138","0.0004027998948004097","0.0004027998948004097","0.0004027998948004097","0","0","0"
"139","0","0","0","0","0","0"
"140","0.0003994859289377928","0.0003994859289377928","0.0003994859289377928","0.10892575979232788","0.10892575979232788","0.10892575979232788"
"141","0","0","0","0","0","0"
"142","0.00039903930155560374","0.00039903930155560374","0.00039903930155560374","0","0","0"
"143","0","0","0","0","0","0"
"144","0.0003921900351997465","0.0003921900351997465","0.0003921900351997465","0.10881762951612473","0.10881762951612473","0.10881762951612473"
"145","0","0","0","0","0","0"
"146","0.0003988358657807112","0.0003988358657807112","0.0003988358657807112","0","0","0"
"147","0","0","0","0","0","0"
"148","0.0003955411957576871","0.0003955411957576871","0.0003955411957576871","0.10902044922113419","0.10902044922113419","0.10902044922113419"
"149","0","0","0","0","0","0"
"150","0.0003945122880395502","0.0003945122880395502","0.0003945122880395502","0","0","0"
"151","0","0","0","0","0","0"
"152","0.0003864950267598033","0.0003864950267598033","0.0003864950267598033","0.09339337795972824","0.09339337795972824","0.09339337795972824"
"153","0","0","0","0","0","0"
"154","0.0003889486542902887","0.0003889486542902887","0.0003889486542902887","0","0","0"
"155","0","0","0","0","0","0"
"156","0.0003945858625229448","0.0003945858625229448","0.0003945858625229448","0.09317827224731445","0.09317827224731445","0.09317827224731445"
"157","0","0","0","0","0","0"
"158","0.00039637478766962886","0.00039637478766962886","0.00039637478766962886","0","0","0"
"159","0","0","0","0","0","0"
"160","0.00039891531923785806","0.00039891531923785806","0.00039891531923785806","0.090922050178051","0.090922050178051","0.090922050178051"
"161","0","0","0","0","0","0"
"162","0.00039296416798606515","0.00039296416798606515","0.00039296416798606515","0","0","0"
"163","0","0","0","0","0","0"
"164","0.0003886857011821121","0.0003886857011821121","0.0003886857011821121","0.07974457740783691","0.07974457740783691","0.07974457740783691"
"165","0","0","0","0","0","0"
"166","0.0003866354818455875","0.0003866354818455875","0.0003866354818455875","0","0","0"
"167","0","0","0","0","0","0"
"168","0.00038738298462703824","0.00038738298462703824","0.00038738298462703824","0.08456970006227493","0.08456970006227493","0.08456970006227493"
"169","0","0","0","0","0","0"
"170","0.0003777792153414339","0.0003777792153414339","0.0003777792153414339","0","0","0"
"171","0","0","0","0","0","0"
"172","0.00037389653152786195","0.00037389653152786195","0.00037389653152786195","0.07722631841897964","0.07722631841897964","0.07722631841897964"
"173","0","0","0","0","0","0"
"174","0.0003701883542817086","0.0003701883542817086","0.0003701883542817086","0","0","0"
"175","0","0","0","0","0","0"
"176","0.00036855749203823507","0.00036855749203823507","0.00036855749203823507","0.07592487335205078","0.07592487335205078","0.07592487335205078"
"177","0","0","0","0","0","0"
"178","0.0003633307642303407","0.0003633307642303407","0.0003633307642303407","0","0","0"
"179","0","0","0","0","0","0"
"180","0.00036490539787337184","0.00036490539787337184","0.00036490539787337184","0.06245250254869461","0.06245250254869461","0.06245250254869461"
"181","0","0","0","0","0","0"
"182","0.0003612705913837999","0.0003612705913837999","0.0003612705913837999","0","0","0"
"183","0","0","0","0","0","0"
"184","0.00036303012166172266","0.00036303012166172266","0.00036303012166172266","0.0632077232003212","0.0632077232003212","0.0632077232003212"
"185","0","0","0","0","0","0"
"186","0.00037179928040131927","0.00037179928040131927","0.00037179928040131927","0","0","0"
"187","0","0","0","0","0","0"
"188","0.0003551437403075397","0.0003551437403075397","0.0003551437403075397","0.06555265933275223","0.06555265933275223","0.06555265933275223"
"189","0","0","0","0","0","0"
"190","0.0003506196662783623","0.0003506196662783623","0.0003506196662783623","0","0","0"
"191","0","0","0","0","0","0"
"192","0.0003428703057579696","0.0003428703057579696","0.0003428703057579696","0.06171957403421402","0.06171957403421402","0.06171957403421402"
"193","0","0","0","0","0","0"
"194","0.0003409387427382171","0.0003409387427382171","0.0003409387427382171","0","0","0"
"195","0","0","0","0","0","0"
"196","0.000331272603943944","0.000331272603943944","0.000331272603943944","0.05299391597509384","0.05299391597509384","0.05299391597509384"
"197","0","0","0","0","0","0"
"198","0.0003271762398071587","0.0003271762398071587","0.0003271762398071587","0","0","0"
"199","0","0","0","0","0","0"
"200","0.0003266545245423913","0.0003266545245423913","0.0003266545245423913","0.05102341249585152","0.05102341249585152","0.05102341249585152"
"201","0","0","0","0","0","0"
"202","0.0003217281773686409","0.0003217281773686409","0.0003217281773686409","0","0","0"
"203","0","0","0","0","0","0"
"204","0.0003192642470821738","0.0003192642470821738","0.0003192642470821738","0.050744082778692245","0.050744082778692245","0.050744082778692245"
"205","0","0","0","0","0","0"
"206","0.00032212480437010527","0.00032212480437010527","0.00032212480437010527","0","0","0"
"207","0","0","0","0","0","0"
"208","0.00031779290293343365","0.00031779290293343365","0.00031779290293343365","0.0503217913210392","0.0503217913210392","0.0503217913210392"
"209","0","0","0","0","0","0"
"210","0.0003197689657099545","0.0003197689657099545","0.0003197689657099545","0","0","0"
"211","0","0","0","0","0","0"
"212","0.00032052150345407426","0.00032052150345407426","0.00032052150345407426","0.045617226511240005","0.045617226511240005","0.045617226511240005"
"213","0","0","0","0","0","0"
"214","0.0003152007411699742","0.0003152007411699742","0.0003152007411699742","0","0","0"
"215","0","0","0","0","0","0"
"216","0.0003123572387266904","0.0003123572387266904","0.0003123572387266904","0.04526587203145027","0.04526587203145027","0.04526587203145027"
"217","0","0","0","0","0","0"
"218","0.00031963171204552054","0.00031963171204552054","0.00031963171204552054","0","0","0"
"219","0","0","0","0","0","0"
"220","0.00032030732836574316","0.00032030732836574316","0.00032030732836574316","0.04402869567275047","0.04402869567275047","0.04402869567275047"
"221","0","0","0","0","0","0"
"222","0.00032740342430770397","0.00032740342430770397","0.00032740342430770397","0","0","0"
"223","0","0","0","0","0","0"
"224","0.00032458643545396626","0.00032458643545396626","0.00032458643545396626","0.04170215502381325","0.04170215502381325","0.04170215502381325"
"225","0","0","0","0","0","0"
"226","0.00032212783116847277","0.00032212783116847277","0.00032212783116847277","0","0","0"
"227","0","0","0","0","0","0"
"228","0.0003230739675927907","0.0003230739675927907","0.0003230739675927907","0.03458802029490471","0.03458802029490471","0.03458802029490471"
"229","0","0","0","0","0","0"
"230","0.000316881196340546","0.000316881196340546","0.000316881196340546","0","0","0"
"231","0","0","0","0","0","0"
"232","0.00031451834365725517","0.00031451834365725517","0.00031451834365725517","0.031472235918045044","0.031472235918045044","0.031472235918045044"
"233","0","0","0","0","0","0"
"234","0.00031843475881032646","0.00031843475881032646","0.00031843475881032646","0","0","0"
"235","0","0","0","0","0","0"
"236","0.00031911415862850845","0.00031911415862850845","0.00031911415862850845","0.031241871416568756","0.031241871416568756","0.031241871416568756"
"237","0","0","0","0","0","0"
"238","0.0003170861164107919","0.0003170861164107919","0.0003170861164107919","0","0","0"
"239","0","0","0","0","0","0"
"240","0.00032101100077852607","0.00032101100077852607","0.00032101100077852607","0.028135426342487335","0.028135426342487335","0.028135426342487335"
"241","0","0","0","0","0","0"
"242","0.0003215937176719308","0.0003215937176719308","0.0003215937176719308","0","0","0"
"243","0","0","0","0","0","0"
"244","0.00032610827474854887","0.00032610827474854887","0.00032610827474854887","0.023429548367857933","0.023429548367857933","0.023429548367857933"
"245","0","0","0","0","0","0"
"246","0.00032828861731104553","0.00032828861731104553","0.00032828861731104553","0","0","0"
"247","0","0","0","0","0","0"
"248","0.0003135018632747233","0.0003135018632747233","0.0003135018632747233","0.018666956573724747","0.018666956573724747","0.018666956573724747"
"249","0","0","0","0","0","0"
"250","0.00031736065284349024","0.00031736065284349024","0.00031736065284349024","0","0","0"
"251","0","0","0","0","0","0"
"252","0.0003128887037746608","0.0003128887037746608","0.0003128887037746608","0.017847392708063126","0.017847392708063126","0.017847392708063126"
"253","0","0","0","0","0","0"
"254","0.00030487956246361136","0.00030487956246361136","0.00030487956246361136","0","0","0"
"255","0","0","0","0","0","0"
"256","0.00030188082018867135","0.00030188082018867135","0.00030188082018867135","0.023363903164863586","0.023363903164863586","0.023363903164863586"
"257","0","0","0","0","0","0"
"258","0.00030234272708185017","0.00030234272708185017","0.00030234272708185017","0","0","0"
"259","0","0","0","0","0","0"
"260","0.00029682842432521284","0.00029682842432521284","0.00029682842432521284","0.014462319202721119","0.014462319202721119","0.014462319202721119"
"261","0","0","0","0","0","0"
"262","0.000297256134217605","0.000297256134217605","0.000297256134217605","0","0","0"
"263","0","0","0","0","0","0"
"264","0.00029824956436641514","0.00029824956436641514","0.00029824956436641514","0.015945766121149063","0.015945766121149063","0.015945766121149063"
"265","0","0","0","0","0","0"
"266","0.0003039032453671098","0.0003039032453671098","0.0003039032453671098","0","0","0"
"267","0","0","0","0","0","0"
"268","0.0002952379290945828","0.0002952379290945828","0.0002952379290945828","0.014040561392903328","0.014040561392903328","0.014040561392903328"
"269","0","0","0","0","0","0"
"270","0.00029798009200021625","0.00029798009200021625","0.00029798009200021625","0","0","0"
"271","0","0","0","0","0","0"
"272","0.00029217827250249684","0.00029217827250249684","0.00029217827250249684","0.01884622685611248","0.01884622685611248","0.01884622685611248"
"273","0","0","0","0","0","0"
"274","0.00029190804343670607","0.00029190804343670607","0.00029190804343670607","0","0","0"
"275","0","0","0","0","0","0"
"276","0.00029949372401461005","0.00029949372401461005","0.00029949372401461005","0.01528309378772974","0.01528309378772974","0.01528309378772974"
"277","0","0","0","0","0","0"
"278","0.0002995129325427115","0.0002995129325427115","0.0002995129325427115","0","0","0"
"279","0","0","0","0","0","0"
"280","0.00028731717611663043","0.00028731717611663043","0.00028731717611663043","0.021346302703022957","0.021346302703022957","0.021346302703022957"
"281","0","0","0","0","0","0"
"282","0.0002874472120311111","0.0002874472120311111","0.0002874472120311111","0","0","0"
"283","0","0","0","0","0","0"
"284","0.0002875325735658407","0.0002875325735658407","0.0002875325735658407","0.014118323102593422","0.014118323102593422","0.014118323102593422"
"285","0","0","0","0","0","0"
"286","0.0002945291926153004","0.0002945291926153004","0.0002945291926153004","0","0","0"
"287","0","0","0","0","0","0"
"288","0.00029156808159314096","0.00029156808159314096","0.00029156808159314096","0.015247789211571217","0.015247789211571217","0.015247789211571217"
"289","0","0","0","0","0","0"
"290","0.0002840267843566835","0.0002840267843566835","0.0002840267843566835","0","0","0"
"291","0","0","0","0","0","0"
"292","0.0002820102672558278","0.0002820102672558278","0.0002820102672558278","0.013972691260278225","0.013972691260278225","0.013972691260278225"
"293","0","0","0","0","0","0"
"294","0.0002795819891616702","0.0002795819891616702","0.0002795819891616702","0","0","0"
"295","0","0","0","0","0","0"
"296","0.00028451296384446323","0.00028451296384446323","0.00028451296384446323","0.01683952286839485","0.01683952286839485","0.01683952286839485"
"297","0","0","0","0","0","0"
"298","0.00028972781728953123","0.00028972781728953123","0.00028972781728953123","0","0","0"
"299","0","0","0","0","0","0"
"300","0.00027970620431005955","0.00027970620431005955","0.00027970620431005955","0.013627047650516033","0.013627047650516033","0.013627047650516033"
"301","0","0","0","0","0","0"
"302","0.00027249957202002406","0.00027249957202002406","0.00027249957202002406","0","0","0"
"303","0","0","0","0","0","0"
"304","0.00027965207118541","0.00027965207118541","0.00027965207118541","0.012872664257884026","0.012872664257884026","0.012872664257884026"
"305","0","0","0","0","0","0"
"306","0.0002772436127997935","0.0002772436127997935","0.0002772436127997935","0","0","0"
"307","0","0","0","0","0","0"
"308","0.00026298529701307416","0.00026298529701307416","0.00026298529701307416","0.017352260649204254","0.017352260649204254","0.017352260649204254"
"309","0","0","0","0","0","0"
"310","0.0002700049080885947","0.0002700049080885947","0.0002700049080885947","0","0","0"
"311","0","0","0","0","0","0"
"312","0.00027182381018064916","0.00027182381018064916","0.00027182381018064916","0.014595786109566689","0.014595786109566689","0.014595786109566689"
"313","0","0","0","0","0","0"
"314","0.0002641001483425498","0.0002641001483425498","0.0002641001483425498","0","0","0"
"315","0","0","0","0","0","0"
"316","0.00026286771753802896","0.00026286771753802896","0.00026286771753802896","0.01209043338894844","0.01209043338894844","0.01209043338894844"
"317","0","0","0","0","0","0"
"318","0.0002738044422585517","0.0002738044422585517","0.0002738044422585517","0","0","0"
"319","0","0","0","0","0","0"
"320","0.00027614919235929847","0.00027614919235929847","0.00027614919235929847","0.01368008740246296","0.01368008740246296","0.01368008740246296"
"321","0","0","0","0","0","0"
"322","0.0002667388180270791","0.0002667388180270791","0.0002667388180270791","0","0","0"
"323","0","0","0","0","0","0"
"324","0.0002635498531162739","0.0002635498531162739","0.0002635498531162739","0.013574037700891495","0.013574037700891495","0.013574037700891495"
"325","0","0","0","0","0","0"
"326","0.000255936523899436","0.000255936523899436","0.000255936523899436","0","0","0"
"327","0","0","0","0","0","0"
"328","0.00026032235473394394","0.00026032235473394394","0.00026032235473394394","0.01534246001392603","0.01534246001392603","0.01534246001392603"
"329","0","0","0","0","0","0"
"330","0.00025601775269024074","0.00025601775269024074","0.00025601775269024074","0","0","0"
"331","0","0","0","0","0","0"
