"Step","act_calvin_abc_fair - train/l1_loss","act_calvin_abc_fair - train/l1_loss__MIN","act_calvin_abc_fair - train/l1_loss__MAX","act_calvin_b - train/l1_loss","act_calvin_b - train/l1_loss__MIN","act_calvin_b - train/l1_loss__MAX"
"3100","0.16062171757221222","0.16062171757221222","0.16062171757221222","0.22128325700759888","0.22128325700759888","0.22128325700759888"
"3200","0.16671620309352875","0.16671620309352875","0.16671620309352875","0.15995728969573975","0.15995728969573975","0.15995728969573975"
"3300","0.17209118604660034","0.17209118604660034","0.17209118604660034","0.11148156225681305","0.11148156225681305","0.11148156225681305"
"3400","0.1994965523481369","0.1994965523481369","0.1994965523481369","0.17722348868846893","0.17722348868846893","0.17722348868846893"
"3500","0.13709458708763123","0.13709458708763123","0.13709458708763123","0.24339385330677032","0.24339385330677032","0.24339385330677032"
"3600","0.18453118205070496","0.18453118205070496","0.18453118205070496","0.14148013293743134","0.14148013293743134","0.14148013293743134"
"3700","0.190914586186409","0.190914586186409","0.190914586186409","0.2073042094707489","0.2073042094707489","0.2073042094707489"
"3800","0.15965157747268677","0.15965157747268677","0.15965157747268677","0.1455775648355484","0.1455775648355484","0.1455775648355484"
"3900","0.14397040009498596","0.14397040009498596","0.14397040009498596","0.17977264523506165","0.17977264523506165","0.17977264523506165"
"4000","0.18725773692131042","0.18725773692131042","0.18725773692131042","0.19112753868103027","0.19112753868103027","0.19112753868103027"
"4100","0.30633053183555603","0.30633053183555603","0.30633053183555603","0.17346835136413574","0.17346835136413574","0.17346835136413574"
"4200","0.21535590291023254","0.21535590291023254","0.21535590291023254","0.17763133347034454","0.17763133347034454","0.17763133347034454"
"4300","0.1686220020055771","0.1686220020055771","0.1686220020055771","0.1963322013616562","0.1963322013616562","0.1963322013616562"
"4400","0.24847756326198578","0.24847756326198578","0.24847756326198578","0.22346092760562897","0.22346092760562897","0.22346092760562897"
"4500","0.12751074135303497","0.12751074135303497","0.12751074135303497","0.15354932844638824","0.15354932844638824","0.15354932844638824"
"4600","0.15881627798080444","0.15881627798080444","0.15881627798080444","0.2546981871128082","0.2546981871128082","0.2546981871128082"
"4700","0.19788426160812378","0.19788426160812378","0.19788426160812378","0.19950923323631287","0.19950923323631287","0.19950923323631287"
"4800","0.17983973026275635","0.17983973026275635","0.17983973026275635","0.14112359285354614","0.14112359285354614","0.14112359285354614"
"4900","0.17235133051872253","0.17235133051872253","0.17235133051872253","0.15245190262794495","0.15245190262794495","0.15245190262794495"
"5000","0.14646069705486298","0.14646069705486298","0.14646069705486298","0.16935552656650543","0.16935552656650543","0.16935552656650543"
"5100","0.18499097228050232","0.18499097228050232","0.18499097228050232","0.12511101365089417","0.12511101365089417","0.12511101365089417"
"5200","0.1944827288389206","0.1944827288389206","0.1944827288389206","0.13773761689662933","0.13773761689662933","0.13773761689662933"
"5300","0.15595971047878265","0.15595971047878265","0.15595971047878265","0.25732019543647766","0.25732019543647766","0.25732019543647766"
"5400","0.21243011951446533","0.21243011951446533","0.21243011951446533","0.24422842264175415","0.24422842264175415","0.24422842264175415"
"5500","0.18698576092720032","0.18698576092720032","0.18698576092720032","0.16977041959762573","0.16977041959762573","0.16977041959762573"
"5600","0.18537069857120514","0.18537069857120514","0.18537069857120514","0.20791172981262207","0.20791172981262207","0.20791172981262207"
"5700","0.23088489472866058","0.23088489472866058","0.23088489472866058","0.18221308290958405","0.18221308290958405","0.18221308290958405"
"5800","0.23605851829051971","0.23605851829051971","0.23605851829051971","0.16369780898094177","0.16369780898094177","0.16369780898094177"
"5900","0.15488313138484955","0.15488313138484955","0.15488313138484955","0.15320158004760742","0.15320158004760742","0.15320158004760742"
"6000","0.16966404020786285","0.16966404020786285","0.16966404020786285","0.13941796123981476","0.13941796123981476","0.13941796123981476"
"6100","0.23857225477695465","0.23857225477695465","0.23857225477695465","0.19095978140830994","0.19095978140830994","0.19095978140830994"
"6200","0.11405817419290543","0.11405817419290543","0.11405817419290543","0.17556703090667725","0.17556703090667725","0.17556703090667725"
"6300","0.15570443868637085","0.15570443868637085","0.15570443868637085","0.18752050399780273","0.18752050399780273","0.18752050399780273"
"6400","0.2044069468975067","0.2044069468975067","0.2044069468975067","0.2309822291135788","0.2309822291135788","0.2309822291135788"
"6500","0.13586783409118652","0.13586783409118652","0.13586783409118652","0.23357456922531128","0.23357456922531128","0.23357456922531128"
"6600","0.2276926040649414","0.2276926040649414","0.2276926040649414","0.16687196493148804","0.16687196493148804","0.16687196493148804"
"6700","0.1999223679304123","0.1999223679304123","0.1999223679304123","0.12788867950439453","0.12788867950439453","0.12788867950439453"
"6800","0.171454057097435","0.171454057097435","0.171454057097435","0.13898707926273346","0.13898707926273346","0.13898707926273346"
"6900","0.17432275414466858","0.17432275414466858","0.17432275414466858","0.1506994515657425","0.1506994515657425","0.1506994515657425"
"7000","0.17642928659915924","0.17642928659915924","0.17642928659915924","0.13817955553531647","0.13817955553531647","0.13817955553531647"
"7100","0.14844918251037598","0.14844918251037598","0.14844918251037598","0.13128894567489624","0.13128894567489624","0.13128894567489624"
"7200","0.18914470076560974","0.18914470076560974","0.18914470076560974","0.22115854918956757","0.22115854918956757","0.22115854918956757"
"7300","0.17855024337768555","0.17855024337768555","0.17855024337768555","0.22279159724712372","0.22279159724712372","0.22279159724712372"
"7400","0.16177311539649963","0.16177311539649963","0.16177311539649963","0.18768994510173798","0.18768994510173798","0.18768994510173798"
"7500","0.20061780512332916","0.20061780512332916","0.20061780512332916","0.2409791350364685","0.2409791350364685","0.2409791350364685"
"7600","0.09688112139701843","0.09688112139701843","0.09688112139701843","0.14820623397827148","0.14820623397827148","0.14820623397827148"
"7700","0.16023015975952148","0.16023015975952148","0.16023015975952148","0.17431941628456116","0.17431941628456116","0.17431941628456116"
"7800","0.16938482224941254","0.16938482224941254","0.16938482224941254","0.20682954788208008","0.20682954788208008","0.20682954788208008"
"7900","0.19400085508823395","0.19400085508823395","0.19400085508823395","0.17382852733135223","0.17382852733135223","0.17382852733135223"
"8000","0.17593827843666077","0.17593827843666077","0.17593827843666077","0.20463864505290985","0.20463864505290985","0.20463864505290985"
"8100","0.17988093197345734","0.17988093197345734","0.17988093197345734","0.14428205788135529","0.14428205788135529","0.14428205788135529"
"8200","0.18874472379684448","0.18874472379684448","0.18874472379684448","0.15172193944454193","0.15172193944454193","0.15172193944454193"
"8300","0.20403002202510834","0.20403002202510834","0.20403002202510834","0.17019890248775482","0.17019890248775482","0.17019890248775482"
"8400","0.18267948925495148","0.18267948925495148","0.18267948925495148","0.16282792389392853","0.16282792389392853","0.16282792389392853"
"8500","0.1909916251897812","0.1909916251897812","0.1909916251897812","0.16034403443336487","0.16034403443336487","0.16034403443336487"
"8600","0.23526228964328766","0.23526228964328766","0.23526228964328766","0.16271917521953583","0.16271917521953583","0.16271917521953583"
"8700","0.16522684693336487","0.16522684693336487","0.16522684693336487","0.1449255645275116","0.1449255645275116","0.1449255645275116"
"8800","0.14119644463062286","0.14119644463062286","0.14119644463062286","0.12187469005584717","0.12187469005584717","0.12187469005584717"
"8900","0.10959415882825851","0.10959415882825851","0.10959415882825851","0.14319519698619843","0.14319519698619843","0.14319519698619843"
"9000","0.1617126613855362","0.1617126613855362","0.1617126613855362","0.20569276809692383","0.20569276809692383","0.20569276809692383"
"9100","0.13040560483932495","0.13040560483932495","0.13040560483932495","0.1966862678527832","0.1966862678527832","0.1966862678527832"
"9200","0.18389439582824707","0.18389439582824707","0.18389439582824707","0.1295688897371292","0.1295688897371292","0.1295688897371292"
"9300","0.14474309980869293","0.14474309980869293","0.14474309980869293","0.13767272233963013","0.13767272233963013","0.13767272233963013"
"9400","0.1496693640947342","0.1496693640947342","0.1496693640947342","0.2198314070701599","0.2198314070701599","0.2198314070701599"
"9500","0.18774692714214325","0.18774692714214325","0.18774692714214325","0.181964710354805","0.181964710354805","0.181964710354805"
"9600","0.1587505340576172","0.1587505340576172","0.1587505340576172","0.18664711713790894","0.18664711713790894","0.18664711713790894"
"9700","0.13008569180965424","0.13008569180965424","0.13008569180965424","0.17470073699951172","0.17470073699951172","0.17470073699951172"
"9800","0.1733846813440323","0.1733846813440323","0.1733846813440323","0.1102646067738533","0.1102646067738533","0.1102646067738533"
"9900","0.13735830783843994","0.13735830783843994","0.13735830783843994","0.06831523030996323","0.06831523030996323","0.06831523030996323"
"10000","0.17280390858650208","0.17280390858650208","0.17280390858650208","0.150114968419075","0.150114968419075","0.150114968419075"
"10100","0.1378108710050583","0.1378108710050583","0.1378108710050583","0.18185782432556152","0.18185782432556152","0.18185782432556152"
"10200","0.14553405344486237","0.14553405344486237","0.14553405344486237","0.16745160520076752","0.16745160520076752","0.16745160520076752"
"10300","0.14915284514427185","0.14915284514427185","0.14915284514427185","0.1470658928155899","0.1470658928155899","0.1470658928155899"
"10400","0.1208706870675087","0.1208706870675087","0.1208706870675087","0.1388641595840454","0.1388641595840454","0.1388641595840454"
"10500","0.12483283877372742","0.12483283877372742","0.12483283877372742","0.16971556842327118","0.16971556842327118","0.16971556842327118"
"10600","0.2426704317331314","0.2426704317331314","0.2426704317331314","0.15342827141284943","0.15342827141284943","0.15342827141284943"
"10700","0.19241324067115784","0.19241324067115784","0.19241324067115784","0.17918764054775238","0.17918764054775238","0.17918764054775238"
"10800","0.15166319906711578","0.15166319906711578","0.15166319906711578","0.20569922029972076","0.20569922029972076","0.20569922029972076"
"10900","0.1812569797039032","0.1812569797039032","0.1812569797039032","0.15342196822166443","0.15342196822166443","0.15342196822166443"
"11000","0.15210047364234924","0.15210047364234924","0.15210047364234924","0.17245139181613922","0.17245139181613922","0.17245139181613922"
"11100","0.1450708657503128","0.1450708657503128","0.1450708657503128","0.1481802612543106","0.1481802612543106","0.1481802612543106"
"11200","0.20808397233486176","0.20808397233486176","0.20808397233486176","0.1715124547481537","0.1715124547481537","0.1715124547481537"
"11300","0.14537738263607025","0.14537738263607025","0.14537738263607025","0.19027163088321686","0.19027163088321686","0.19027163088321686"
"11400","0.13986584544181824","0.13986584544181824","0.13986584544181824","0.1770011931657791","0.1770011931657791","0.1770011931657791"
"11500","0.10133987665176392","0.10133987665176392","0.10133987665176392","0.11972486227750778","0.11972486227750778","0.11972486227750778"
"11600","0.17056389153003693","0.17056389153003693","0.17056389153003693","0.1402943879365921","0.1402943879365921","0.1402943879365921"
"11700","0.12937189638614655","0.12937189638614655","0.12937189638614655","0.16057875752449036","0.16057875752449036","0.16057875752449036"
"11800","0.1646135002374649","0.1646135002374649","0.1646135002374649","0.1577332317829132","0.1577332317829132","0.1577332317829132"
"11900","0.13230769336223602","0.13230769336223602","0.13230769336223602","0.11947886645793915","0.11947886645793915","0.11947886645793915"
"12000","0.11432179063558578","0.11432179063558578","0.11432179063558578","0.24024546146392822","0.24024546146392822","0.24024546146392822"
"12100","0.17540983855724335","0.17540983855724335","0.17540983855724335","0.12957896292209625","0.12957896292209625","0.12957896292209625"
"12200","0.11083061248064041","0.11083061248064041","0.11083061248064041","0.19553479552268982","0.19553479552268982","0.19553479552268982"
"12300","0.13025334477424622","0.13025334477424622","0.13025334477424622","0.21711057424545288","0.21711057424545288","0.21711057424545288"
"12400","0.14541909098625183","0.14541909098625183","0.14541909098625183","0.17516519129276276","0.17516519129276276","0.17516519129276276"
"12500","0.1462542712688446","0.1462542712688446","0.1462542712688446","0.1304628700017929","0.1304628700017929","0.1304628700017929"
"12600","0.1387278288602829","0.1387278288602829","0.1387278288602829","0.17834725975990295","0.17834725975990295","0.17834725975990295"
"12700","0.17267239093780518","0.17267239093780518","0.17267239093780518","0.16001936793327332","0.16001936793327332","0.16001936793327332"
"12800","0.1731061488389969","0.1731061488389969","0.1731061488389969","0.1650448441505432","0.1650448441505432","0.1650448441505432"
"12900","0.11704587191343307","0.11704587191343307","0.11704587191343307","0.14380066096782684","0.14380066096782684","0.14380066096782684"
"13000","0.2100285142660141","0.2100285142660141","0.2100285142660141","0.11424320936203003","0.11424320936203003","0.11424320936203003"
"13100","0.2033635973930359","0.2033635973930359","0.2033635973930359","0.1807847023010254","0.1807847023010254","0.1807847023010254"
"13200","0.16650499403476715","0.16650499403476715","0.16650499403476715","0.1566356122493744","0.1566356122493744","0.1566356122493744"
"13300","0.15428845584392548","0.15428845584392548","0.15428845584392548","0.14964276552200317","0.14964276552200317","0.14964276552200317"
"13400","0.22429242730140686","0.22429242730140686","0.22429242730140686","0.1172957718372345","0.1172957718372345","0.1172957718372345"
"13500","0.115902379155159","0.115902379155159","0.115902379155159","0.15633916854858398","0.15633916854858398","0.15633916854858398"
"13600","0.15140770375728607","0.15140770375728607","0.15140770375728607","0.13441269099712372","0.13441269099712372","0.13441269099712372"
"13700","0.16973768174648285","0.16973768174648285","0.16973768174648285","0.145516037940979","0.145516037940979","0.145516037940979"
"13800","0.13416506350040436","0.13416506350040436","0.13416506350040436","0.18114739656448364","0.18114739656448364","0.18114739656448364"
"13900","0.16677549481391907","0.16677549481391907","0.16677549481391907","0.20953917503356934","0.20953917503356934","0.20953917503356934"
"14000","0.15125268697738647","0.15125268697738647","0.15125268697738647","0.1379271149635315","0.1379271149635315","0.1379271149635315"
"14100","0.1850835531949997","0.1850835531949997","0.1850835531949997","0.12419459968805313","0.12419459968805313","0.12419459968805313"
"14200","0.1476573795080185","0.1476573795080185","0.1476573795080185","0.1517469584941864","0.1517469584941864","0.1517469584941864"
"14300","0.16340841352939606","0.16340841352939606","0.16340841352939606","0.16709937155246735","0.16709937155246735","0.16709937155246735"
"14400","0.19753694534301758","0.19753694534301758","0.19753694534301758","0.13988767564296722","0.13988767564296722","0.13988767564296722"
"14500","0.23940937221050262","0.23940937221050262","0.23940937221050262","0.13007894158363342","0.13007894158363342","0.13007894158363342"
"14600","0.14819064736366272","0.14819064736366272","0.14819064736366272","0.12512870132923126","0.12512870132923126","0.12512870132923126"
"14700","0.17403750121593475","0.17403750121593475","0.17403750121593475","0.1570909172296524","0.1570909172296524","0.1570909172296524"
"14800","0.14073199033737183","0.14073199033737183","0.14073199033737183","0.19661962985992432","0.19661962985992432","0.19661962985992432"
"14900","0.17744112014770508","0.17744112014770508","0.17744112014770508","0.12913446128368378","0.12913446128368378","0.12913446128368378"
"15000","0.1762939691543579","0.1762939691543579","0.1762939691543579","0.19013053178787231","0.19013053178787231","0.19013053178787231"
"15100","0.18535944819450378","0.18535944819450378","0.18535944819450378","0.1722126603126526","0.1722126603126526","0.1722126603126526"
"15200","0.1675858348608017","0.1675858348608017","0.1675858348608017","0.13991357386112213","0.13991357386112213","0.13991357386112213"
"15300","0.1500796228647232","0.1500796228647232","0.1500796228647232","0.1823505312204361","0.1823505312204361","0.1823505312204361"
"15400","0.13711050152778625","0.13711050152778625","0.13711050152778625","0.1744299978017807","0.1744299978017807","0.1744299978017807"
"15500","0.19808484613895416","0.19808484613895416","0.19808484613895416","0.18014037609100342","0.18014037609100342","0.18014037609100342"
"15600","0.14512021839618683","0.14512021839618683","0.14512021839618683","0.1162332147359848","0.1162332147359848","0.1162332147359848"
"15700","0.1847171038389206","0.1847171038389206","0.1847171038389206","0.1416386216878891","0.1416386216878891","0.1416386216878891"
"15800","0.15537558495998383","0.15537558495998383","0.15537558495998383","0.11827366054058075","0.11827366054058075","0.11827366054058075"
"15900","0.1723141223192215","0.1723141223192215","0.1723141223192215","0.1677907258272171","0.1677907258272171","0.1677907258272171"
"16000","0.1671849638223648","0.1671849638223648","0.1671849638223648","0.11874657869338989","0.11874657869338989","0.11874657869338989"
"16100","0.1663043200969696","0.1663043200969696","0.1663043200969696","0.18127678334712982","0.18127678334712982","0.18127678334712982"
"16200","0.17302453517913818","0.17302453517913818","0.17302453517913818","0.18033643066883087","0.18033643066883087","0.18033643066883087"
"16300","0.21888785064220428","0.21888785064220428","0.21888785064220428","0.18742606043815613","0.18742606043815613","0.18742606043815613"
"16400","0.17593054473400116","0.17593054473400116","0.17593054473400116","0.14257732033729553","0.14257732033729553","0.14257732033729553"
"16500","0.1454603374004364","0.1454603374004364","0.1454603374004364","0.1467246562242508","0.1467246562242508","0.1467246562242508"
"16600","0.19109448790550232","0.19109448790550232","0.19109448790550232","0.1702154129743576","0.1702154129743576","0.1702154129743576"
"16700","0.12102475762367249","0.12102475762367249","0.12102475762367249","0.134904682636261","0.134904682636261","0.134904682636261"
"16800","0.17560984194278717","0.17560984194278717","0.17560984194278717","0.13120314478874207","0.13120314478874207","0.13120314478874207"
"16900","0.14643700420856476","0.14643700420856476","0.14643700420856476","0.15628866851329803","0.15628866851329803","0.15628866851329803"
"17000","0.1439804583787918","0.1439804583787918","0.1439804583787918","0.17311760783195496","0.17311760783195496","0.17311760783195496"
"17100","0.1615598350763321","0.1615598350763321","0.1615598350763321","0.17194508016109467","0.17194508016109467","0.17194508016109467"
"17200","0.15280595421791077","0.15280595421791077","0.15280595421791077","0.1322319209575653","0.1322319209575653","0.1322319209575653"
"17300","0.19140532612800598","0.19140532612800598","0.19140532612800598","0.14791283011436462","0.14791283011436462","0.14791283011436462"
"17400","0.10325679928064346","0.10325679928064346","0.10325679928064346","0.15755297243595123","0.15755297243595123","0.15755297243595123"
"17500","0.18331381678581238","0.18331381678581238","0.18331381678581238","0.14535662531852722","0.14535662531852722","0.14535662531852722"
"17600","0.16561520099639893","0.16561520099639893","0.16561520099639893","0.1426512748003006","0.1426512748003006","0.1426512748003006"
"17700","0.18070296943187714","0.18070296943187714","0.18070296943187714","0.17557254433631897","0.17557254433631897","0.17557254433631897"
"17800","0.12473567575216293","0.12473567575216293","0.12473567575216293","0.17211145162582397","0.17211145162582397","0.17211145162582397"
"17900","0.1885259598493576","0.1885259598493576","0.1885259598493576","0.15960179269313812","0.15960179269313812","0.15960179269313812"
"18000","0.1563711166381836","0.1563711166381836","0.1563711166381836","0.14472287893295288","0.14472287893295288","0.14472287893295288"
"18100","0.18681888282299042","0.18681888282299042","0.18681888282299042","0.14410994946956635","0.14410994946956635","0.14410994946956635"
"18200","0.17455852031707764","0.17455852031707764","0.17455852031707764","0.11743584275245667","0.11743584275245667","0.11743584275245667"
"18300","0.14920224249362946","0.14920224249362946","0.14920224249362946","0.16475671529769897","0.16475671529769897","0.16475671529769897"
"18400","0.1325581818819046","0.1325581818819046","0.1325581818819046","0.14563621580600739","0.14563621580600739","0.14563621580600739"
"18500","0.21036794781684875","0.21036794781684875","0.21036794781684875","0.13202302157878876","0.13202302157878876","0.13202302157878876"
"18600","0.11509719491004944","0.11509719491004944","0.11509719491004944","0.10746418684720993","0.10746418684720993","0.10746418684720993"
"18700","0.1876080334186554","0.1876080334186554","0.1876080334186554","0.14404408633708954","0.14404408633708954","0.14404408633708954"
"18800","0.17578621208667755","0.17578621208667755","0.17578621208667755","0.15350623428821564","0.15350623428821564","0.15350623428821564"
"18900","0.12903735041618347","0.12903735041618347","0.12903735041618347","0.10076973587274551","0.10076973587274551","0.10076973587274551"
"19000","0.20822279155254364","0.20822279155254364","0.20822279155254364","0.16477344930171967","0.16477344930171967","0.16477344930171967"
"19100","0.17881013453006744","0.17881013453006744","0.17881013453006744","0.10827621072530746","0.10827621072530746","0.10827621072530746"
"19200","0.1856653243303299","0.1856653243303299","0.1856653243303299","0.13420572876930237","0.13420572876930237","0.13420572876930237"
"19300","0.17392027378082275","0.17392027378082275","0.17392027378082275","0.10402876883745193","0.10402876883745193","0.10402876883745193"
"19400","0.16039593517780304","0.16039593517780304","0.16039593517780304","0.18674126267433167","0.18674126267433167","0.18674126267433167"
"19500","0.124064601957798","0.124064601957798","0.124064601957798","0.17444221675395966","0.17444221675395966","0.17444221675395966"
"19600","0.10512853413820267","0.10512853413820267","0.10512853413820267","0.10824037343263626","0.10824037343263626","0.10824037343263626"
"19700","0.19434860348701477","0.19434860348701477","0.19434860348701477","0.1588171273469925","0.1588171273469925","0.1588171273469925"
"19800","0.1341467797756195","0.1341467797756195","0.1341467797756195","0.15612663328647614","0.15612663328647614","0.15612663328647614"
"19900","0.17946821451187134","0.17946821451187134","0.17946821451187134","0.1526971012353897","0.1526971012353897","0.1526971012353897"
"20000","0.1601085513830185","0.1601085513830185","0.1601085513830185","0.12496943771839142","0.12496943771839142","0.12496943771839142"
"20100","0.116240955889225","0.116240955889225","0.116240955889225","0.11108474433422089","0.11108474433422089","0.11108474433422089"
"20200","0.1650310754776001","0.1650310754776001","0.1650310754776001","0.16286328434944153","0.16286328434944153","0.16286328434944153"
"20300","0.16376757621765137","0.16376757621765137","0.16376757621765137","0.2024996429681778","0.2024996429681778","0.2024996429681778"
"20400","0.14440132677555084","0.14440132677555084","0.14440132677555084","0.1637764424085617","0.1637764424085617","0.1637764424085617"
"20500","0.21030279994010925","0.21030279994010925","0.21030279994010925","0.14908267557621002","0.14908267557621002","0.14908267557621002"
"20600","0.12363799661397934","0.12363799661397934","0.12363799661397934","0.16483332216739655","0.16483332216739655","0.16483332216739655"
"20700","0.19981569051742554","0.19981569051742554","0.19981569051742554","0.22501038014888763","0.22501038014888763","0.22501038014888763"
"20800","0.15544269979000092","0.15544269979000092","0.15544269979000092","0.11990740895271301","0.11990740895271301","0.11990740895271301"
"20900","0.13491985201835632","0.13491985201835632","0.13491985201835632","0.1427631676197052","0.1427631676197052","0.1427631676197052"
"21000","0.15542729198932648","0.15542729198932648","0.15542729198932648","0.12022129446268082","0.12022129446268082","0.12022129446268082"
"21100","0.12375643849372864","0.12375643849372864","0.12375643849372864","0.13481087982654572","0.13481087982654572","0.13481087982654572"
"21200","0.15015874803066254","0.15015874803066254","0.15015874803066254","0.14400963485240936","0.14400963485240936","0.14400963485240936"
"21300","0.15703678131103516","0.15703678131103516","0.15703678131103516","0.16436029970645905","0.16436029970645905","0.16436029970645905"
"21400","0.14024588465690613","0.14024588465690613","0.14024588465690613","0.20820608735084534","0.20820608735084534","0.20820608735084534"
"21500","0.16167332231998444","0.16167332231998444","0.16167332231998444","0.11373122036457062","0.11373122036457062","0.11373122036457062"
"21600","0.17952661216259003","0.17952661216259003","0.17952661216259003","0.13555815815925598","0.13555815815925598","0.13555815815925598"
"21700","0.10951703786849976","0.10951703786849976","0.10951703786849976","0.14093729853630066","0.14093729853630066","0.14093729853630066"
"21800","0.18809227645397186","0.18809227645397186","0.18809227645397186","0.15651792287826538","0.15651792287826538","0.15651792287826538"
"21900","0.2066681832075119","0.2066681832075119","0.2066681832075119","0.13243654370307922","0.13243654370307922","0.13243654370307922"
"22000","0.17226168513298035","0.17226168513298035","0.17226168513298035","0.17161281406879425","0.17161281406879425","0.17161281406879425"
"22100","0.1607387214899063","0.1607387214899063","0.1607387214899063","0.16145117580890656","0.16145117580890656","0.16145117580890656"
"22200","0.137501060962677","0.137501060962677","0.137501060962677","0.18514582514762878","0.18514582514762878","0.18514582514762878"
"22300","0.19101038575172424","0.19101038575172424","0.19101038575172424","0.16354097425937653","0.16354097425937653","0.16354097425937653"
"22400","0.21156448125839233","0.21156448125839233","0.21156448125839233","0.12728340923786163","0.12728340923786163","0.12728340923786163"
"22500","0.16189005970954895","0.16189005970954895","0.16189005970954895","0.08683270961046219","0.08683270961046219","0.08683270961046219"
"22600","0.18088683485984802","0.18088683485984802","0.18088683485984802","0.13545452058315277","0.13545452058315277","0.13545452058315277"
"22700","0.21017955243587494","0.21017955243587494","0.21017955243587494","0.14305143058300018","0.14305143058300018","0.14305143058300018"
"22800","0.15551885962486267","0.15551885962486267","0.15551885962486267","0.12846221029758453","0.12846221029758453","0.12846221029758453"
"22900","0.14680908620357513","0.14680908620357513","0.14680908620357513","0.1581050455570221","0.1581050455570221","0.1581050455570221"
"23000","0.17649774253368378","0.17649774253368378","0.17649774253368378","0.18960322439670563","0.18960322439670563","0.18960322439670563"
"23100","0.142330139875412","0.142330139875412","0.142330139875412","0.18460412323474884","0.18460412323474884","0.18460412323474884"
"23200","0.18469251692295074","0.18469251692295074","0.18469251692295074","0.15159353613853455","0.15159353613853455","0.15159353613853455"
"23300","0.18796445429325104","0.18796445429325104","0.18796445429325104","0.12293123453855515","0.12293123453855515","0.12293123453855515"
