"Step","act_calvin_abc_fair - train/grad_norm","act_calvin_abc_fair - train/grad_norm__MIN","act_calvin_abc_fair - train/grad_norm__MAX","act_calvin_b - train/grad_norm","act_calvin_b - train/grad_norm__MIN","act_calvin_b - train/grad_norm__MAX"
"2100","28.982234363555907","28.982234363555907","28.982234363555907","29.49123752593994","29.49123752593994","29.49123752593994"
"2200","28.129124908447267","28.129124908447267","28.129124908447267","27.537945251464844","27.537945251464844","27.537945251464844"
"2300","27.48193727493286","27.48193727493286","27.48193727493286","27.644255485534668","27.644255485534668","27.644255485534668"
"2400","26.31342098236084","26.31342098236084","26.31342098236084","26.50145439147949","26.50145439147949","26.50145439147949"
"2500","25.104892024993898","25.104892024993898","25.104892024993898","25.827464542388917","25.827464542388917","25.827464542388917"
"2600","25.35875482559204","25.35875482559204","25.35875482559204","24.868717098236083","24.868717098236083","24.868717098236083"
"2700","23.753380966186523","23.753380966186523","23.753380966186523","24.039739685058592","24.039739685058592","24.039739685058592"
"2800","22.418418407440186","22.418418407440186","22.418418407440186","22.864720268249513","22.864720268249513","22.864720268249513"
"2900","22.30474962234497","22.30474962234497","22.30474962234497","22.307251625061035","22.307251625061035","22.307251625061035"
"3000","21.302585163116454","21.302585163116454","21.302585163116454","22.050861225128173","22.050861225128173","22.050861225128173"
"3100","21.557324981689455","21.557324981689455","21.557324981689455","21.101103467941286","21.101103467941286","21.101103467941286"
"3200","20.387515563964843","20.387515563964843","20.387515563964843","20.966666622161867","20.966666622161867","20.966666622161867"
"3300","20.070106859207154","20.070106859207154","20.070106859207154","20.32994077682495","20.32994077682495","20.32994077682495"
"3400","19.409860219955444","19.409860219955444","19.409860219955444","19.468279914855955","19.468279914855955","19.468279914855955"
"3500","18.62122968673706","18.62122968673706","18.62122968673706","18.58449104309082","18.58449104309082","18.58449104309082"
"3600","18.27467523574829","18.27467523574829","18.27467523574829","18.522697649002076","18.522697649002076","18.522697649002076"
"3700","17.488973245620727","17.488973245620727","17.488973245620727","17.709457387924193","17.709457387924193","17.709457387924193"
"3800","17.442432651519777","17.442432651519777","17.442432651519777","17.86080331802368","17.86080331802368","17.86080331802368"
"3900","16.474180727005006","16.474180727005006","16.474180727005006","16.64740870475769","16.64740870475769","16.64740870475769"
"4000","16.342510261535644","16.342510261535644","16.342510261535644","16.137785387039184","16.137785387039184","16.137785387039184"
"4100","16.08121747970581","16.08121747970581","16.08121747970581","16.129732189178466","16.129732189178466","16.129732189178466"
"4200","15.340275173187257","15.340275173187257","15.340275173187257","15.306051588058471","15.306051588058471","15.306051588058471"
"4300","15.431083765029907","15.431083765029907","15.431083765029907","15.423608131408692","15.423608131408692","15.423608131408692"
"4400","15.699556427001953","15.699556427001953","15.699556427001953","15.031972284317016","15.031972284317016","15.031972284317016"
"4500","14.650334529876709","14.650334529876709","14.650334529876709","14.37744402885437","14.37744402885437","14.37744402885437"
"4600","15.03847493171692","15.03847493171692","15.03847493171692","15.153037357330323","15.153037357330323","15.153037357330323"
"4700","14.013021001815796","14.013021001815796","14.013021001815796","14.388183269500733","14.388183269500733","14.388183269500733"
"4800","14.303522462844848","14.303522462844848","14.303522462844848","14.09070372581482","14.09070372581482","14.09070372581482"
"4900","13.710111770629883","13.710111770629883","13.710111770629883","13.928796339035035","13.928796339035035","13.928796339035035"
"5000","13.534748811721801","13.534748811721801","13.534748811721801","13.802067346572876","13.802067346572876","13.802067346572876"
"5100","13.332944164276123","13.332944164276123","13.332944164276123","13.364207124710083","13.364207124710083","13.364207124710083"
"5200","12.64880560874939","12.64880560874939","12.64880560874939","12.63069414138794","12.63069414138794","12.63069414138794"
"5300","12.659532823562621","12.659532823562621","12.659532823562621","12.734344272613525","12.734344272613525","12.734344272613525"
"5400","12.588657417297362","12.588657417297362","12.588657417297362","12.977235765457154","12.977235765457154","12.977235765457154"
"5500","12.22949933052063","12.22949933052063","12.22949933052063","12.453505296707153","12.453505296707153","12.453505296707153"
"5600","12.35080171585083","12.35080171585083","12.35080171585083","12.282273159027099","12.282273159027099","12.282273159027099"
"5700","11.954187688827515","11.954187688827515","11.954187688827515","11.654950809478759","11.654950809478759","11.654950809478759"
"5800","12.134517154693604","12.134517154693604","12.134517154693604","11.921367435455322","11.921367435455322","11.921367435455322"
"5900","11.561403141021728","11.561403141021728","11.561403141021728","11.673217916488648","11.673217916488648","11.673217916488648"
"6000","11.95482632637024","11.95482632637024","11.95482632637024","11.725387496948242","11.725387496948242","11.725387496948242"
"6100","11.291006565093994","11.291006565093994","11.291006565093994","11.572798404693604","11.572798404693604","11.572798404693604"
"6200","10.884973220825195","10.884973220825195","10.884973220825195","11.02190456867218","11.02190456867218","11.02190456867218"
"6300","11.520283641815185","11.520283641815185","11.520283641815185","11.092084550857544","11.092084550857544","11.092084550857544"
"6400","11.194412260055541","11.194412260055541","11.194412260055541","11.003221740722656","11.003221740722656","11.003221740722656"
"6500","10.828577365875244","10.828577365875244","10.828577365875244","11.061976823806763","11.061976823806763","11.061976823806763"
"6600","10.533891572952271","10.533891572952271","10.533891572952271","10.547347497940063","10.547347497940063","10.547347497940063"
"6700","10.549819688796997","10.549819688796997","10.549819688796997","10.635654559135437","10.635654559135437","10.635654559135437"
"6800","10.230429091453551","10.230429091453551","10.230429091453551","10.346084952354431","10.346084952354431","10.346084952354431"
"6900","10.326587681770325","10.326587681770325","10.326587681770325","10.55974045753479","10.55974045753479","10.55974045753479"
"7000","9.944468035697938","9.944468035697938","9.944468035697938","9.603245000839234","9.603245000839234","9.603245000839234"
"7100","10.046363296508789","10.046363296508789","10.046363296508789","10.034071292877197","10.034071292877197","10.034071292877197"
"7200","9.856422572135925","9.856422572135925","9.856422572135925","9.640834913253784","9.640834913253784","9.640834913253784"
"7300","9.524402031898498","9.524402031898498","9.524402031898498","9.571601395606995","9.571601395606995","9.571601395606995"
"7400","9.561504034996032","9.561504034996032","9.561504034996032","9.345453133583069","9.345453133583069","9.345453133583069"
"7500","9.45886387348175","9.45886387348175","9.45886387348175","9.378304958343506","9.378304958343506","9.378304958343506"
"7600","8.958508620262146","8.958508620262146","8.958508620262146","9.095972571372986","9.095972571372986","9.095972571372986"
"7700","9.25325397491455","9.25325397491455","9.25325397491455","9.072496771812439","9.072496771812439","9.072496771812439"
"7800","8.830085463523865","8.830085463523865","8.830085463523865","8.773372683525086","8.773372683525086","8.773372683525086"
"7900","8.884642672538757","8.884642672538757","8.884642672538757","8.792560911178589","8.792560911178589","8.792560911178589"
"8000","8.567518930435181","8.567518930435181","8.567518930435181","8.504657692909241","8.504657692909241","8.504657692909241"
"8100","8.84953169822693","8.84953169822693","8.84953169822693","8.46934033870697","8.46934033870697","8.46934033870697"
"8200","8.653753480911256","8.653753480911256","8.653753480911256","8.621425604820251","8.621425604820251","8.621425604820251"
"8300","8.457113285064697","8.457113285064697","8.457113285064697","8.47472008228302","8.47472008228302","8.47472008228302"
"8400","8.595266470909118","8.595266470909118","8.595266470909118","8.295691266059876","8.295691266059876","8.295691266059876"
"8500","8.097499160766601","8.097499160766601","8.097499160766601","8.451032967567444","8.451032967567444","8.451032967567444"
"8600","8.328860363960267","8.328860363960267","8.328860363960267","8.179931869506836","8.179931869506836","8.179931869506836"
"8700","7.848864603042602","7.848864603042602","7.848864603042602","7.711271305084228","7.711271305084228","7.711271305084228"
"8800","8.174517188072205","8.174517188072205","8.174517188072205","7.9937786102294925","7.9937786102294925","7.9937786102294925"
"8900","7.826537508964538","7.826537508964538","7.826537508964538","8.027393293380737","8.027393293380737","8.027393293380737"
"9000","7.896082849502563","7.896082849502563","7.896082849502563","7.705955591201782","7.705955591201782","7.705955591201782"
"9100","7.5934532308578495","7.5934532308578495","7.5934532308578495","7.745134282112121","7.745134282112121","7.745134282112121"
"9200","7.814701824188233","7.814701824188233","7.814701824188233","7.457762274742127","7.457762274742127","7.457762274742127"
"9300","7.654874157905579","7.654874157905579","7.654874157905579","7.338589429855347","7.338589429855347","7.338589429855347"
"9400","7.310426073074341","7.310426073074341","7.310426073074341","7.164158473014831","7.164158473014831","7.164158473014831"
"9500","7.052912650108337","7.052912650108337","7.052912650108337","7.437552304267883","7.437552304267883","7.437552304267883"
"9600","7.065814247131348","7.065814247131348","7.065814247131348","7.4716371107101445","7.4716371107101445","7.4716371107101445"
"9700","7.100859384536744","7.100859384536744","7.100859384536744","7.2593683242797855","7.2593683242797855","7.2593683242797855"
"9800","6.957229309082031","6.957229309082031","6.957229309082031","6.943364200592041","6.943364200592041","6.943364200592041"
"9900","6.8185973691940305","6.8185973691940305","6.8185973691940305","6.7168864917755124","6.7168864917755124","6.7168864917755124"
"10000","7.082707600593567","7.082707600593567","7.082707600593567","6.922218565940857","6.922218565940857","6.922218565940857"
"10100","6.73884952545166","6.73884952545166","6.73884952545166","7.026441931724548","7.026441931724548","7.026441931724548"
"10200","6.577243390083313","6.577243390083313","6.577243390083313","6.691940636634826","6.691940636634826","6.691940636634826"
"10300","6.693194613456726","6.693194613456726","6.693194613456726","6.662532887458801","6.662532887458801","6.662532887458801"
"10400","6.82735924243927","6.82735924243927","6.82735924243927","6.684802646636963","6.684802646636963","6.684802646636963"
"10500","6.628011717796325","6.628011717796325","6.628011717796325","6.453160133361816","6.453160133361816","6.453160133361816"
"10600","6.377348742485046","6.377348742485046","6.377348742485046","6.631184358596801","6.631184358596801","6.631184358596801"
"10700","6.456316556930542","6.456316556930542","6.456316556930542","6.733869123458862","6.733869123458862","6.733869123458862"
"10800","6.014272418022156","6.014272418022156","6.014272418022156","6.290548515319824","6.290548515319824","6.290548515319824"
"10900","6.260940208435058","6.260940208435058","6.260940208435058","6.371223630905152","6.371223630905152","6.371223630905152"
"11000","6.157710971832276","6.157710971832276","6.157710971832276","6.212908306121826","6.212908306121826","6.212908306121826"
"11100","6.2181019639968875","6.2181019639968875","6.2181019639968875","6.2290027761459354","6.2290027761459354","6.2290027761459354"
"11200","5.9697114896774295","5.9697114896774295","5.9697114896774295","5.894328260421753","5.894328260421753","5.894328260421753"
"11300","5.776850719451904","5.776850719451904","5.776850719451904","6.026582627296448","6.026582627296448","6.026582627296448"
"11400","5.985755710601807","5.985755710601807","5.985755710601807","5.902141146659851","5.902141146659851","5.902141146659851"
"11500","5.868604559898376","5.868604559898376","5.868604559898376","5.779743275642395","5.779743275642395","5.779743275642395"
"11600","5.71820185661316","5.71820185661316","5.71820185661316","5.8131313180923465","5.8131313180923465","5.8131313180923465"
"11700","5.674178338050842","5.674178338050842","5.674178338050842","5.827899522781372","5.827899522781372","5.827899522781372"
"11800","5.422687659263611","5.422687659263611","5.422687659263611","5.575269045829773","5.575269045829773","5.575269045829773"
"11900","5.730822224617004","5.730822224617004","5.730822224617004","5.51915066242218","5.51915066242218","5.51915066242218"
"12000","5.565851063728332","5.565851063728332","5.565851063728332","5.389021272659302","5.389021272659302","5.389021272659302"
"12100","5.357417094707489","5.357417094707489","5.357417094707489","5.22197196483612","5.22197196483612","5.22197196483612"
"12200","5.239661946296692","5.239661946296692","5.239661946296692","5.2945893239974975","5.2945893239974975","5.2945893239974975"
"12300","5.191825680732727","5.191825680732727","5.191825680732727","5.16412914276123","5.16412914276123","5.16412914276123"
"12400","5.244534668922424","5.244534668922424","5.244534668922424","5.277871766090393","5.277871766090393","5.277871766090393"
"12500","5.242160363197327","5.242160363197327","5.242160363197327","5.07339394569397","5.07339394569397","5.07339394569397"
"12600","4.7765943050384525","4.7765943050384525","4.7765943050384525","5.119967627525329","5.119967627525329","5.119967627525329"
"12700","4.857537896633148","4.857537896633148","4.857537896633148","4.88206387758255","4.88206387758255","4.88206387758255"
"12800","4.967612035274506","4.967612035274506","4.967612035274506","4.84747792005539","4.84747792005539","4.84747792005539"
"12900","4.850662784576416","4.850662784576416","4.850662784576416","4.8054242920875545","4.8054242920875545","4.8054242920875545"
"13000","4.7080932712554935","4.7080932712554935","4.7080932712554935","4.634314911365509","4.634314911365509","4.634314911365509"
"13100","4.642763137817383","4.642763137817383","4.642763137817383","4.824692234992981","4.824692234992981","4.824692234992981"
"13200","4.51563469171524","4.51563469171524","4.51563469171524","4.676323833465577","4.676323833465577","4.676323833465577"
"13300","4.524305016994476","4.524305016994476","4.524305016994476","4.65774108171463","4.65774108171463","4.65774108171463"
"13400","4.445338339805603","4.445338339805603","4.445338339805603","4.557865147590637","4.557865147590637","4.557865147590637"
"13500","4.3190946197509765","4.3190946197509765","4.3190946197509765","4.462690870761872","4.462690870761872","4.462690870761872"
"13600","4.350286383628845","4.350286383628845","4.350286383628845","4.3838749957084655","4.3838749957084655","4.3838749957084655"
"13700","4.3384916210174564","4.3384916210174564","4.3384916210174564","4.301172320842743","4.301172320842743","4.301172320842743"
"13800","4.215714428424835","4.215714428424835","4.215714428424835","4.226641521453858","4.226641521453858","4.226641521453858"
"13900","4.0176983833312985","4.0176983833312985","4.0176983833312985","4.066657831668854","4.066657831668854","4.066657831668854"
"14000","3.912720992565155","3.912720992565155","3.912720992565155","4.102401926517486","4.102401926517486","4.102401926517486"
"14100","4.044569382667541","4.044569382667541","4.044569382667541","4.068516082763672","4.068516082763672","4.068516082763672"
"14200","3.9689349150657653","3.9689349150657653","3.9689349150657653","3.9934492325782776","3.9934492325782776","3.9934492325782776"
"14300","3.7944391226768492","3.7944391226768492","3.7944391226768492","3.9288400340080263","3.9288400340080263","3.9288400340080263"
"14400","3.693829596042633","3.693829596042633","3.693829596042633","3.8383999347686766","3.8383999347686766","3.8383999347686766"
"14500","3.7689409351348875","3.7689409351348875","3.7689409351348875","3.806682674884796","3.806682674884796","3.806682674884796"
"14600","3.5199599623680116","3.5199599623680116","3.5199599623680116","3.5740195989608763","3.5740195989608763","3.5740195989608763"
"14700","3.6425808119773864","3.6425808119773864","3.6425808119773864","3.62872350692749","3.62872350692749","3.62872350692749"
"14800","3.4067330360412598","3.4067330360412598","3.4067330360412598","3.5601161885261536","3.5601161885261536","3.5601161885261536"
"14900","3.406758437156677","3.406758437156677","3.406758437156677","3.633555145263672","3.633555145263672","3.633555145263672"
"15000","3.212890675067902","3.212890675067902","3.212890675067902","3.602957239151001","3.602957239151001","3.602957239151001"
"15100","3.2542260766029356","3.2542260766029356","3.2542260766029356","3.452769968509674","3.452769968509674","3.452769968509674"
"15200","3.2687226057052614","3.2687226057052614","3.2687226057052614","3.555042419433594","3.555042419433594","3.555042419433594"
"15300","3.3791635179519655","3.3791635179519655","3.3791635179519655","3.721844277381897","3.721844277381897","3.721844277381897"
"15400","3.3360356426239015","3.3360356426239015","3.3360356426239015","3.471690287590027","3.471690287590027","3.471690287590027"
"15500","3.1973079013824464","3.1973079013824464","3.1973079013824464","3.3376126384735105","3.3376126384735105","3.3376126384735105"
"15600","3.290713882446289","3.290713882446289","3.290713882446289","3.2085827660560606","3.2085827660560606","3.2085827660560606"
"15700","3.093683886528015","3.093683886528015","3.093683886528015","3.3066218209266665","3.3066218209266665","3.3066218209266665"
"15800","3.0706306290626526","3.0706306290626526","3.0706306290626526","3.4038610005378724","3.4038610005378724","3.4038610005378724"
"15900","3.1696235847473146","3.1696235847473146","3.1696235847473146","3.3105925607681272","3.3105925607681272","3.3105925607681272"
"16000","3.0443317317962646","3.0443317317962646","3.0443317317962646","3.143693130016327","3.143693130016327","3.143693130016327"
"16100","3.0022273111343383","3.0022273111343383","3.0022273111343383","3.4211368703842164","3.4211368703842164","3.4211368703842164"
"16200","3.224448611736298","3.224448611736298","3.224448611736298","3.3659230041503907","3.3659230041503907","3.3659230041503907"
"16300","3.1090541005134584","3.1090541005134584","3.1090541005134584","3.3282697868347166","3.3282697868347166","3.3282697868347166"
"16400","3.0605600690841674","3.0605600690841674","3.0605600690841674","3.3424791431427003","3.3424791431427003","3.3424791431427003"
"16500","2.929557716846466","2.929557716846466","2.929557716846466","3.1228276610374452","3.1228276610374452","3.1228276610374452"
"16600","3.1679143953323363","3.1679143953323363","3.1679143953323363","3.2910956931114197","3.2910956931114197","3.2910956931114197"
"16700","2.9264669227600097","2.9264669227600097","2.9264669227600097","3.33194242477417","3.33194242477417","3.33194242477417"
"16800","2.9395331287384034","2.9395331287384034","2.9395331287384034","3.123469743728638","3.123469743728638","3.123469743728638"
"16900","2.9273453545570374","2.9273453545570374","2.9273453545570374","3.2259747886657717","3.2259747886657717","3.2259747886657717"
"17000","2.9102635741233827","2.9102635741233827","2.9102635741233827","3.108053832054138","3.108053832054138","3.108053832054138"
"17100","3.105199556350708","3.105199556350708","3.105199556350708","3.0866487979888917","3.0866487979888917","3.0866487979888917"
"17200","2.906561782360077","2.906561782360077","2.906561782360077","2.9991813993453977","2.9991813993453977","2.9991813993453977"
"17300","2.8670276498794554","2.8670276498794554","2.8670276498794554","3.0927814197540284","3.0927814197540284","3.0927814197540284"
"17400","2.8095142149925234","2.8095142149925234","2.8095142149925234","3.2161561632156372","3.2161561632156372","3.2161561632156372"
"17500","2.787333159446716","2.787333159446716","2.787333159446716","3.180865952968597","3.180865952968597","3.180865952968597"
"17600","2.778734917640686","2.778734917640686","2.778734917640686","3.093465428352356","3.093465428352356","3.093465428352356"
"17700","2.8127604842185976","2.8127604842185976","2.8127604842185976","3.1157491326332094","3.1157491326332094","3.1157491326332094"
"17800","2.7585575437545775","2.7585575437545775","2.7585575437545775","3.0246500253677366","3.0246500253677366","3.0246500253677366"
"17900","2.779138581752777","2.779138581752777","2.779138581752777","3.0592863512039186","3.0592863512039186","3.0592863512039186"
"18000","2.7144341468811035","2.7144341468811035","2.7144341468811035","3.0557190442085265","3.0557190442085265","3.0557190442085265"
"18100","2.797778480052948","2.797778480052948","2.797778480052948","2.9811413359642027","2.9811413359642027","2.9811413359642027"
"18200","2.7234809589385987","2.7234809589385987","2.7234809589385987","3.0875387024879455","3.0875387024879455","3.0875387024879455"
"18300","2.703233664035797","2.703233664035797","2.703233664035797","3.0902156925201414","3.0902156925201414","3.0902156925201414"
"18400","2.7830437231063843","2.7830437231063843","2.7830437231063843","2.977964005470276","2.977964005470276","2.977964005470276"
"18500","2.7834053111076353","2.7834053111076353","2.7834053111076353","3.07494544506073","3.07494544506073","3.07494544506073"
"18600","2.6167437648773193","2.6167437648773193","2.6167437648773193","3.017770223617554","3.017770223617554","3.017770223617554"
"18700","2.6343048620224","2.6343048620224","2.6343048620224","2.9265884709358216","2.9265884709358216","2.9265884709358216"
"18800","2.5887183964252474","2.5887183964252474","2.5887183964252474","2.9540516424179075","2.9540516424179075","2.9540516424179075"
"18900","2.5031631100177765","2.5031631100177765","2.5031631100177765","2.893853042125702","2.893853042125702","2.893853042125702"
"19000","2.6107611620426177","2.6107611620426177","2.6107611620426177","2.980702359676361","2.980702359676361","2.980702359676361"
"19100","2.4836934065818785","2.4836934065818785","2.4836934065818785","2.942286250591278","2.942286250591278","2.942286250591278"
"19200","2.480262733697891","2.480262733697891","2.480262733697891","2.9396184921264648","2.9396184921264648","2.9396184921264648"
"19300","2.562423675060272","2.562423675060272","2.562423675060272","3.1273543071746825","3.1273543071746825","3.1273543071746825"
"19400","2.4497905230522155","2.4497905230522155","2.4497905230522155","2.8773552131652833","2.8773552131652833","2.8773552131652833"
"19500","2.3739849746227266","2.3739849746227266","2.3739849746227266","2.9513344311714174","2.9513344311714174","2.9513344311714174"
"19600","2.461655548810959","2.461655548810959","2.461655548810959","3.041331524848938","3.041331524848938","3.041331524848938"
"19700","2.514835873842239","2.514835873842239","2.514835873842239","2.967228186130524","2.967228186130524","2.967228186130524"
"19800","2.4946003007888793","2.4946003007888793","2.4946003007888793","2.8730747747421264","2.8730747747421264","2.8730747747421264"
"19900","2.408798031806946","2.408798031806946","2.408798031806946","2.978710161447525","2.978710161447525","2.978710161447525"
"20000","2.427121822834015","2.427121822834015","2.427121822834015","2.816264455318451","2.816264455318451","2.816264455318451"
"20100","2.4367090392112734","2.4367090392112734","2.4367090392112734","2.7008373165130615","2.7008373165130615","2.7008373165130615"
"20200","2.310017100572586","2.310017100572586","2.310017100572586","2.802586114406586","2.802586114406586","2.802586114406586"
"20300","2.4239558601379394","2.4239558601379394","2.4239558601379394","2.883392217159271","2.883392217159271","2.883392217159271"
"20400","2.381111203432083","2.381111203432083","2.381111203432083","2.8312923884391785","2.8312923884391785","2.8312923884391785"
"20500","2.3405592858791353","2.3405592858791353","2.3405592858791353","2.852323977947235","2.852323977947235","2.852323977947235"
"20600","2.3749932932853697","2.3749932932853697","2.3749932932853697","2.7839708411693573","2.7839708411693573","2.7839708411693573"
"20700","2.3364431512355806","2.3364431512355806","2.3364431512355806","2.820015244483948","2.820015244483948","2.820015244483948"
"20800","2.2926526319980622","2.2926526319980622","2.2926526319980622","2.766862666606903","2.766862666606903","2.766862666606903"
"20900","2.297386955022812","2.297386955022812","2.297386955022812","2.878815588951111","2.878815588951111","2.878815588951111"
"21000","2.3079531002044678","2.3079531002044678","2.3079531002044678","2.844661829471588","2.844661829471588","2.844661829471588"
"21100","2.2413517558574676","2.2413517558574676","2.2413517558574676","2.704353182315826","2.704353182315826","2.704353182315826"
"21200","2.353060281276703","2.353060281276703","2.353060281276703","2.8740831661224364","2.8740831661224364","2.8740831661224364"
"21300","2.300556551218033","2.300556551218033","2.300556551218033","2.646633161306381","2.646633161306381","2.646633161306381"
"21400","2.194826831817627","2.194826831817627","2.194826831817627","2.667691855430603","2.667691855430603","2.667691855430603"
"21500","2.2766146278381347","2.2766146278381347","2.2766146278381347","2.8731571888923644","2.8731571888923644","2.8731571888923644"
"21600","2.241417897939682","2.241417897939682","2.241417897939682","2.7110678815841673","2.7110678815841673","2.7110678815841673"
"21700","2.2773396706581117","2.2773396706581117","2.2773396706581117","2.748388261795044","2.748388261795044","2.748388261795044"
"21800","2.2254329895973206","2.2254329895973206","2.2254329895973206","2.6485648262500763","2.6485648262500763","2.6485648262500763"
"21900","2.2794287753105165","2.2794287753105165","2.2794287753105165","2.6844483518600466","2.6844483518600466","2.6844483518600466"
"22000","2.2733609080314636","2.2733609080314636","2.2733609080314636","2.844501461982727","2.844501461982727","2.844501461982727"
"22100","2.2622207581996916","2.2622207581996916","2.2622207581996916","2.69204559803009","2.69204559803009","2.69204559803009"
"22200","2.2445106852054595","2.2445106852054595","2.2445106852054595","2.8412983632087707","2.8412983632087707","2.8412983632087707"
"22300","2.1702639019489287","2.1702639019489287","2.1702639019489287","2.7189069771766663","2.7189069771766663","2.7189069771766663"
"22400","2.1268555223941803","2.1268555223941803","2.1268555223941803","2.561879245042801","2.561879245042801","2.561879245042801"
"22500","2.2664344453811647","2.2664344453811647","2.2664344453811647","2.632624068260193","2.632624068260193","2.632624068260193"
"22600","2.201980994939804","2.201980994939804","2.201980994939804","2.6653421223163605","2.6653421223163605","2.6653421223163605"
"22700","2.218590255975723","2.218590255975723","2.218590255975723","2.6307584393024444","2.6307584393024444","2.6307584393024444"
"22800","2.2466559445858003","2.2466559445858003","2.2466559445858003","2.647176930904388","2.647176930904388","2.647176930904388"
"22900","2.2270339930057528","2.2270339930057528","2.2270339930057528","2.660793082714081","2.660793082714081","2.660793082714081"
"23000","2.2791548991203308","2.2791548991203308","2.2791548991203308","2.6031137669086455","2.6031137669086455","2.6031137669086455"
"23100","2.1768026328086854","2.1768026328086854","2.1768026328086854","2.6214617788791656","2.6214617788791656","2.6214617788791656"
"23200","2.2262066197395325","2.2262066197395325","2.2262066197395325","2.730907710790634","2.730907710790634","2.730907710790634"
"23300","2.209046007394791","2.209046007394791","2.209046007394791","2.601603547334671","2.601603547334671","2.601603547334671"
"23400","2.0885223972797395","2.0885223972797395","2.0885223972797395","2.5703823602199556","2.5703823602199556","2.5703823602199556"
"23500","2.2154727458953856","2.2154727458953856","2.2154727458953856","2.5724730455875395","2.5724730455875395","2.5724730455875395"
"23600","2.180850479602814","2.180850479602814","2.180850479602814","2.5120282673835757","2.5120282673835757","2.5120282673835757"
"23700","2.244340488910675","2.244340488910675","2.244340488910675","2.5718277060985564","2.5718277060985564","2.5718277060985564"
"23800","2.154820749759674","2.154820749759674","2.154820749759674","2.524005264043808","2.524005264043808","2.524005264043808"
"23900","2.0864990746974943","2.0864990746974943","2.0864990746974943","2.5519672667980196","2.5519672667980196","2.5519672667980196"
"24000","2.1534828424453734","2.1534828424453734","2.1534828424453734","2.6507710242271423","2.6507710242271423","2.6507710242271423"
"24100","2.2373850774765014","2.2373850774765014","2.2373850774765014","2.56780744433403","2.56780744433403","2.56780744433403"
"24200","2.118278205394745","2.118278205394745","2.118278205394745","2.64597495675087","2.64597495675087","2.64597495675087"
"24300","2.1467097067832945","2.1467097067832945","2.1467097067832945","2.563556144237518","2.563556144237518","2.563556144237518"
"24400","2.154340236186981","2.154340236186981","2.154340236186981","2.5320323491096497","2.5320323491096497","2.5320323491096497"
"24500","2.1983807599544525","2.1983807599544525","2.1983807599544525","2.5704486751556397","2.5704486751556397","2.5704486751556397"
"24600","2.2844295930862426","2.2844295930862426","2.2844295930862426","2.5726006174087526","2.5726006174087526","2.5726006174087526"
"24700","2.1074573540687562","2.1074573540687562","2.1074573540687562","2.588052855730057","2.588052855730057","2.588052855730057"
"24800","2.186073980331421","2.186073980331421","2.186073980331421","2.553749506473541","2.553749506473541","2.553749506473541"
"24900","2.123255202770233","2.123255202770233","2.123255202770233","2.534600862264633","2.534600862264633","2.534600862264633"
"25000","2.158308390378952","2.158308390378952","2.158308390378952","2.5219644725322725","2.5219644725322725","2.5219644725322725"
"25100","2.154296110868454","2.154296110868454","2.154296110868454","2.44627282500267","2.44627282500267","2.44627282500267"
