"Step","act_calvin_abc_fair - train/grad_norm","act_calvin_abc_fair - train/grad_norm__MIN","act_calvin_abc_fair - train/grad_norm__MAX","act_calvin_b - train/grad_norm","act_calvin_b - train/grad_norm__MIN","act_calvin_b - train/grad_norm__MAX"
"25200","2.2040794897079468","2.2040794897079468","2.2040794897079468","2.5503802597522736","2.5503802597522736","2.5503802597522736"
"25300","2.125385892391205","2.125385892391205","2.125385892391205","2.5446821665763855","2.5446821665763855","2.5446821665763855"
"25400","2.05279594540596","2.05279594540596","2.05279594540596","2.5177775192260743","2.5177775192260743","2.5177775192260743"
"25500","2.0510230362415314","2.0510230362415314","2.0510230362415314","2.534798847436905","2.534798847436905","2.534798847436905"
"25600","2.2047865092754364","2.2047865092754364","2.2047865092754364","2.5564992415904997","2.5564992415904997","2.5564992415904997"
"25700","2.2729277539253236","2.2729277539253236","2.2729277539253236","2.4820265102386476","2.4820265102386476","2.4820265102386476"
"25800","2.1900696218013764","2.1900696218013764","2.1900696218013764","2.5072742450237273","2.5072742450237273","2.5072742450237273"
"25900","2.0500406110286713","2.0500406110286713","2.0500406110286713","2.4635896718502046","2.4635896718502046","2.4635896718502046"
"26000","2.1035535383224486","2.1035535383224486","2.1035535383224486","2.4523908960819245","2.4523908960819245","2.4523908960819245"
"26100","2.02488875746727","2.02488875746727","2.02488875746727","2.48368848323822","2.48368848323822","2.48368848323822"
"26200","2.0272243344783782","2.0272243344783782","2.0272243344783782","2.5389449441432954","2.5389449441432954","2.5389449441432954"
"26300","2.1084798371791837","2.1084798371791837","2.1084798371791837","2.430811336040497","2.430811336040497","2.430811336040497"
"26400","2.12884557723999","2.12884557723999","2.12884557723999","2.5166842782497407","2.5166842782497407","2.5166842782497407"
"26500","2.0980044543743133","2.0980044543743133","2.0980044543743133","2.50730030298233","2.50730030298233","2.50730030298233"
"26600","2.185690778493881","2.185690778493881","2.185690778493881","2.5006836473941805","2.5006836473941805","2.5006836473941805"
"26700","2.1134432315826417","2.1134432315826417","2.1134432315826417","2.431073330640793","2.431073330640793","2.431073330640793"
"26800","2.0747209858894347","2.0747209858894347","2.0747209858894347","2.3733383333683014","2.3733383333683014","2.3733383333683014"
"26900","2.0797218084335327","2.0797218084335327","2.0797218084335327","2.4303707349300385","2.4303707349300385","2.4303707349300385"
"27000","2.015383106470108","2.015383106470108","2.015383106470108","2.408543586730957","2.408543586730957","2.408543586730957"
"27100","2.1122871506214143","2.1122871506214143","2.1122871506214143","2.4368289041519167","2.4368289041519167","2.4368289041519167"
"27200","2.047881029844284","2.047881029844284","2.047881029844284","2.3725334894657135","2.3725334894657135","2.3725334894657135"
"27300","2.114304220676422","2.114304220676422","2.114304220676422","2.3975723457336424","2.3975723457336424","2.3975723457336424"
"27400","2.0892534482479097","2.0892534482479097","2.0892534482479097","2.3834873485565184","2.3834873485565184","2.3834873485565184"
"27500","2.1383742821216583","2.1383742821216583","2.1383742821216583","2.397867959737778","2.397867959737778","2.397867959737778"
"27600","2.078950846195221","2.078950846195221","2.078950846195221","2.404937826395035","2.404937826395035","2.404937826395035"
"27700","2.0605460476875304","2.0605460476875304","2.0605460476875304","2.34625550866127","2.34625550866127","2.34625550866127"
"27800","2.0708275985717775","2.0708275985717775","2.0708275985717775","2.355026481151581","2.355026481151581","2.355026481151581"
"27900","2.025214811563492","2.025214811563492","2.025214811563492","2.347778878211975","2.347778878211975","2.347778878211975"
"28000","2.1822414124011993","2.1822414124011993","2.1822414124011993","2.3736604762077333","2.3736604762077333","2.3736604762077333"
"28100","2.062352203130722","2.062352203130722","2.062352203130722","2.3775963020324706","2.3775963020324706","2.3775963020324706"
"28200","2.070156421661377","2.070156421661377","2.070156421661377","2.404070712327957","2.404070712327957","2.404070712327957"
"28300","2.075335525274277","2.075335525274277","2.075335525274277","2.362969433069229","2.362969433069229","2.362969433069229"
"28400","2.1138398373126983","2.1138398373126983","2.1138398373126983","2.4359096002578737","2.4359096002578737","2.4359096002578737"
"28500","2.038374481201172","2.038374481201172","2.038374481201172","2.43852646112442","2.43852646112442","2.43852646112442"
"28600","2.1099290573596954","2.1099290573596954","2.1099290573596954","2.386700835227966","2.386700835227966","2.386700835227966"
"28700","2.080633257627487","2.080633257627487","2.080633257627487","2.3344706070423125","2.3344706070423125","2.3344706070423125"
"28800","2.091742160320282","2.091742160320282","2.091742160320282","2.3595455288887024","2.3595455288887024","2.3595455288887024"
"28900","2.1135330629348754","2.1135330629348754","2.1135330629348754","2.5479358220100403","2.5479358220100403","2.5479358220100403"
"29000","2.055660946369171","2.055660946369171","2.055660946369171","2.4327695882320404","2.4327695882320404","2.4327695882320404"
"29100","1.9751698660850525","1.9751698660850525","1.9751698660850525","2.386133428812027","2.386133428812027","2.386133428812027"
"29200","2.0351836585998537","2.0351836585998537","2.0351836585998537","2.391133108139038","2.391133108139038","2.391133108139038"
"29300","2.0567557990550993","2.0567557990550993","2.0567557990550993","2.4406145548820497","2.4406145548820497","2.4406145548820497"
"29400","2.1064540541172025","2.1064540541172025","2.1064540541172025","2.4370530080795287","2.4370530080795287","2.4370530080795287"
"29500","2.093091233968735","2.093091233968735","2.093091233968735","2.401577149629593","2.401577149629593","2.401577149629593"
"29600","1.9887497091293336","1.9887497091293336","1.9887497091293336","2.3663229739665983","2.3663229739665983","2.3663229739665983"
"29700","2.079266941547394","2.079266941547394","2.079266941547394","2.309595581293106","2.309595581293106","2.309595581293106"
"29800","2.076406019926071","2.076406019926071","2.076406019926071","2.363734014034271","2.363734014034271","2.363734014034271"
"29900","2.045615173578262","2.045615173578262","2.045615173578262","2.5067659783363343","2.5067659783363343","2.5067659783363343"
"30000","2.0419620871543884","2.0419620871543884","2.0419620871543884","2.3191110479831694","2.3191110479831694","2.3191110479831694"
"30100","2.108021250963211","2.108021250963211","2.108021250963211","2.3351236307621","2.3351236307621","2.3351236307621"
"30200","2.0365476596355436","2.0365476596355436","2.0365476596355436","2.32047842502594","2.32047842502594","2.32047842502594"
"30300","2.1128499627113344","2.1128499627113344","2.1128499627113344","2.379047591686249","2.379047591686249","2.379047591686249"
"30400","2.152650808095932","2.152650808095932","2.152650808095932","2.365082175731659","2.365082175731659","2.365082175731659"
"30500","2.0247980642318724","2.0247980642318724","2.0247980642318724","2.337624554634094","2.337624554634094","2.337624554634094"
"30600","2.0863589417934416","2.0863589417934416","2.0863589417934416","2.3316518664360046","2.3316518664360046","2.3316518664360046"
"30700","2.0472452211380006","2.0472452211380006","2.0472452211380006","2.338312225341797","2.338312225341797","2.338312225341797"
"30800","2.044855954647064","2.044855954647064","2.044855954647064","2.2623231852054597","2.2623231852054597","2.2623231852054597"
"30900","2.1162932395935057","2.1162932395935057","2.1162932395935057","2.256545788049698","2.256545788049698","2.256545788049698"
"31000","2.1127559792995454","2.1127559792995454","2.1127559792995454","2.3689902675151826","2.3689902675151826","2.3689902675151826"
"31100","2.0324669027328492","2.0324669027328492","2.0324669027328492","2.4169723427295686","2.4169723427295686","2.4169723427295686"
"31200","2.1238199198246","2.1238199198246","2.1238199198246","2.3087444353103637","2.3087444353103637","2.3087444353103637"
"31300","2.0349354088306426","2.0349354088306426","2.0349354088306426","2.3226485311985017","2.3226485311985017","2.3226485311985017"
"31400","1.9229621386528015","1.9229621386528015","1.9229621386528015","2.3840548896789553","2.3840548896789553","2.3840548896789553"
"31500","2.060935034751892","2.060935034751892","2.060935034751892","2.316829569339752","2.316829569339752","2.316829569339752"
"31600","2.111639088392258","2.111639088392258","2.111639088392258","2.2940564012527465","2.2940564012527465","2.2940564012527465"
"31700","2.01551283121109","2.01551283121109","2.01551283121109","2.3044490098953245","2.3044490098953245","2.3044490098953245"
"31800","2.056682287454605","2.056682287454605","2.056682287454605","2.3740770554542543","2.3740770554542543","2.3740770554542543"
"31900","2.0497368824481965","2.0497368824481965","2.0497368824481965","2.320058263540268","2.320058263540268","2.320058263540268"
"32000","2.0828703725337983","2.0828703725337983","2.0828703725337983","2.264471006393433","2.264471006393433","2.264471006393433"
"32100","2.0646945917606354","2.0646945917606354","2.0646945917606354","2.300546414852142","2.300546414852142","2.300546414852142"
"32200","1.993122580051422","1.993122580051422","1.993122580051422","2.419659706354141","2.419659706354141","2.419659706354141"
"32300","1.9910585463047028","1.9910585463047028","1.9910585463047028","2.4944721138477326","2.4944721138477326","2.4944721138477326"
"32400","2.022713292837143","2.022713292837143","2.022713292837143","2.3755961203575136","2.3755961203575136","2.3755961203575136"
"32500","2.0193130111694337","2.0193130111694337","2.0193130111694337","2.221748858690262","2.221748858690262","2.221748858690262"
"32600","2.055301389694214","2.055301389694214","2.055301389694214","2.363671759366989","2.363671759366989","2.363671759366989"
"32700","1.9531999719142914","1.9531999719142914","1.9531999719142914","2.2317261373996735","2.2317261373996735","2.2317261373996735"
"32800","2.1017310881614684","2.1017310881614684","2.1017310881614684","2.377171847820282","2.377171847820282","2.377171847820282"
"32900","2.0211346065998077","2.0211346065998077","2.0211346065998077","2.460643161535263","2.460643161535263","2.460643161535263"
"33000","2.034789344072342","2.034789344072342","2.034789344072342","2.372395882606506","2.372395882606506","2.372395882606506"
"33100","1.997068580389023","1.997068580389023","1.997068580389023","2.4185148096084594","2.4185148096084594","2.4185148096084594"
"33200","1.9313844883441924","1.9313844883441924","1.9313844883441924","2.270349849462509","2.270349849462509","2.270349849462509"
"33300","1.9695881235599517","1.9695881235599517","1.9695881235599517","2.2063236474990844","2.2063236474990844","2.2063236474990844"
"33400","2.0386700618267057","2.0386700618267057","2.0386700618267057","2.2905386888980868","2.2905386888980868","2.2905386888980868"
"33500","2.0425937390327453","2.0425937390327453","2.0425937390327453","2.3123413002491","2.3123413002491","2.3123413002491"
"33600","1.9750668692588806","1.9750668692588806","1.9750668692588806","2.26663130402565","2.26663130402565","2.26663130402565"
"33700","2.0049876940250395","2.0049876940250395","2.0049876940250395","2.206506210565567","2.206506210565567","2.206506210565567"
"33800","2.1262959372997283","2.1262959372997283","2.1262959372997283","2.280869495868683","2.280869495868683","2.280869495868683"
"33900","1.9314909231662751","1.9314909231662751","1.9314909231662751","2.170935996770859","2.170935996770859","2.170935996770859"
"34000","2.113175494670868","2.113175494670868","2.113175494670868","2.4034547853469848","2.4034547853469848","2.4034547853469848"
"34100","1.9849663949012757","1.9849663949012757","1.9849663949012757","2.2733266043663023","2.2733266043663023","2.2733266043663023"
"34200","2.0288296484947206","2.0288296484947206","2.0288296484947206","2.333778916597366","2.333778916597366","2.333778916597366"
"34300","1.9404733443260194","1.9404733443260194","1.9404733443260194","2.290130136013031","2.290130136013031","2.290130136013031"
"34400","2.0057116627693174","2.0057116627693174","2.0057116627693174","2.3356717586517335","2.3356717586517335","2.3356717586517335"
"34500","2.005418243408203","2.005418243408203","2.005418243408203","2.2297943687438964","2.2297943687438964","2.2297943687438964"
"34600","1.9311802244186402","1.9311802244186402","1.9311802244186402","2.2561630523204803","2.2561630523204803","2.2561630523204803"
"34700","1.971136667728424","1.971136667728424","1.971136667728424","2.422013795375824","2.422013795375824","2.422013795375824"
"34800","1.9603174865245818","1.9603174865245818","1.9603174865245818","2.3184383511543274","2.3184383511543274","2.3184383511543274"
"34900","1.9362683129310607","1.9362683129310607","1.9362683129310607","2.2689531552791595","2.2689531552791595","2.2689531552791595"
"35000","1.9840602743625642","1.9840602743625642","1.9840602743625642","2.28087037563324","2.28087037563324","2.28087037563324"
"35100","2.0295412766933443","2.0295412766933443","2.0295412766933443","2.3057130575180054","2.3057130575180054","2.3057130575180054"
"35200","1.999020733833313","1.999020733833313","1.999020733833313","2.3164108204841614","2.3164108204841614","2.3164108204841614"
"35300","1.9181291842460633","1.9181291842460633","1.9181291842460633","2.2370990908145902","2.2370990908145902","2.2370990908145902"
"35400","2.024247273206711","2.024247273206711","2.024247273206711","2.2948578679561615","2.2948578679561615","2.2948578679561615"
"35500","1.9715157294273375","1.9715157294273375","1.9715157294273375","2.3358975541591644","2.3358975541591644","2.3358975541591644"
"35600","2.015935468673706","2.015935468673706","2.015935468673706","2.213703911304474","2.213703911304474","2.213703911304474"
"35700","1.9627771401405334","1.9627771401405334","1.9627771401405334","2.178021693229675","2.178021693229675","2.178021693229675"
"35800","2.0135685276985167","2.0135685276985167","2.0135685276985167","2.3561158788204195","2.3561158788204195","2.3561158788204195"
"35900","2.0017083859443665","2.0017083859443665","2.0017083859443665","2.2804880023002623","2.2804880023002623","2.2804880023002623"
"36000","2.016856927871704","2.016856927871704","2.016856927871704","2.2188610208034514","2.2188610208034514","2.2188610208034514"
"36100","1.9323783063888549","1.9323783063888549","1.9323783063888549","2.2678645074367525","2.2678645074367525","2.2678645074367525"
"36200","2.0490508031845094","2.0490508031845094","2.0490508031845094","2.285724333524704","2.285724333524704","2.285724333524704"
"36300","1.9443623447418212","1.9443623447418212","1.9443623447418212","2.226601115465164","2.226601115465164","2.226601115465164"
"36400","1.959964303970337","1.959964303970337","1.959964303970337","2.1803633165359497","2.1803633165359497","2.1803633165359497"
"36500","1.8937400197982788","1.8937400197982788","1.8937400197982788","2.2150673985481264","2.2150673985481264","2.2150673985481264"
"36600","2.0624919545650484","2.0624919545650484","2.0624919545650484","2.213852146863937","2.213852146863937","2.213852146863937"
"36700","1.9648884618282318","1.9648884618282318","1.9648884618282318","2.2610893189907073","2.2610893189907073","2.2610893189907073"
"36800","2.0449502050876616","2.0449502050876616","2.0449502050876616","2.1854283308982847","2.1854283308982847","2.1854283308982847"
"36900","2.0144017612934113","2.0144017612934113","2.0144017612934113","2.328704972267151","2.328704972267151","2.328704972267151"
"37000","1.9825510585308075","1.9825510585308075","1.9825510585308075","2.341400409936905","2.341400409936905","2.341400409936905"
"37100","1.8079361629486084","1.8079361629486084","1.8079361629486084","2.19295259475708","2.19295259475708","2.19295259475708"
"37200","2.019601776599884","2.019601776599884","2.019601776599884","2.2123501813411712","2.2123501813411712","2.2123501813411712"
"37300","1.9643228995800017","1.9643228995800017","1.9643228995800017","2.2333796858787536","2.2333796858787536","2.2333796858787536"
"37400","1.9017597770690917","1.9017597770690917","1.9017597770690917","2.226790348291397","2.226790348291397","2.226790348291397"
"37500","1.88627415060997","1.88627415060997","1.88627415060997","2.256567437648773","2.256567437648773","2.256567437648773"
"37600","1.9778224623203278","1.9778224623203278","1.9778224623203278","2.2417889654636385","2.2417889654636385","2.2417889654636385"
"37700","1.9665340757369996","1.9665340757369996","1.9665340757369996","2.128171155452728","2.128171155452728","2.128171155452728"
"37800","1.947834677696228","1.947834677696228","1.947834677696228","2.223678960800171","2.223678960800171","2.223678960800171"
"37900","2.055421841144562","2.055421841144562","2.055421841144562","2.188958661556244","2.188958661556244","2.188958661556244"
"38000","1.8898787713050842","1.8898787713050842","1.8898787713050842","2.3732526874542237","2.3732526874542237","2.3732526874542237"
"38100","1.9427641081809996","1.9427641081809996","1.9427641081809996","2.239212318658829","2.239212318658829","2.239212318658829"
"38200","1.9764018499851226","1.9764018499851226","1.9764018499851226","2.2184266793727874","2.2184266793727874","2.2184266793727874"
"38300","1.9285625684261323","1.9285625684261323","1.9285625684261323","2.242583830356598","2.242583830356598","2.242583830356598"
"38400","1.8372086083889008","1.8372086083889008","1.8372086083889008","2.2112404537200927","2.2112404537200927","2.2112404537200927"
"38500","1.9688919758796692","1.9688919758796692","1.9688919758796692","2.2803795170783996","2.2803795170783996","2.2803795170783996"
"38600","1.9368552112579345","1.9368552112579345","1.9368552112579345","2.268026441335678","2.268026441335678","2.268026441335678"
"38700","1.9090881657600403","1.9090881657600403","1.9090881657600403","2.231062939167023","2.231062939167023","2.231062939167023"
"38800","1.9342197823524474","1.9342197823524474","1.9342197823524474","2.2212999129295348","2.2212999129295348","2.2212999129295348"
"38900","1.9753500401973725","1.9753500401973725","1.9753500401973725","2.2369917285442353","2.2369917285442353","2.2369917285442353"
"39000","1.9054936921596528","1.9054936921596528","1.9054936921596528","2.2688458240032197","2.2688458240032197","2.2688458240032197"
"39100","1.962899361848831","1.962899361848831","1.962899361848831","2.2232424533367157","2.2232424533367157","2.2232424533367157"
"39200","1.9659176206588744","1.9659176206588744","1.9659176206588744","2.274720288515091","2.274720288515091","2.274720288515091"
"39300","1.888425190448761","1.888425190448761","1.888425190448761","2.2774308061599733","2.2774308061599733","2.2774308061599733"
"39400","2.0072080373764036","2.0072080373764036","2.0072080373764036","2.2041945457458496","2.2041945457458496","2.2041945457458496"
"39500","1.865059336423874","1.865059336423874","1.865059336423874","2.1800390350818635","2.1800390350818635","2.1800390350818635"
"39600","1.9684104192256928","1.9684104192256928","1.9684104192256928","2.2407400131225588","2.2407400131225588","2.2407400131225588"
"39700","1.9948354470729828","1.9948354470729828","1.9948354470729828","2.15296434879303","2.15296434879303","2.15296434879303"
"39800","2.022967474460602","2.022967474460602","2.022967474460602","2.326349912881851","2.326349912881851","2.326349912881851"
"39900","1.8810035800933838","1.8810035800933838","1.8810035800933838","2.2296749544143677","2.2296749544143677","2.2296749544143677"
"40000","1.9387806153297424","1.9387806153297424","1.9387806153297424","2.2109928202629088","2.2109928202629088","2.2109928202629088"
"40100","1.9590465009212494","1.9590465009212494","1.9590465009212494","2.2216270792484285","2.2216270792484285","2.2216270792484285"
"40200","1.9748103749752044","1.9748103749752044","1.9748103749752044","2.1147267985343934","2.1147267985343934","2.1147267985343934"
"40300","1.897829772233963","1.897829772233963","1.897829772233963","2.1593325936794283","2.1593325936794283","2.1593325936794283"
"40400","1.8389946055412292","1.8389946055412292","1.8389946055412292","2.2731672751903536","2.2731672751903536","2.2731672751903536"
"40500","1.9717175126075746","1.9717175126075746","1.9717175126075746","2.1810709512233735","2.1810709512233735","2.1810709512233735"
"40600","2.0094230508804323","2.0094230508804323","2.0094230508804323","2.137107701301575","2.137107701301575","2.137107701301575"
"40700","1.9595390200614928","1.9595390200614928","1.9595390200614928","2.1399430906772614","2.1399430906772614","2.1399430906772614"
"40800","1.921819157600403","1.921819157600403","1.921819157600403","2.2607043492794037","2.2607043492794037","2.2607043492794037"
"40900","1.8359571540355681","1.8359571540355681","1.8359571540355681","2.217030794620514","2.217030794620514","2.217030794620514"
"41000","1.9602267789840697","1.9602267789840697","1.9602267789840697","2.1420798552036286","2.1420798552036286","2.1420798552036286"
"41100","1.9579195189476013","1.9579195189476013","1.9579195189476013","2.170347318649292","2.170347318649292","2.170347318649292"
"41200","1.970863481760025","1.970863481760025","1.970863481760025","2.155552886724472","2.155552886724472","2.155552886724472"
"41300","1.977556198835373","1.977556198835373","1.977556198835373","2.2729877650737764","2.2729877650737764","2.2729877650737764"
"41400","2.0105524587631227","2.0105524587631227","2.0105524587631227","2.199660609960556","2.199660609960556","2.199660609960556"
"41500","1.8884507513046265","1.8884507513046265","1.8884507513046265","2.168938957452774","2.168938957452774","2.168938957452774"
"41600","1.8231738746166228","1.8231738746166228","1.8231738746166228","2.1890695238113405","2.1890695238113405","2.1890695238113405"
"41700","1.8976873850822449","1.8976873850822449","1.8976873850822449","2.178151513338089","2.178151513338089","2.178151513338089"
"41800","1.839239981174469","1.839239981174469","1.839239981174469","2.1898017680644988","2.1898017680644988","2.1898017680644988"
"41900","1.9580625367164612","1.9580625367164612","1.9580625367164612","2.340842809677124","2.340842809677124","2.340842809677124"
"42000","1.9126374554634094","1.9126374554634094","1.9126374554634094","2.2625191450119018","2.2625191450119018","2.2625191450119018"
"42100","1.964576871395111","1.964576871395111","1.964576871395111","2.2313070631027223","2.2313070631027223","2.2313070631027223"
"42200","1.879491262435913","1.879491262435913","1.879491262435913","2.174788771867752","2.174788771867752","2.174788771867752"
"42300","1.8827534162998198","1.8827534162998198","1.8827534162998198","2.247410717010498","2.247410717010498","2.247410717010498"
"42400","1.952747904062271","1.952747904062271","1.952747904062271","2.118110021352768","2.118110021352768","2.118110021352768"
"42500","1.9551075744628905","1.9551075744628905","1.9551075744628905","2.180716084241867","2.180716084241867","2.180716084241867"
"42600","1.9650899028778077","1.9650899028778077","1.9650899028778077","2.332842020988464","2.332842020988464","2.332842020988464"
"42700","1.9563555765151976","1.9563555765151976","1.9563555765151976","2.2073521637916564","2.2073521637916564","2.2073521637916564"
"42800","1.9433904302120208","1.9433904302120208","1.9433904302120208","2.122012108564377","2.122012108564377","2.122012108564377"
"42900","1.8839222359657288","1.8839222359657288","1.8839222359657288","2.2461078608036043","2.2461078608036043","2.2461078608036043"
"43000","1.9698042249679566","1.9698042249679566","1.9698042249679566","2.216008633375168","2.216008633375168","2.216008633375168"
"43100","1.9443137288093566","1.9443137288093566","1.9443137288093566","2.263623740673065","2.263623740673065","2.263623740673065"
"43200","2.021172136068344","2.021172136068344","2.021172136068344","2.092982342243195","2.092982342243195","2.092982342243195"
"43300","1.8394478285312652","1.8394478285312652","1.8394478285312652","2.1593807208538056","2.1593807208538056","2.1593807208538056"
"43400","1.907695345878601","1.907695345878601","1.907695345878601","2.1871113455295563","2.1871113455295563","2.1871113455295563"
"43500","1.9046635353565216","1.9046635353565216","1.9046635353565216","2.270171890258789","2.270171890258789","2.270171890258789"
"43600","1.9116360139846802","1.9116360139846802","1.9116360139846802","2.1935999071598054","2.1935999071598054","2.1935999071598054"
"43700","1.8877088344097137","1.8877088344097137","1.8877088344097137","2.2173780572414397","2.2173780572414397","2.2173780572414397"
"43800","1.830288964509964","1.830288964509964","1.830288964509964","2.211589502096176","2.211589502096176","2.211589502096176"
"43900","1.8706024730205535","1.8706024730205535","1.8706024730205535","2.1498971807956697","2.1498971807956697","2.1498971807956697"
"44000","1.9282558000087737","1.9282558000087737","1.9282558000087737","2.290294889211655","2.290294889211655","2.290294889211655"
"44100","1.8834916067123413","1.8834916067123413","1.8834916067123413","2.1579416966438294","2.1579416966438294","2.1579416966438294"
"44200","1.9487888610363007","1.9487888610363007","1.9487888610363007","2.241902072429657","2.241902072429657","2.241902072429657"
"44300","1.898317551612854","1.898317551612854","1.898317551612854","2.1570539236068726","2.1570539236068726","2.1570539236068726"
"44400","1.8807879710197448","1.8807879710197448","1.8807879710197448","2.235399212837219","2.235399212837219","2.235399212837219"
"44500","1.8668744790554046","1.8668744790554046","1.8668744790554046","2.2163881421089173","2.2163881421089173","2.2163881421089173"
"44600","1.9467573595046996","1.9467573595046996","1.9467573595046996","2.135579341650009","2.135579341650009","2.135579341650009"
"44700","1.8712933576107025","1.8712933576107025","1.8712933576107025","2.152263652086258","2.152263652086258","2.152263652086258"
"44800","1.9609409606456756","1.9609409606456756","1.9609409606456756","2.139228684902191","2.139228684902191","2.139228684902191"
"44900","1.93488543510437","1.93488543510437","1.93488543510437","2.230596091747284","2.230596091747284","2.230596091747284"
"45000","1.8942992162704468","1.8942992162704468","1.8942992162704468","2.1983539140224457","2.1983539140224457","2.1983539140224457"
"45100","1.9263941073417663","1.9263941073417663","1.9263941073417663","2.1628366672992705","2.1628366672992705","2.1628366672992705"
"45200","1.9387504661083221","1.9387504661083221","1.9387504661083221","2.203274749517441","2.203274749517441","2.203274749517441"
"45300","1.9129492926597595","1.9129492926597595","1.9129492926597595","2.1647234058380125","2.1647234058380125","2.1647234058380125"
"45400","1.8599118137359618","1.8599118137359618","1.8599118137359618","2.1979878222942353","2.1979878222942353","2.1979878222942353"
"45500","1.8655578184127808","1.8655578184127808","1.8655578184127808","2.1226377975940705","2.1226377975940705","2.1226377975940705"
"45600","1.9080178189277648","1.9080178189277648","1.9080178189277648","2.093213436603546","2.093213436603546","2.093213436603546"
"45700","1.9224283981323242","1.9224283981323242","1.9224283981323242","2.2411999130249023","2.2411999130249023","2.2411999130249023"
"45800","1.9249006688594819","1.9249006688594819","1.9249006688594819","2.1584250175952913","2.1584250175952913","2.1584250175952913"
"45900","1.9676463186740876","1.9676463186740876","1.9676463186740876","2.1183009696006776","2.1183009696006776","2.1183009696006776"
"46000","1.890171947479248","1.890171947479248","1.890171947479248","2.112625323534012","2.112625323534012","2.112625323534012"
"46100","1.9656655037403106","1.9656655037403106","1.9656655037403106","2.0684656965732575","2.0684656965732575","2.0684656965732575"
"46200","1.8825825560092926","1.8825825560092926","1.8825825560092926","2.062673511505127","2.062673511505127","2.062673511505127"
"46300","1.8856380414962768","1.8856380414962768","1.8856380414962768","2.006761920452118","2.006761920452118","2.006761920452118"
"46400","1.9174875247478484","1.9174875247478484","1.9174875247478484","2.2029280996322633","2.2029280996322633","2.2029280996322633"
"46500","1.9883790481090546","1.9883790481090546","1.9883790481090546","2.1592962980270385","2.1592962980270385","2.1592962980270385"
"46600","1.8733096373081208","1.8733096373081208","1.8733096373081208","2.19956857085228","2.19956857085228","2.19956857085228"
"46700","1.8835244524478911","1.8835244524478911","1.8835244524478911","2.2902870643138886","2.2902870643138886","2.2902870643138886"
"46800","1.8754949140548707","1.8754949140548707","1.8754949140548707","2.0496759819984436","2.0496759819984436","2.0496759819984436"
"46900","1.8859814190864563","1.8859814190864563","1.8859814190864563","2.1886157846450804","2.1886157846450804","2.1886157846450804"
"47000","1.941213767528534","1.941213767528534","1.941213767528534","2.1733001387119293","2.1733001387119293","2.1733001387119293"
"47100","1.832262978553772","1.832262978553772","1.832262978553772","2.133467229604721","2.133467229604721","2.133467229604721"
"47200","1.9201555442810059","1.9201555442810059","1.9201555442810059","2.163046863079071","2.163046863079071","2.163046863079071"
"47300","1.8676971149444581","1.8676971149444581","1.8676971149444581","2.099794193506241","2.099794193506241","2.099794193506241"
"47400","1.895376946926117","1.895376946926117","1.895376946926117","2.097790546417236","2.097790546417236","2.097790546417236"
"47500","1.9543077802658082","1.9543077802658082","1.9543077802658082","2.136866558790207","2.136866558790207","2.136866558790207"
"47600","1.817242729663849","1.817242729663849","1.817242729663849","2.204319771528244","2.204319771528244","2.204319771528244"
"47700","1.834426691532135","1.834426691532135","1.834426691532135","2.1457481503486635","2.1457481503486635","2.1457481503486635"
"47800","1.8502007114887238","1.8502007114887238","1.8502007114887238","2.1018036806583407","2.1018036806583407","2.1018036806583407"
"47900","1.9686602449417114","1.9686602449417114","1.9686602449417114","2.1532125341892243","2.1532125341892243","2.1532125341892243"
"48000","1.9672103869915007","1.9672103869915007","1.9672103869915007","2.186108419895172","2.186108419895172","2.186108419895172"
"48100","1.8921716475486756","1.8921716475486756","1.8921716475486756","2.119881317615509","2.119881317615509","2.119881317615509"
"48200","1.8534805166721344","1.8534805166721344","1.8534805166721344","2.2175087308883668","2.2175087308883668","2.2175087308883668"
"48300","1.8791377019882203","1.8791377019882203","1.8791377019882203","2.2176061058044434","2.2176061058044434","2.2176061058044434"
"48400","1.9197035503387452","1.9197035503387452","1.9197035503387452","2.081377532482147","2.081377532482147","2.081377532482147"
"48500","1.9204425454139709","1.9204425454139709","1.9204425454139709","2.0684250271320344","2.0684250271320344","2.0684250271320344"
"48600","1.991142919063568","1.991142919063568","1.991142919063568","2.0915673506259918","2.0915673506259918","2.0915673506259918"
"48700","1.9156251668930053","1.9156251668930053","1.9156251668930053","2.149621978998184","2.149621978998184","2.149621978998184"
"48800","1.9419414722919464","1.9419414722919464","1.9419414722919464","2.094404829740524","2.094404829740524","2.094404829740524"
"48900","1.8340551912784577","1.8340551912784577","1.8340551912784577","2.1249889659881593","2.1249889659881593","2.1249889659881593"
"49000","1.8758460879325867","1.8758460879325867","1.8758460879325867","2.2224294245243073","2.2224294245243073","2.2224294245243073"
"49100","1.9742143416404725","1.9742143416404725","1.9742143416404725","2.191341564655304","2.191341564655304","2.191341564655304"
"49200","1.8560703408718109","1.8560703408718109","1.8560703408718109","2.2282671427726743","2.2282671427726743","2.2282671427726743"
"49300","1.7995467221736907","1.7995467221736907","1.7995467221736907","2.1507223320007323","2.1507223320007323","2.1507223320007323"
"49400","1.8321662425994873","1.8321662425994873","1.8321662425994873","2.108259106874466","2.108259106874466","2.108259106874466"
"49500","1.8817178869247437","1.8817178869247437","1.8817178869247437","2.1857370269298553","2.1857370269298553","2.1857370269298553"
